NAVIGATOR	Desktop Assistant
request_content_type.h	Určuje funkci pro žádost o obsah Vyberte typ z rozbalovacího seznamu.\nE-mail: Umožňuje zadat e-mailovou adresu pro žádosti.\nURL: Umožňuje zadat URL pro otevření webové stránky.\nOvládací prvek 'Žádost o obsah‘ se zobrazí v postranním panelu. Pokud není nalezen obsah, odkaz 'Žádost o obsah' se zobrazí v hlavním okně.
email	E-mail
url	URL
enable_request_content	Pozice: Ovládací prvek 'Žádost o obsah'
enable_request_content.h	Určuje pozici ovládacího prvku 'Žádost o obsah‘ v postranním panelu.
enable_external_search_ctx	Zadání kontextových informací
enable_external_search_ctx.h	Poskytuje doplňující kontextové informace uživatele s URL hledání během vyhledávání. Kontextové informace se použijí pro hledání. Toto nastavení aktivujte, pokud se mají při zadaném hledání používat kontextové informace. \nKontextové informace se uvádějí v parametru 'Kontextové informace'.
external_search_ctx	Kontextové informace
external_search_ctx.h	Udává kontextové informace, pokud bylo aktivováno nastavení 'Zadání kontextových informací'. Lze zadat následující kontextové informace: EXE aktuální aplikace (&executable=$#{EXE}), klíč stránky aktuální aplikace (&pagekey=$#{PAGEKEY})\nPoznámka: Neměňte strukturu řetězce kontextových informací.
enable_external_search	Pozice: Ovládací prvek 'Externí hledání'
enable_external_search.h	Umožňuje aktivovat stránku externího hledání pro hledání obsahu nebo dalších informací. Je-li toto nastavení aktivováno, zobrazí se v postranním panelu ovládací prvek 'Externí hledání'. Můžete nastavit pozici ovládacího prvku v postranním panelu. \nTlačítko otevře pole pro hledání, do něhož můžete zadat hledaný pojem. Výsledky hledání se zobrazí na stránce externího hledání. Pro externí hledání musíte zadat URL hledání v parametru 'URL externího hledání'.
external_search_url	URL
external_search_url.h	Umožňuje zadat URL pro externí hledání. Zadané URL by mělo mít následující strukturu: \nhttps://www.google.com/#q=$#{HLEDANYVYRAZ}\n https://www.bing.com/search?q=$#{HLEDANYVYRAZ}\n https://search.yahoo.com/search?p=$#{HLEDANYVYRAZ}\n https://www.wolframalpha.com/input/?i=$#{HLEDANYVYRAZ}\n\n Poznámka: Nevymazávejte ani neměňte '=$#{HLEDANYVYRAZ}' parametru URL.
enable_share_content	Zobrazit ovládací prvek Sdílet obsah
enable_share_content.h	Zobrazuje tlačítko 'Sdílet obsah' v patičce hlavního okna. Toto tlačítko otevře dialogové okno s odkazem na vybraný odkaz.
author_email	E-mail
author_email.h	Umožňuje specifikovat e-mailovou adresu pro žádost o obsah. E-mailová adresa se použije pro funkci 'Žádost o obsah'.
author_url	URL
author_url.h	Umožňuje specifikovat URL pro žádost o obsah. Toto URL se použije pro funkci 'Žádost o obsah'.
author_url_params	Parametry URL
author_url_params.h	Umožňuje zadat parametry pro autorské URL. \nMůžete zadat název aplikace a spustitelný soubor. Nahraďte hodnotu 'application' (aplikace) nebo 'executable' (spustitelný soubor) požadovaným názvem.
enable_fuzzy_match	Povolit částečnou shodu
enable_fuzzy_match.h	Definuje, zda se má použít částečná shoda, aby kontext obsahu odpovídal stránce aplikace.
enable_ident_filter	Povolit rozšířenou identifikaci aplikací
enable_ident_filter.h	Určuje, že pro přehrávání @{NAVIGATOR} se použijí pouze informace o relevantní aplikaci. To umožní, abyste optimalizovali výkon @{NAVIGATOR}.\nPoznámka: Tato volba může způsobit nesprávné rozpoznání objektů. Před publikováním obsahu doporučujeme otestovat přehrávání.
library_size	Velikost hlavního okna
library_size.h	Určuje velikost hlavního okna (šířka, výška) v pixelech.
book_win_position	Pozice okna s obsahem (volně)
book_win_position.h	Určuje pozici okna s obsahem (vlevo, nahoře) na obrazovce pro zarovnání Volně. Hodnoty jsou v pixelech.
book_win_size	Velikost okna s obsahem
book_win_size.h	Definuje velikost (šířku, výšku) okna s obsahem v pixelech.
book_win_positioning	Zarovnání okna s obsahem
book_win_positioning.h	Definuje zarovnání okna s obsahem na obrazovce. Možnost „Volně“ umožňuje definovat pozici v parametru „Pozice okna s obsahem“.
errNoApplicationContext	Aktuální makro není kontext aplikace.
errNoTargetDefinition	Makro neodpovídá cílové definici.
errExtractPagekey	Nelze extrahovat klíč stránky s profilem:
errScreenshot	Nelze vytvořit snímek obrazovky. Zkuste to znovu.
errLoadTemplate	Nelze načíst profil:
errRecordProcessStep	Kroky prohlídky s výkladem nelze zaznamenat pro projekty„kontextové nápovědy.
errLanguageSelection	Nebyl vybrán žádný jazyk.
errNoWriteToken	Nemáte oprávnění k zápisu pro vybraný objekt.
errMacroSelection	Nebylo vybráno žádné makro.
errObjectInformation	Žádné informace o objektu v dané pozici.
errSpecializedInformation	Žádné speciální informace v dané pozici.
errPosition	Pozice není v oblasti okna.
errActionMacroSelection	Nebylo vybráno žádné makro akce.
errUpdateObject	Vybraný typ objektu nelze aktualizovat.
errInsertExplanation	Volné vysvětlení nelze vložit pro vybrané makro.
action.h	Jen prohlídka s výkladem\n Tato možnost definuje akci, kterou má uživatel provést pro objekt.
all_values.h	Objekt aplikace má v některých případech volby pro hodnoty, které nelze pokrýt standardním ovládáním HTML. V takovém případě se použije ovládání, které je nejblíže objektu v aplikaci. Toto pole má navíc všechny hodnoty, které objekt drží jako volby.
anim_steps.h	Hodnota definuje, v kolika krocích je vybraný efekt zvýraznění animován. Nízké hodnoty zrychlují animaci, ale zanechávají neklidný dojem. Vysoké hodnoty zajišťují plynulejší animaci, ale snižují celkovou rychlost animace.
auto_execute.h	Toto nastavení určuje, že akce se během přehrávání navigace provede automaticky.
b_height.h	Definuje výšku bubliny objektu v pixelech. Pokud množství textu překračuje volné místo v bublině, výška textu bude automaticky přizpůsobena požadovanému místu.
b_hide_option.h	Jen kontextová nápověda\n Pokud tuto možnost aktivujete, v bublině vysvětlení nebo objektu se zobrazí nastavení, ve kterém mohou koncoví uživatelé deaktivovat informace o objektu (bublina a zvýraznění). Uživatelé tak mohou skrýt informace, které již nepotřebují.
b_minimizable.h	Tato možnost definuje, zda lze bublinu minimalizovat při přehrávání. Pokud je možnost aktivní, v hlavičce bubliny se zobrazí tlačítko Minimalizovat.
b_closable.h	Jen kontextová nápověda\n Tato možnost definuje, zda lze bublinu zavřít při přehrávání. Pokud je možnost aktivní, v hlavičce bubliny se zobrazí tlačítko Zavřít.
b_minimized.h	Jen kontextová nápověda\n Tato možnost definuje, zda se bublina objektu zobrazí minimalizovaná, když je načtená stránka.
bmain_size.h	Určuje velikost hlavního okna (šířka, výška) v pixelech.
bmain_minimizable.h	Tato možnost definuje, zda je hlavní okno minimalizovatelné.
bmain_position.h	Hodnoty, které jsou zde zadány, definují pozici hlavního okna na obrazovce. Čísla popisují vzdálenost od horního levého rohu obrazovky v pixelech.
bmain_win_style.h	Definuje vzhled hlavního okna. Vyberte zdroj stylu ze seznamu.
bmain_alignment.h	Definuje zarovnání hlavního okna na obrazovce. Možnost „Volně“ umožňuje definovat pozici v parametru „Pozice okna“.
bubble_offset.h	Tato možnost definuje, o kolik pixelů bude bublina objektu posunuta vzhledem k objektu.
bubblestyle_d.h	Určuje, který zdroj stylu bubliny se má použít k zobrazení bublin objektu v projektu.
bubblestyle_d.h	Určuje, který zdroj stylu bubliny se má použít k zobrazení bublin objektu v projektu.
choose_bool.h	Pole obsahuje hodnotu, která určuje stav zaškrtnutí přepínače nebo zaškrtávacího pole. Hodnota pro přepínač je vždy „1“ (zap.). Hodnota pro zaškrtávací políčko může být „0“ (vypnuto) nebo „1“ (zapnuto).
choose_text.h	Tento parametr obsahuje znakový řetězec, který byl pro vybranou položku nalezen ve vyskakovacím menu nebo v poli se seznamem při automatickém záznamu procesu. Tento řetězec je vložen do vysvětlovacích textů bublin v různých režimech místo zástupného symbolu „${choose_text}“ (viz textový režim v editoru HTML). Používá se jako textový modul pro automaticky generovaný text při automatickém generování obsahu bubliny s textovými moduly při záznamu.
click_pos.h	Popisuje pozici v okně aplikace, na kterou klikl autor při záznamu objektu. Pozice je určena v pixelech a odkazuje na horní levý roh obsahu okna aplikace.
click_pos_rel.h	Popisuje pozici v okně aplikace. Hodnota v procentech (%) poskytuje pozici, která je relativní k celkové šířce a výšce okna aplikace, přičemž levý a horní okraj jsou referenčními body.
config_file.h	Obsahuje název profilu aplikace, který byl použit k vytvoření a pozdější interpretaci klíče.
display_name.h	Určuje název aplikace. Tento název se zobrazí v okně výjimek prohlídky s výkladem.
dump_page.h	Obsahuje zaznamenanou obrazovku. \nObrázek můžete změnit pomocí funkce 'Nahradit obrázek'.
element_type.h	Popisuje třídu objektů, která byla rozpoznána mechanizmem rozpoznání.
enabled.h	Jen kontextová nápověda\n Tato možnost definuje, zda je makro zahrnuto to analýzy stránky. Pokud je tato volba deaktivována, objekt nápovědy se nezobrazí, i když asociovaný objekt na stránce existuje.
optional.h	Jen prohlídka s výkladem\nMožnost definuje, zda je krok procesu volitelný pro uživatele v procesu. \nPři přehrávání se v seznamu kroků zobrazí jiná ikona. Pokud ovládací prvek není viditelný na stránce nebo pokud je stránka chybná, krok se přeskočí.
executable.h	Obsahuje název spustitelného souboru aplikace použitý operačním systémem.
explanation_d.h	Obsahuje informace o odpovídajícím kontextu (text, odkazy, obrázky atd.). Zajistěte optimální zobrazení informací v hlavní bublině.
explanation_d_modified.h	Pokud je tato možnost aktivována, kontextové informace již nejsou v případě automatického překladu automaticky generovány, ale musí být místo toho upraveny ručně. Pomáhá to zachovat ruční změny obsahu bubliny.
fieldname.h	Obsahuje název zaznamenaného ovládacího prvku, který je vložen do textů v bublinách. \nNázev objektu můžete změnit v textovém poli. Název objektu má zástupný symbol '$#{fieldname}'.
fieldicon.h	Obsahuje obrázek zaznamenaného tlačítka nebo ikony, který je vložen do textů v bublinách. \nObrázek můžete změnit pomocí funkce 'Nahradit obrázek'. Obrázek má zástupný symbol '$I{fieldicon}'.
g_highlight_bgr.h	Definuje standardní barvu okrajů zvýraznění v navigaci. Barva může být zadána přímo jako hodnota RBG ve formátu HEX, nebo vybrána v dialogovém okně Výběr barvy.
g_highlight_border.h	Tento parametr definuje obecnou tloušťku rámce zvýraznění objektu v pixelech. Šířky v pixelech jsou dostupné od 1 do 10.
g_highlight_effect.h	Tato možnost určuje druh efektu zvýraznění použitého pro objekty v navigaci.
hide_on_focuslost.h	Tato možnost definuje, zda se bublina skryje, když se fokus na obrazovce přesune mimo příslušný objekt.
highlight_offset.h	Tento parametr v pixelech definuje přidaný posun pro obdélník zvýraznění, který obklopuje označený prvek.
key.h	Obsahuje všechna kritéria k identifikaci okna aplikace a určité stránky v aplikaci. Klíč odpovídá pouze v případě, že stránka v cílové aplikaci splňuje všechna kritéria definovaná v klíči. Chcete-li zmírnit definici kritérií jednoho klíče, můžete použít regulární výrazy.
key_name.h	Tento parametr určuje použitou klávesu nebo zkratku. Názvy kláves musejí být odděleny mezerami, například: „ctrl + k“.
key_desc.h	Tento parametr určuje použitou klávesu nebo zkratku. Názvy kláves musejí být odděleny mezerami, například: „ctrl + k“.
force_display.h	Jen kontextová nápověda\nUrčuje, že se obsah makra vždy zobrazí jako okamžitá nápověda, i když je okamžitá nápověda při přehrávání desktopového asistenta neaktivní.
link_to_sim.h	Tato možnost zahrne odkaz na simulaci do hlavní bubliny. Tato možnost se vztahuje k navigaci, která byla vytvořena na základě projektu simulace (převodem).
macro_comment.h	Všeobecný komentář. Je zobrazen jako miniatura.
match_value.h	Tato možnost určuje, zda má být indikovaná hodnota porovnána se skutečnou hodnotou objektu v provozované aplikaci.
mini_on_focuslost.h	Tato možnost definuje, zda se bublina minimalizuje, když se fokus na obrazovce přesune mimo příslušný objekt.
nav_check_freq.h	Definuje, v jaké frekvenci @{NAVIGATOR} kontroluje aktualizovaný obsah. Pokud je k dispozici aktualizovaný obsah, @{NAVIGATOR} spustí obsah automaticky. To je důležité zejména pro procesy správy změn.
enable_tincan.h	Aktivuje sledování pro obsah @{NAVIGATOR}. Obsah se musí spustit z pracovní oblasti @{MANAGER}.
no_spike.h	Tato možnost definuje, zda bude bublina objektu zobrazena se špičkou nebo bez ní.
objname.h	Každý objekt v navigaci vyžaduje jedinečný název pro identifikační účely, když používá chování a přiřazení chování.
orientation.h	Tento parametr definuje orientaci bubliny objektu ve vztahu k referovanému objektu. Šipka bubliny ukazuje na pozici referovanou na stránce, zatímco zobrazení samotné bubliny je posunuto ve vybraném směru, podle pokynů. Pokud je vybrána orientace „Střed“, bublina je zobrazena bez šipky a je vystředěna v definované pozici.
path.h	Cesta objektu popisuje vlastnosti objektu na základě použitého aplikačního profilu. Cesta objektu se používá k identifikaci objektu v provozované aplikaci. Toto pole obvykle není potřeba upravovat ručně.
position.h	Hodnoty, které jsou zde zadány, definují pozici hlavní bubliny na obrazovce. Čísla popisují vzdálenost od horního levého rohu obrazovky v pixelech.
reference.h	Pokud byla navigace převedena ze simulace, má zde být specifikován zdroj příslušného kroku.
resize.h	Tato možnost definuje, zda se má velikost cílového okna aplikace změnit automaticky na velikost, která byla použita při vytvoření navigace. Může to být užitečné pro aktivní oblasti, které budou zobrazeny na základě pozice.
revision.h	Zobrazuje verzi profilu aplikace použitou k vytvoření klíče při záznamu obrazovky aplikace.
sc_config_header.h	V tomto poli jsou uloženy informace z profilu aplikace. Navigaci tyto informace umožňují správně rozpoznat aplikaci a její objekty při přehrávání.
