NAVIGATOR	Desktop Assistant
enable_external_search.h	Позволяет активировать страницу внешнего поиска для поиска контента или дополнительной информации. После активации настройки на боковой панели появляется элемент управления 'Внешний поиск'. Вы можете указать положение элемента управления на боковой панели. \nКнопка используется для вызова поля поиска для ввода критерия поиска. Результаты поиска отображаются на странице внешнего поиска. Для выполнения внешнего поиска укажите URL поиска в параметре 'URL внешнего поиска'.
external_search_url	URL
external_search_url.h	Позволяет указать URL для внешнего поиска. Введите URL в следующем формате:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nПримечание. Не удаляйте и не изменяйте значение '=$#{SEARCHTERM}' в параметре URL.
enable_share_content	Показать управляющий элемент "Совместно использовать контент"
enable_share_content.h	Выводит на нижнюю панель главного окна кнопку "Совместно использовать контент". Эта кнопка используется для вызова диалогового окна со ссылкой на выбранный контент.
author_email	Электронная почта
author_email.h	Позволяет указать адрес электронной почты для запроса контента. Адрес электронной почты используется для функции 'Запрос контента'.
author_url	URL
author_url.h	Позволяет указать URL для запроса контента. URL используется для функции 'Запрос контента'.
author_url_params	Параметры URL
author_url_params.h	Позволяет указать параметры для URL автора. \nМожно указать имя приложения и исполняемого файла. Замените значение 'application' или 'executable' требуемым именем.
enable_fuzzy_match	Включить неточные совпадения
enable_fuzzy_match.h	Определяет использование неточных совпадений при сравнении контекста контента со страницей приложения.
enable_ident_filter	Включить расширенную идентификацию приложения
enable_ident_filter.h	Указывает, что только релевантная информация о приложении используется для воспроизведения @{NAVIGATOR}. Это позволяет оптимизировать производительность @{NAVIGATOR}.\nПримечание. Эта опция может привести к неверному распознаванию объектов. Рекомендуется протестировать воспроизведение до публикации контента.
library_size	Размер главного окна
library_size.h	Определяет размер (ширину, высоту) главного окна в пикселях.
book_win_position	Позиция окна контакта (произвольно)
book_win_position.h	Определяет позицию окна контента (слева, сверху) для произвольного выравнивания на экране. Значения указываются в пикселях.
book_win_size	Размер окна контента
book_win_size.h	Определяет размер (ширину, высоту) окна контента в пикселях.
book_win_positioning	Выравнивание окна контента
book_win_positioning.h	Определяет выравнивание окна контента на экране. С помощью опции "Произвольно" можно определить позицию в параметре "Позиция окна контента".
errNoApplicationContext	Текущий макрос не является контекстом приложения.
errNoTargetDefinition	Макрос не соответствует целевому определению.
errExtractPagekey	Невозможно извлечь ключ страницы с профилем:
errScreenshot	Невозможно сделать снимок экрана. Повторите попытку позднее.
errLoadTemplate	Невозможно загрузить профиль:
errRecordProcessStep	Невозможно записать шаги экскурсии для проектов статической справки.
errLanguageSelection	Язык не выбран.
errNoWriteToken	Нет полномочий на запись для выбранного объекта.
errMacroSelection	Макрос не выбран.
errObjectInformation	Нет информации об объекте в указанной позиции.
errSpecializedInformation	Нет специализированной информации в указанной позиции.
errPosition	Позиция не в области окна.
errActionMacroSelection	Макрос операции не выбран.
errUpdateObject	Невозможно обновить выбранный тип объекта.
errInsertExplanation	Невозможно вставить свободное объяснение для выбранного макроса.
action.h	Только экскурсия\nЭта опция определят операцию, которую пользователь планирует применить к объекту.
all_values.h	В некоторых случаях объект приложения предлагает выбор значений, не включенных в стандартный управляющий элемент HTML. Тогда используется управляющий элемент, наиболее подходящий для объекта в приложении. Кроме того, в этом поле содержатся все значения, включенные в опции выбора для объекта.
anim_steps.h	Значение определяет количество шагов для анимации выбранного эффекта выделения. Маленькие значения ускоряют анимацию, но ухудшают качество изображения. Большие значения повышают качество анимации, но снижают общую скорость.
auto_execute.h	Настройка задает автоматическое выполнение операции при воспроизведении навигации.
b_height.h	Определяет высоту выноски объекта в пикселях. Если размер текста превышает доступное место выноски, ее высота автоматически увеличится до нужного значения.
b_hide_option.h	Только ассистент по контексту\nПри активации этой опции в выноске объекта или пояснения появляется настройка для деактивации информации об объекте (выноска и выделение) конечными пользователями. Это позволяет пользователям скрывать ненужную информацию.
b_minimizable.h	Эта опция определяет, можно ли свернуть выноску при воспроизведении. Если опция активирована, то в заголовке выноски отображается кнопка "Свернуть".
b_closable.h	Только ассистент по контексту\nЭта опция определяет, можно ли закрыть выноску при воспроизведении. Если опция активирована, то в заголовке выноски отображается кнопка "Закрыть".
b_minimized.h	Только ассистент по контексту\nЭта опция определяет, отображается ли выноска объекта свернутой при загрузке страницы.
bmain_size.h	Определяет размер (ширину, высоту) главного окна в пикселях.
bmain_minimizable.h	Эта опция определяет возможность свертывания главного окна.
bmain_position.h	Введенные значения определяют положение главного окна на экране. Числа указывают расстояние от верхнего левого угла экрана в пикселях.
bmain_win_style.h	Определяет внешний вид главного окна. Выберите ресурс стиля из списка.
bmain_alignment.h	Определяет выравнивание главного окна на экране. С помощью опции "Произвольно" можно определить положение в параметре "Положение окна".
bubble_offset.h	Эта опция определяет смещение в пикселях выноски объекта от объекта.
bubblestyle_d.h	Определяет ресурс стиля выноски, используемый для отображения выносок объектов в проекте.
bubblestyle_d.h	Определяет ресурс стиля выноски, используемый для отображения выносок объектов в проекте.
choose_bool.h	Это поле содержит значение, которое определяет, включена или выключена зависимая/независимая кнопка. Значение для зависимой кнопки всегда "1" (вкл.)  Значение для независимой кнопки может быть "0" (выкл.) или "1" (вкл.).
choose_text.h	Этот параметр содержит символьную строку, найденную для выбранной записи во всплывающем меню или поле списка при автоматической записи. Эта строка вставляется в тексты выноски пояснения в различных режимах вместо метки-заполнителя '${choose_text}' (см. текстовый режим в редакторе HTML). Она используется в качестве текстового модуля для автоматической генерации текста выноски при автоматической генерации контента выноски с помощью текстовых модулей во время записи.
click_pos.h	Описывает позицию в окне приложения, которую щелкнул автор при записи объекта. Позиция указывается в пикселях относительно верхнего левого угла окна приложения.
click_pos_rel.h	Описывает позицию в окне приложения. Значение в процентах (%) указывает позицию в соотношении с общей шириной и высотой окна приложения относительно левого и верхнего краев.
config_file.h	Содержит имя профиля приложения, используемое для создания и последующей интерпретации ключа.
display_name.h	Определяет имя приложения. Это имя отображается в окне особых ситуаций для экскурсии.
dump_page.h	Содержит записанный экран. \n Для изменения изображения используется функция 'Заменить изображение'.
element_type.h	Описывает класс объектов, определенный механизмом распознавания.
enabled.h	Только ассистент по контексту\nЭта опция указывает, включен ли макрос в анализ страницы. Если она деактивирована, объект справки не отображается даже при наличии на странице связанного объекта.
optional.h	Только экскурсия\nЭта опция определяет, является ли шаг экскурсии необязательным для пользователя в рамках процесса. \nПри воспроизведении в списке шагов будет отображен другой значок. Если управляющий элемент не отображается на странице или страница неверна, то шаг будет пропущен.
executable.h	Содержит имя приложения, используемое операционной системой.
explanation_d.h	Содержит информацию о соответствующем контексте (текст, ссылки, изображения и т. д.). Убедитесь, что отображение информации в основной выноске настроено оптимальным образом.
explanation_d_modified.h	Если эта опция активирована, контекстная информация больше не генерируется автоматически при автоматическом переводе, а обрабатывается вручную. Это позволяет сохранять ручные изменения контента выноски.
fieldname.h	Содержит имя записанного элемента управления, которое вставляется в текст выноски. \nИзменить имя объекта можно в текстовом поле. Для имени объекта используется метка-заполнитель '$#{fieldname}'.
fieldicon.h	Содержит изображение записанной кнопки или значка, которое вставляется в текст выноски. \nДля изменения изображения объекта используется функция 'Заменить изображение'. Для изображения объекта используется метка-заполнитель '$I{fieldicon}'.
g_highlight_bgr.h	Определяет стандартный цвет границ выделения в навигации. Цвет можно ввести напрямую в виде значения RBG в формате HEX или выбрать в диалоговом окне "Палитра цветов".
g_highlight_border.h	Этот параметр определяет общую толщину рамки выделения объекта в пикселях. Доступны значения от 1 до 10 пикселей.
g_highlight_effect.h	Эта опция указывает эффект выделения, используемый для объектов в навигации.
hide_on_focuslost.h	Эта опция определяет, скрывать ли выноску при перемещении фокуса экрана с соответствующего объекта.
highlight_offset.h	Этот параметр определяет добавленное смещение в пикселях прямоугольника выделения вокруг отмеченного элемента.
key.h	Содержит все критерии идентификации окна и страницы приложения. Ключ считается соответствующим, только если страница целевого приложения отвечает всем критериям, определенным для ключа. Чтобы расширить определение критериев отдельного ключа, можно использовать регулярные выражения.
key_name.h	Этот параметр определяет используемую клавишу или комбинацию клавиш. Названия клавиш разделяются пробелами, например: 'ctrl + k'.
key_desc.h	Этот параметр определяет используемую клавишу или комбинацию клавиш. Названия клавиш разделяются пробелами, например: 'ctrl + k'.
force_display.h	Только контекстная справка\nОпределяет, что контент макроса всегда отображается как быстрая справка, даже если быстрая справка во время воспроизведения ассистента рабочего стола неактивна.
link_to_sim.h	Эта опция добавляет ссылку на моделирование в основную выноску. Эта опция связана с навигацией, созданной на основе проекта моделирования (через преобразование).
macro_comment.h	Общий комментарий. Отображается в ракурсе миниатюры.
match_value.h	Эта опция определяет, сравнивается ли указанное значение с фактическим значением объекта в активном приложении.
mini_on_focuslost.h	Эта опция определяет, сворачивается ли выноска при перемещении фокуса экрана с соответствующего объекта.
nav_check_freq.h	Определяет частоту, с которой @{NAVIGATOR} проверяет обновление контента. Если обновленный контент доступен, @{NAVIGATOR} запускает его автоматически. Эта функция особенно удобна для процессов управления изменениями.
enable_tincan.h	Активирует функцию отслеживания для контента @{NAVIGATOR}. Контент должен быть запущен из рабочей области @{MANAGER}.
no_spike.h	Эта опция определяет наличие пика на выноске объекта.
objname.h	Каждому объекту навигации требуется уникальное имя для идентификации при использовании поведения и присвоений поведения.
orientation.h	Этот параметр определяет направление выноски объекта относительно ссылочного объекта. Стрелка выноски указывает на ссылочную позицию страницы, а сама выноска отображается со смещением в выбранном направлении. Если выбрано направление "Центр", выноска отображается без стрелки с центром в указанной позиции.
path.h	Путь к объекту описывает свойства объекта на основе используемого профиля приложения. Путь к объекту используется для идентификации объекта в активном приложении. Как правило, это поле не нужно обрабатывать вручную.
position.h	Введенные значения определяют позицию основной выноски на экране. Числа указывают расстояние от верхнего левого угла экрана в пикселях.
reference.h	Если навигация преобразована из моделирования, здесь указывается источник соответствующего шага.
resize.h	Эта опция определяет, выполняется ли автоматическое изменение целевого окна приложения до размера, использованного при создании навигации. Это может быть необходимо для активных областей, так как они отображаются на основе позиций.
revision.h	Показывает версию профиля приложения, использованную для создания ключа при записи экрана приложения.
sc_config_header.h	В этом поле сохраняется информация из профиля приложения. Эта информация используется навигацией для корректного распознавания приложения и его объектов при воспроизведении.
screenshot_rect.h	Показывает область исходного экрана, использованную для создания снимка экрана объекта. Как правило, это значение не нужно обрабатывать вручную.
show_bubble.h	Эта опция определяет, отображается ли выноска сразу после завершения загрузки страницы.
start_from_arbitrary.h	Эта опция определяет запуск экскурсии с любого шага, а не с начала процесса.
show_hilight.h	Определяет, отображается ли выделение для данного объекта.
show_highlight.h	Определяет, отображаются ли выделения для объектов.
show_on_focus.h	Эта опция определяет, отображается ли выноска при перемещении фокуса экрана на соответствующий объект.
source.h	Если навигация преобразована из моделирования, параметр указывает исходный урок.
subkey.h	В некоторых случаях имеет смысл игнорировать части исходного ключа, например, если варианты страницы нерелевантны и обрабатываются одним ключом и шагом в навигации. Эта опция инициирует принятие ключа как совпадения механизмом распознавания, даже если распознавание обнаружило для страницы больше ключевых критериев, чем определено в ключе. Таким образом, ключ страницы можно сократить, чтобы один ключ соответствовал нескольким страницам.
target_name.h	Содержит имя окна приложения.
text_d.h	Этот параметр содержит символьную строку, которая указывается в ссылочном поле ввода. Она содержит значение, введенное при автоматической записи. Эта строка вставляется в тексты выноски пояснения в различных режимах вместо метки-заполнителя '${choose_text}' (см. текстовый режим в редакторе HTML) при автоматической генерации контента выноски с помощью текстовых модулей во время записи.
text_d_specializer.h	Этот параметр содержит символьную строку, которая указывается в ссылочном поле ввода. Она содержит значение, введенное при автоматической записи. Эта строка вставляется в тексты выноски пояснения в различных режимах вместо метки-заполнителя '${choose_text}' (см. текстовый режим в редакторе HTML) при автоматической генерации контента выноски с помощью текстовых модулей во время записи.
tolerance.h	Значение определяет допуск для степени совпадения при объединении макросов "Экран". Эта настройка относится к функции "Объединение макросов экрана", которую можно запустить из меню "Инструменты -> Массовые изменения". При увеличении значения увеличивается порог допуска. Обратите внимание, что в этом случае можно объединить снимки экрана с разными объектами. Значение указывается в процентах.
uid.h	Содержит уникальный идентификатор макроса для управления этим макросом в проекте.
win_rect.h	Определяет размер окна при создании проекта.
explanation_type.h	Эта опция определяет тип примечания. В зависимости от настройки типа вместе с текстом отображается значок для выделения текста рекомендации.
app_info.h	Настройка определяет, отображается ли приложение в ассистенте по контексту. Если приложение не должно отображаться, настройку необходимо деактивировать.
app_link_to_sim.h	Этот параметр можно использовать для просмотра ссылки на моделирование, указанной в параметре "Источник", вместе с типом контекста. В процессе можно выбрать разные режимы.
screen_info.h	Настройка определяет, отображается ли страница в ассистенте по контексту. Если экран не должен отображаться, настройку необходимо деактивировать.
screen_link_to_sim.h	Этот параметр можно использовать для просмотра ссылки на моделирование, указанной в параметре "Источник", вместе с типом контекста. В процессе можно выбрать разные режимы.
object_info.h	Только ассистент по контексту\nНастройка определят вариант, отображаемый для объекта.
open_expanded.h	Если эта опция активирована, основная выноска отображается с открытым списком страниц и объектов.
display_on.h	Этот параметр определяет, в какой ситуации отображается основная выноска навигации. При запуске навигации, просмотре приложения или соответствующей страницы приложения.
