NAVIGATOR	Desktop Assistant
enable_external_search	Posición: Control “Búsqueda externa”
enable_external_search.h	Permite activar una página de búsqueda externa para buscar contenido o más información. Con la parametrización activada, el control “Búsqueda externa” se mostrará en la barra lateral. Podrá indicar la posición del control en la barra lateral. \nEl pulsador abre un campo de búsqueda para la entrada de un concepto de búsqueda. Los resultados de la búsqueda se muestran en la página de búsqueda externa. Deberá indicar un URL de búsqueda en el parámetro “URL de búsqueda externo” para la búsqueda externa.
external_search_url	URL
external_search_url.h	Permite indicar un URL para la búsqueda externa. Indique el URL en la siguiente estructura:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nNota: no borre o modifique '=$#{SEARCHTERM}' del parámetro de URL.
enable_share_content	Mostrar control Compartir contenido
enable_share_content.h	Muestra un pulsador 'Compartir contenido' en la línea a pie de página en la ventana principal. El pulsador abre una ventana de diálogo con el enlace al contenido seleccionado.
author_email	Correo electrónico
author_email.h	Permite indicar una dirección de correo electrónico para el contenido que se solicita. La dirección de correo electrónico se utiliza para la función “Solicitar contenido”.
author_url	URL
author_url.h	Permite indicar un URL para el contenido que se solicita. El URL se utiliza para la función “Solicitar contenido”.
author_url_params	Parámetros URL
author_url_params.h	Le permite especificar los parámetros para el URL.de autor. \nPodrá especificar el nombre de aplicación y el ejecutable. Sustituye el valor 'aplicación' o 'ejecutable' por el nombre requerido.
enable_fuzzy_match	Activar coincidencia inexacta
enable_fuzzy_match.h	Define si la coincidencia inexacta se utiliza para ajustar el contexto del contenido a una página de aplicación
enable_ident_filter	Habilitar Identificación de aplicación avanzada
enable_ident_filter.h	Especifica que solo se utiliza la información de aplicación relevante para la reproducción del @{NAVIGATOR}. Esto le permite optimizar el rendimiento de @{NAVIGATOR}.\nNota: la opción puede llevar a un reconocimiento de objeto erróneo. Se recomienda realizar un test de la reproducción antes de publicar el contenido.
library_size	Tamaño de la ventana principal
library_size.h	Define el tamaño (ancho, alto) de la ventana principal en píxeles
book_win_position	Posición de la ventana principal (libre)
book_win_position.h	Define la posición de la ventana principal (izquierda, arriba) para la alineación "libre" en la pantalla. Los valores se indican en píxeles.
book_win_size	Tamaño de ventana de contenido
book_win_size.h	Define el tamaño (ancho, alto) de la ventana de contenido en píxeles.
book_win_positioning	Alineación de ventana de contenido
book_win_positioning.h	Define la alineación de la ventana de contenido en la pantalla. La opción "libre" permite definir una posición en el parámetro "Posición de ventana de contenido".
errNoApplicationContext	La macro actual no es ningún contexto de aplicación
errNoTargetDefinition	La macro no se corresponde con la definición del destino.
errExtractPagekey	No es posible extraer la clave de página con el perfil:
errScreenshot	No se ha podido crear ningún Screenshot. Inténtelo de nuevo.
errLoadTemplate	No es posible cargar el perfil:
errRecordProcessStep	Los pasos de la visita guiada no se pueden grabar para los proyectos Ayuda de contexto
errLanguageSelection	No se ha seleccionado ningún idioma.
errNoWriteToken	No dispone de permiso de escritura para el objeto seleccionado.
errMacroSelection	No se ha seleccionado ninguna macro.
errObjectInformation	No se encuentra disponible en ninguna información de objeto en la posición.
errSpecializedInformation	No se encuentra disponible en ninguna información en la posición.
errPosition	La posición no se encuentra en el área de la ventana.
errActionMacroSelection	No se ha seleccionado ninguna macro de acción
errUpdateObject	No se puede actualizar el tipo de objeto seleccionado
errInsertExplanation	No se puede insertar una explicación libre en la macro seleccionada
action.h	Solo visita guiada\nEsta opción define la acción que el usuario debe realizar en el objeto.
all_values.h	En algunos casos, el objeto de una aplicación guarda opciones para valores que no pueden cubrirse mediante un control HTML estándar. Entonces, se utiliza el control más cercano al objeto de la aplicación. Además, este campo contiene todos los valores que el objeto guarda como opciones.
anim_steps.h	El valor define en cuántos pasos se animará el efecto de marcación seleccionado. Los valores bajos aceleran la representación y proporcionan un efecto cortado de la animación. Los valores altos proporcionan un efecto fluido, aunque producen una representación del efecto de la animación mucho más lento.
auto_execute.h	Esta configuración define la acción que se ejecutará automáticamente durante la reproducción de la navegación
b_height.h	Define la altura de las burbujas que se van a representar en píxeles. Si la cantidad de texto excede el espacio disponible en la burbuja, se ajustará la altura de forma automática al espacio necesario.
b_hide_option.h	Solo asistente contextual\nActivando esta opción, la burbuja de objeto o de explicación mostrará una parametrización con la que el usuario final podrá desactivar la información de objeto (burbuja y marcación). De este modo, el usuario puede suprimir la información que ya no necesite.
b_minimizable.h	La opción define si la burbuja se puede minimizar durante la reproducción. Si se activa la opción se mostrará el pulsador 'Minimizar' en el encabezado de la burbuja.
b_closable.h	Solo ayuda contextual\nEsta opción define si la burbuja se puede cerrar durante la reproducción. Si se activa la opción se mostrará el pulsador 'Cerrar' en el encabezado de la burbuja.
b_minimized.h	Solo ayuda contextual\nEsta opción define si la burbuja del objeto se visualiza minimizada al cargar la página.
bmain_size.h	Define el tamaño (ancho, alto) de la ventana principal en píxeles
bmain_minimizable.h	Esta opción define si la ventana principal se puede minimizar o no
bmain_position.h	Los valores que se indican aquí definen la posición de la ventana principal en la pantalla. Los números describen la distancia desde la esquina superior izquierda de la pantalla en píxeles.
bmain_win_style.h	Define el aspecto de la ventana principal. Seleccione un recurso de estilo de la lista
bmain_alignment.h	Define la alineación de la ventana principal en la pantalla. La opción 'Libre' permite definir una posición en el parámetro 'Posición de ventana'.
bubble_offset.h	Esta opción define el offset de la burbuja en píxeles, en el que se mostrará para el objeto.
bubblestyle_d.h	Indica el recurso de estilo de burbuja para visualizar las burbujas del objeto del proyecto.
bubblestyle_d.h	Indica el recurso de estilo de burbuja para visualizar las burbujas del objeto del proyecto.
choose_bool.h	Este campo contiene el valor que determina si el botón o la casilla de selección está activado o desactivado. El valor para un botón de selección siempre es '1' (activado). El valor para una casilla de selección puede ser '0' (desactivado) o '1' (activado).
choose_text.h	Este parámetro contiene la cadena de caracteres que se ha encontrado para la entrada seleccionada en un menú emergente o campo de lista durante el proceso de grabación automática. Este string  se introduce en los textos de burbuja explicativa en varios modos en lugar de la reserva-espacio '${choose_text}' (véase modo de texto en el editor HTML).  Se utiliza como un módulo de texto para el texto de burbuja generado automáticamente al generar el contenido de la burbuja automáticamente con los módulos de texto durante la grabación.
click_pos.h	Describe la posición en la ventana de la aplicación en la que el autor ha hecho clic mientras se grababa el objeto. Los datos se refieren a la esquina superior izquierda de la ventana de aplicación en píxeles.
click_pos_rel.h	Describe la posición en la ventana de aplicación. El valor en porcentaje (%) indica la posición relativa al ancho y altura totales de la ventana de aplicación, con el borde izquierdo y el borde superior como punto de referencia.
config_file.h	Contiene el nombre del perfil con el que se creó la llave y que se valorará durante la reproducción.
display_name.h	Indica el nombre de la aplicación. El nombre se visualizará en la ventana de excepción de una visita guiada.
dump_page.h	Contiene la pantalla grabada. \nPuede modificar la imagen con la función “Reemplazar imagen”.
element_type.h	Describe la clase de objeto que se ha identificado con un mecanismo de reconocimiento.
enabled.h	Solo ayuda contextual\nEsta opción define si la macro está incorporada o no en el análisis de la página. Si esta opción está desactivada, el objeto de ayuda no se mostrará aunque el objeto asociado exista en la página.
optional.h	Solo visita guiada\nLa opción define si el paso de visita guiada es opcional para el usuario en un proceso. \nDurante la reproducción se mostrará un icono diferente en la lista de pasos. Si el control no es visible en la página o si la página es errónea, se omitirá el paso.
executable.h	Contiene el nombre del ejecutable de la aplicación que utiliza el sistema operativo
explanation_d.h	Contiene la información del contexto correspondiente (texto, enlaces, imágenes, etc.). Tenga en cuenta el formato del texto para describir de manera óptima los contenidos en la burbuja principal para el usuario.
explanation_d_modified.h	Si esta opción está activada, la información de contexto ya no se generarán automáticamente en caso de una traducción automáticamente, pero deben tratarse manualmente. Esto ayuda a mantener las modificaciones realizadas de forma manual en el contenido de la burbuja.
fieldname.h	Contiene el nombre del control grabado que se ha insertado en los textos burbuja. \nPuede modificar el nombre del objeto en el campo de texto. El nombre del objeto tiene la reserva-espacio “${fieldname}'”.
fieldicon.h	Contiene la imagen de un pulsador o símbolo grabado que se insertado en los textos burbuja. \nPuede modificar la imagen del objeto con la función “Reemplazar imagen”. La imagen del objeto tiene la reserva-espacio “${fieldicon}”.
g_highlight_bgr.h	Aquí se establecerá el color de los bordes del marcado mostrado. El color puede introducirse directamente como valor RGB en formato Hex o tomarse de la selección de colores que se puede activar.
g_highlight_border.h	Este parámetro establece en píxeles el grosor del borde del marco de los objetos. Podrá escoger entre los anchos del '1' al '10'.
g_highlight_effect.h	Esta opción establece qué efecto se utilizará para la representación del destaque de objetos durante la navegación.
hide_on_focuslost.h	Esta opción define si se suprimirá la burbuja cuando el foco de la pantalla deje el objeto en cuestión
highlight_offset.h	Este parámetor define el offset de píxeles añadidos para el rectángulo marcado que rodea el elemento marcado
key.h	Contiene todos los criterios para identificar la ventana de la aplicación y una página determinada en la aplicación. La clave solo coincide si la página en la aplicación de destino coincide con todos los criterios definidos en la clave. Para suavizar la definición de criterios clave individuales se permite la utilización de expresiones regulares.
key_name.h	Este parámetro determina la tecla o accesos rápidos utilizados. Los nombres de tecla se deben separar mediante espacios en blanco, por ejemplo: 'ctrl + k'.
key_desc.h	Este parámetro determina la tecla o accesos rápidos utilizados. Los nombres de tecla se deben separar mediante espacios en blanco, por ejemplo: 'ctrl + k'.
force_display.h	Solo ayuda contextual\nIndica que el contenido de la macro siempre se visualiza como ayuda instantánea, incluso si la ayuda instantánea está desactivada durante la reproducción en el asistente de escritorio.
link_to_sim.h	Esta opción incluirá el enlace a la simulación en la burbuja principal. Esta opción está relacionada con una navegación que se ha creado a partir de un proyecto de simulación (por conversión).
macro_comment.h	Los comentarios generales se mostrarán en la vista en miniatura.
match_value.h	Esta opción determina si el valor especificado debe compararse con el valor real del objeto en la aplicación en vivo.
mini_on_focuslost.h	Esta opción define si se minimiza la búrbuja cuando el foco de la pantalla deje el objeto en cuestión correspondiente
nav_check_freq.h	Define con qué frecuencia el @{NAVIGATOR} verifica el contenido actualizado. Si está disponible el contenido actualizado, el @{NAVIGATOR} iniciará el contenido automáticamente. Esto resulta especialmente útil para procesos de gestión de modificaciones.
enable_tincan.h	Activa el seguimiento para @{NAVIGATOR} contenido. El contenido debe iniciarse desde un @{MANAGER} área de trabajo.
no_spike.h	Esta opción define si la burbuja deberá o no representarse con una flecha.
objname.h	En una navegación, cada objeto necesita un nombre unívoco a través del cual poder ser identificado.
orientation.h	Este parámetro determina la orientación de la burbuja en relación con el objeto de referencia. La flecha de la burbuja señala a la posición referenciada en la página, mientras que la propia burbuja se muestra inclinada hacia la dirección seleccionada como se ha ordenado. Si se selecciona la orientación 'Centrada', la burbuja se mostrará sin una flecha en el centro de la posición definida.
path.h	La vía de acceso a objeto describe las propiedades del objeto según el perfil de aplicación que se utilice. La vía de acceso a objeto se utiliza para identificar el objeto en la aplicación en productivo. Por regla general, no es necesario tratar este campo manualmente.
position.h	Los valores que se indican aquí definen la posición de la burbuja principal en la pantalla. Los números describen la distancia desde la esquina superior izquierda de la pantalla en píxeles.
reference.h	Si la navegación se ha convertido a partir de una simulación, aquí se debe especificar la fuente del paso correspondiente
resize.h	Esta opción define si el tamaño de la ventana de aplicación de destino se debe cambiar automáticamente al tamaño que se ha utilizado al crear la navegación. Esto puede resultar útil para áreas activas que se visualizan según la posición.
revision.h	Establece la versión del perfil de reconocimiento con la que se creará la clave durante la grabación de la pantalla.
sc_config_header.h	La información del perfil de aplicación se graba en este campo. La navegación utiliza esta información para permitir un reconocimiento correcto de la aplicación y sus objetos durante la reproducción.
screenshot_rect.h	Muestra el área de la pantalla original que se ha utilizado para la captura de pantalla del objeto. Por regla general, no será necesario tratar estos valores de forma manual.
show_bubble.h	Esta opción define si la burbuja se muestra inmediatamente después de que se haya cargado totalmente la página
start_from_arbitrary.h	Esta opción define que la visita guiada se puede iniciar desde un paso arbitrario y no desde el principio del proceso.
show_hilight.h	Especifica si se muestra una marcación para el objeto.
show_highlight.h	Especifica si se muestran las marcaciones para los objetos.
show_on_focus.h	Esta opción define si se visualiza la burbuja cuando el foco de la pantalla se modifica respecto al objeto en cuestión
source.h	Si la navegación se ha convertido a partir de una simulación, el parámetro indicará la unidad original.
subkey.h	En algunos casos resulta útil si determinadas partes de la pieza original de una clave se ignoran, por ejemplo, porque las variantes de una página determinada no son relevantes y todas deben ser tratadas por la misma clave y paso en la navegación. Esta opción fuerza al mecanismo de reconocimiento a considerar una clave como coincidencia, aunque el reconocimiento haya notificado más criterios de clave en la página que lo definido en la clave. Por consiguiente, la clave de página se puede reducir para cubrir más de una página con una clave.
target_name.h	Contiene el nombre asignado de la ventana de aplicación.
text_d.h	Este parámetro contiene la cadena de caracteres que debe introducirse en el campo de entrada de referencia. Contiene el valor introducido durante el proceso automático de grabación. Esta cadena se inserta en los textos explicativos de la burbuja en los distintos modos en lugar del carácter reserva-espacio '${text_d}' (ver Modo texto en el Editor HTML) al generar automáticamente contenido de burbuja con módulos de texto durante la grabación.
