NAVIGATOR	Desktop Assistant
search_url.h	Tämän avulla voidaan määrittää työalueryhmä sisällön hakemista varten kohteessa @{LIBRARY}. 
enable_recording	Sijainti: 'Tallennus'-ohjauselementti
enable_recording.h	Tämän avulla voidaan näyttää ohjauselementti prosessien tallentamista varten. Voit määrittää ohjauselementin sijainnin sivupalkissa. \nTallennuksen avulla käyttäjä voi tallentaa prosesseja Microsoft Word -asiakirjoina tai videoina. Tallennetut tiedostot näkyvät Käyttäjäalue-välilehden pääikkunassa.
enable_exit_da	Sijainti: Poistu-ohjaus
enable_exit_da.h	Tämän avulla saadaan näkyviin ohjauselementti, jolla voidaan sulkea @{NAVIGATOR}. Voit määrittää ohjauselementin sijainnin sivupalkissa.
enable_info	Näytä välilehti 'Info'
enable_info.h	Aktivoi työpöytäavustajan pääikkunan infovälilehden. Lisää infoteksti työpöytäavustajaryhmän lyhyeen kuvaukseen.
request_content_type	Pyydä sisältötyyppiä
request_content_type.h	Määrittää toiminnon sisällön pyytämistä varten. Valitse tyyppi avattavasta luettelosta. \nSähköposti: Tämän avulla pyynnöille voidaan syöttää sähköpostiosoite. \nURL: Tämän avulla voidaan syöttää URL-osoite WWW-sivun avaamista varten. \nPyydä sisältöä -ohjauselementti näkyy sivupalkissa. Jos sisältöä ei löydy, Pyydä sisältöä -linkki näkyy pääikkunassa.
email	Sähköposti
url	URL
enable_request_content	Sijainti: 'Pyydä sisältöä' -ohjauselementti
enable_request_content.h	Määrittää 'Pyydä sisältöä'-ohjauselementin sijainnin sivupalkissa.
enable_external_search_ctx	Anna kontekstitietoja
enable_external_search_ctx.h	Antaa käyttäjästä lisää kontekstitietoja haun aikana haun URL-osoitetta käyttäen. Kontekstitietoja käytetään haussa. Aktivoi asetus, jos määrittämässäsi haussa voidaan käyttää kontekstitietoja. \nAnnettavat kontekstitiedot määritetään 'Kontekstitiedot'-parametrissa.
external_search_ctx	Kontekstitiedot
external_search_ctx.h	Määrittää kontekstitiedot, jos 'Anna kontekstitiedot' -asetus on aktivoitu. Seuraavat kontekstitiedot voidaan antaa: nykyisen sovelluksen EXE (&executable=$#{EXE}), nykyisen sovellussivun sivuavain(&pagekey=$#{PAGEKEY})\nHuomautus: Älä muuta kontekstitietojen merkkijonoa.
enable_external_search	Sijainti: 'Ulkoinen haku' -ohjauselementti
enable_external_search.h	Tämän avulla voit aktivoida ulkoisen hakusivun sisällön tai lisätietojen hakemista varten. Kun asetus on aktivoitu, 'Ulkoinen haku' -ohjauselementti näkyy sivupalkissa. Voit määrittää ohjauselementin sijainnin sivupalkissa. \nPainike avaa hakukentän hakuperusteen syöttämistä varten. Hakutulokset näkyvät ulkoisella hakusivulla. Ulkoista hakua varten on määritettävä haun URL-osoite 'Ulkoisen haun URL' -parametrissa.
external_search_url	URL
external_search_url.h	Tämä avulla voit määrittää URL-osoitteen ulkoista hakua varten. Syötä URL seuraavaan rakenteeseen:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nHuomautus: Älä poista tai muuta URL-parametrin osaa '=$#{SEARCHTERM}'.
enable_share_content	Näytä ohjauselementti 'Jaa sisältö'
enable_share_content.h	Näyttää 'Jaa sisältö' -painikkeen pääikkunan alatunnisteessa . Painike avaa valintaikkunan, jossa on linkki valittuun sisältöön.
author_email	Sähköposti
author_email.h	Tämän avulla voidaan määrittää sähköpostiosoite sisällön pyytämiseen. Sähköpostiosoitetta käytetään 'Pyydä sisältöä' -toimintoa varten.
author_url	URL
author_url.h	Tämän avulla voidaan määrittää URL sisällön pyytämiseen. URL-osoitetta käytetään 'Pyydä sisältöä' -toimintoa varten.
author_url_params	URL-parametrit
author_url_params.h	Tämän avulla voit määrittää tekijä-URL:n parametrit. \nVoit määrittää sovelluksen nimen ja suoritettavan osan. Korvaa arvo 'sovellus' tai 'suoritettava' tarvittavalla nimellä.
enable_fuzzy_match	Aktivoi sumea yhdenmukaisuus
enable_fuzzy_match.h	Määrittää, käytetäänkö sumeaa yhdenmukaisuutta sisällön kontekstin täsmäytykseen sovellussivun kanssa.
enable_ident_filter	Aktivoi laajennettu sovellustunnus
enable_ident_filter.h	Määrittää, että vain relevantteja sovellustietoja käytetään @{NAVIGATOR}-toistoa varten. Tämän ansiosta voit optimoida @{NAVIGATOR}-toiminnon suorituskyvyn.\nHuomautus: Tämä vaihtoehto voi johtaa väärään objektin tunnistukseen. On suositeltavaa testata toistoa ennen sisällön julkaisemista.
library_size	Pääikkunan koko
library_size.h	Määrittää pääikkunan koon (leveyden, korkeuden) pikseleinä.
book_win_position	Sisältöikkunan sijainti (vapaa)
book_win_position.h	Määrittää sisältöikkunan sijainnin näytössä (vasen, yläreuna) tasausta 'Vapaa' varten. Arvot annetaan pikseleinä.
book_win_size	Sisältöikkunan koko
book_win_size.h	Määrittää sisältöikkunan koon (leveyden, korkeuden) pikseleinä.
book_win_positioning	Sisältöikkunan tasaus
book_win_positioning.h	Määrittää sisältöikkunan tasauksen näytössä. Vaihtoehdon 'Vapaa' avulla sijainti voidaan määrittää parametrissa 'Sisältöikkunan sijainti'.
errNoApplicationContext	Nykyinen makro ei ole sovelluskonteksti.
errNoTargetDefinition	Makro ei vastaa kohteen määritelmää.
errExtractPagekey	Sivuavaimen poiminta ei-mahdollinen profiilin kanssa:
errScreenshot	Näyttökuvan ottaminen ei onnistu. Yritä uudelleen.
errLoadTemplate	Profiilin lataus ei onnistu:
errRecordProcessStep	Opastetun kierroksen vaiheita ei voi tallentaa 'kontekstiohje'-projekteja varten.
errLanguageSelection	Kieltä ei ole valittu.
errNoWriteToken	Sinulla ei ole kirjoitusoikeutta valittuun objektiin.
errMacroSelection	Makroa ei ole valittu.
errObjectInformation	Objektitietoja ei ole ilmoitetussa kohdassa.
errSpecializedInformation	Määritettyjä tietoja ei ole ilmoitetussa kohdassa.
errPosition	Sijainti ei ole ikkuna-alueella.
errActionMacroSelection	Toimimakroa ei ole valittu.
errUpdateObject	Valittua objektityyppiä ei voi päivittää.
errInsertExplanation	Vapaata selitystä ei voi lisätä valittua makroa varten.
action.h	Vain opastettu kierros\nTämä vaihtoehto määrittää toimen, joka käyttäjän tulee suorittaa objektille.
all_values.h	Joissakin tapauksissa sovelluksen objekti sisältää vaihtoehtoja arvoille, joita ei voida kattaa vakio-HTML-ohjauksella. Silloin käytetään ohjausta, joka on lähimpänä objektia sovelluksessa. Lisäksi tämä kenttä sisältää kaikki arvot, jotka objekti sisältää vaihtoehtoina.
anim_steps.h	Arvo määrittää, kuinka monessa askeleessa valittu korostustehoste animoidaan. Alhaiset arvot nopeuttavat animaatiota, mutta johtavat rauhattomaan vaikutelmaan. Korkeat arvot tasoittavat animaatiota, mutta myös hidastavat animaation kokonaisnopeutta.
auto_execute.h	Asetus määrittää, että toimi suoritetaan automaattisesti navigoinnin toiston aikana.
b_height.h	Määrittää objektikuplan korkeuden pikseleinä. Jos tekstimäärä ylittää kuplassa käytettävissä olevan tilan, se skaalataan automaattisesti korkeussuunnassa vaadittuun kokoon.
b_hide_option.h	Vain kontekstiohje\nKun tämä vaihtoehto aktivoidaan, objekti- tai selityskuplaan ilmestyy asetus, jossa loppukäyttäjät voivat poistaa objektitietojen (kupla ja korostus) aktivoinnin. Täten käyttäjät voivat piilottaa tiedot, joita he eivät enää tarvitse.
b_minimizable.h	Tämä vaihtoehto määrittää, voidaanko kupla pienentää toiston aikana. Jos vaihtoehto on aktiivinen, kuplan otsikossa on näkyvissä Pienennä-painike.
b_closable.h	Vain kontekstiohje\nTämä vaihtoehto määrittää, voidaanko kupla sulkea toiston aikana. Jos vaihtoehto on aktiivinen, kuplan otsikossa on näkyvissä Sulje-painike.
b_minimized.h	Vain kontekstiohje\nTämä vaihtoehto määrittää, näytetäänkö objektin kupla pienennettynä sivua ladattaessa.
bmain_size.h	Määrittää pääikkunan koon (leveyden, korkeuden) pikseleinä.
bmain_minimizable.h	Tämä vaihtoehto määrittää, onko pääikkuna pienennettävä vai ei.
bmain_position.h	Tähän syötetyt arvot määrittävät pääikkunan sijainnin näytössä. Numerot kuvaavat etäisyyden näytön vasemmasta yläkulmasta pikseleinä.
bmain_win_style.h	Määrittää pääikkunan ulkoasun. Valitse tyyliresurssi luettelosta.
bmain_alignment.h	Määrittää pääikkunan tasauksen näytössä. Vaihtoehdon 'Vapaa' avulla sijainti voidaan määrittää Ikkunan sijainti -parametrissa.
bubble_offset.h	Tämä vaihtoehto määrittää pikseleinä siirtymän, jolla objektikupla näytetään objektissa.
bubblestyle_d.h	Määrittää kuplan tyyliresurssin projektien objektikuplien näyttämistä varten.
bubblestyle_d.h	Määrittää kuplan tyyliresurssin projektien objektikuplien näyttämistä varten.
choose_bool.h	Tämä kenttä sisältää arvon, joka määrittää sen, otetaanko valintanappi tai valintaruutu käyttöön vai poistetaanko se käytöstä. Arvo valintanappia varten on aina '1' (ON). Arvo valintaruutua varten voi olla '0' (EI) tai '1' (ON).
choose_text.h	Tämä parametri sisältää merkkijonon, joka löytyi valittua merkintää varten kohovalikosta tai luettelokentästä automaattisen tallennusprosessin aikana. Tämä merkkijono lisätään selittäviin kuplan teksteihin eri tiloissa paikanvaraajan '${choose_text}' sijasta (katso tekstitila HTML-editorissa). Sitä käytetään automaattisesti generoidun kuplan tekstin tekstimoduulina, kun kuplan sisältö ja tekstimoduulit generoidaan automaattisesti tallennuksen aikana.
click_pos.h	Määrittää sovellusikkunan kohdan, jota tekijä napsautti, kun objekti tallennettiin. Kohta määritetään pikseleinä, ja se viittaa sovellusikkunan sisällön vasempaan yläkulmaan.
click_pos_rel.h	Määrittää kohdan sovellusikkunassa. Arvo prosentteina (%) ilmoittaa kohdan suhteessa sovellusikkunan kokonaiskorkeuteen ja -leveyteen käyttäen vasenta ja yläreunaa viitepisteenä.
config_file.h	Sisältää sen sovellusprofiilin nimen, jota on käytetty avaimen luontiin ja myöhemmin avaimen tulkintaan.
display_name.h	Määrittää sovelluksen nimen. Nimi näytetään opastetun kierroksen poikkeusikkunassa.
dump_page.h	Sisältää tallennetun näytön. \nVoit muuttaa kuvaa 'Korvaa kuva' -toimintoa käyttäen.
element_type.h	Määrittää objektiluokan, joka tunnistettiin tunnistusmekanismin avulla.
enabled.h	Vain kontekstiohje\nTämä vaihtoehto määrittää, sisällytetäänkö makro sivun analyysiin vai ei. Jos vaihtoehdon aktivointi on poistettu, ohjeobjektia ei näytetä, vaikka sivulla on asiaankuuluva objekti.
optional.h	Vain opastettu kierros\nVaihtoehto määrittää, onko opastetun kierroksen askel käyttäjälle prosessissa valinnainen. \nToiston aikana askelluettelossa näytetään eri kuvake. Jos ohjauselementtiä ei näy sivulla tai jos sivu on väärä, askel ohitetaan.
executable.h	Sisältää sovelluksen suoritettavan nimen, jota käyttöjärjestelmä käyttää.
explanation_d.h	Sisältää tiedot vastaavasta kontekstista (teksti, linkit, kuvat jne.). Varmista tietojen optimaalinen näyttö pääkuplassa.
explanation_d_modified.h	Jos tämä vaihtoehto on aktivoitu, kontekstitietoja ei enää generoida automaattisesti automaattisen käännöksen yhteydessä, vaan niitä on sen sijaan muokattava manuaalisesti. Tämän avulla voidaan säilyttää kuplan sisältöön manuaalisesti tehdyt muutokset.
fieldname.h	Sisältää tallennetun ohjauselementin nimen, joka lisätään kuplan teksteihin. \nVoit muuttaa objektin nimeä tekstikentässä. Objektin nimellä on paikanvaraaja '$#{fieldname}'.
fieldicon.h	Sisältää kuvan tallennetusta painikkeesta tai kuvakkeesta, joka lisätään kuplan teksteihin. \n Voit muuttaa kuvaa ’Korvaa kuva’ -toimintoa käyttäen. Objektin kuvalla on paikanvaraaja '$I{fieldicon}'.
g_highlight_bgr.h	Määrittää korostusreunojen vakiovärin navigoinnissa. Arvo voidaan syöttää suoraan RGB-arvona HEX-muodossa tai valita värinvalitsimen valintaikkunasta.
g_highlight_border.h	Tämä parametri määrittää objektin korostuskehyksen yleisen paksuuden pikseleinä. Käytettävissä ovat pikselileveydet '1'–'10'.
g_highlight_effect.h	Tämä vaihtoehto määrittää korostustehosteen lajin, jota käytetään objekteja varten navigoinnissa.
hide_on_focuslost.h	Tämä vaihtoehto määrittää, piilotetaanko kupla, kun näytössä oleva kohdistus poistuu kyseessä olevasta objektista.
highlight_offset.h	Tämä parametri määrittää lisätyn pikselisiirtymän valittua elementtiä ympäröivää korostussuorakulmiota varten.
key.h	Sisältää kaikki perusteet, joiden avulla sovellusikkuna ja tietty sivu voidaan tunnistaa sovelluksessa. Avain vastaa vain, kun kohdesovelluksessa oleva sivu täyttää kaikki näppäimessä määritetyt perusteet. Yksittäisen avaimen perusteiden määrityksen pehmennystä varten on sallittua käyttää säännöllisiä lausekkeita.
key_name.h	Tämä parametri määrittää käytettävän näppäimen tai pikavalinnan. Tällöin näppäinten nimet on erotettava tyhjämerkeillä. Esimerkki: 'ctrl + k'.
