NAVIGATOR	Desktop Assistant
external_search_ctx.h	Определя контекстната информация, ако настройката “Предоставяне на контекстна информация” е активирана. Следната контекстна информация може да бъде предоставена: EXE на текущо приложение (&executable=$#{EXE}), ключ на страница на текуща страница на приложение (&pagekey=$#{PAGEKEY})\nЗабележка: Не променяйте структурата на стринга с контекстна информация.
enable_external_search	Позиция: контролен елемент “Външно търсене”
enable_external_search.h	Позволява ви да активирате страница за външно търсене за търсене на съдържание или допълнителна информация. Когато настройката е активирана, контролният елемент “Външно търсене” се показва в страничната лента. Можете да определите позицията на контролния елемент в страничната лента. \nБутонът отваря поле за търсене за въвеждане на критерий за търсене. Резултатите от търсенето се показват на страницата за външно търсене. За външното търсене трябва да посочите URL за търсене в параметъра “URL за външно търсене”.
external_search_url	URL
external_search_url.h	Позволява ви да посочите URL за външното търсене. Въведете URL в следната структура:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nЗабележка: Не изтривайте и не променяйте '=$#{SEARCHTERM}' на URL параметъра.
enable_share_content	Показване на контролен елемент "Споделяне на съдържание"
enable_share_content.h	Показва бутон "Споделяне на съдържание" в долния колонтитул на основния прозорец. Бутонът отваря диалогов прозорец с връзка към избраното съдържание.
author_email	Имейл
author_email.h	Позволява ви да посочите имейл адрес за заявяване на съдържание. Имейл адресът се използва за функцията "Заявяване на съдържание".
author_url	URL
author_url.h	Позволява ви да посочите URL за заявяване на съдържание. URL се използва за функцията "Заявяване на съдържание".
author_url_params	Параметри на URL
author_url_params.h	Позволява Ви да посочвате параметрите за URL на автор. \nМожете да посочвате името на приложение и изпълнимия файл. Замяна на стойността "приложение" или "изпълним файл" с изискваното име.
enable_fuzzy_match	Активиране на приблизителни съвпадения
enable_fuzzy_match.h	Определя дали се използват приблизителни съвпадения за сравнение на контекста на съдържанието със страница на приложение.
enable_ident_filter	Активиране на разширената идентификация на приложения
enable_ident_filter.h	Указва, че за възпроизвеждането на @{NAVIGATOR} ще се използва само релевантната информация на приложението. Това ви позволява да оптимизирате работата на @{NAVIGATOR}.\nЗабележка: Опцията може да доведе до неправилно разпознаване на обекти. Препоръчваме ви да тествате възпроизвеждането, преди да публикувате съдържанието.
library_size	Размер на главен прозорец
library_size.h	Определя размера (ширина, височина) на главния прозорец в пиксели.
book_win_position	Позиция на прозорец за съдържание (свободна)
book_win_position.h	Определя позицията на прозореца за съдържание (ляво, горе) за "свободното" подравняване на екрана. Стойностите са указани в пиксели.
book_win_size	Размер на прозореца за съдържание
book_win_size.h	Определя размера (ширина, височина) на прозореца за съдържание в пиксели.
book_win_positioning	Подравняване на прозорец за съдържание
book_win_positioning.h	Определя подравняването на прозореца за съдържание върху екрана. Опцията “Свободна” ви позволява да определите позиция в параметъра “Позиция на прозорец за съдържание”.
errNoApplicationContext	Текущият макрос не е контекст на приложение.
errNoTargetDefinition	Макросът не съответства на целевото определение.
errExtractPagekey	Невъзможно извличане на ключ на страница с профил:
errScreenshot	Невъзможно снимане на екран. Опитайте отново.
errLoadTemplate	Невъзможно зареждане на профил:
errRecordProcessStep	Стъпки на тур с указания не могат да бъдат записани за проекти "помощ за контекст".
errLanguageSelection	Няма избран език.
errNoWriteToken	Нямате разрешение за писане за избрания обект.
errMacroSelection	Няма избран макрос.
errObjectInformation	Няма информация за обект в дадената позиция.
errSpecializedInformation	Няма специализирана информация в указаната позиция.
errPosition	Позицията не е в областта на прозореца.
errActionMacroSelection	Няма избран макрос на действие.
errUpdateObject	Избраният обект не може да бъде актуализиран.
errInsertExplanation	Свободно обяснение не може да бъде вмъкнато за избрания макрос.
action.h	Само тур с указания\nТази опция определя действието, което потребителят би трябвало да извърши за обекта.
all_values.h	В някои случаи обектът на приложение съдържа варианти за избор на стойности, които не могат да бъдат покрити от стандартен HTML контролен елемент. Тогава се използва контролен елемент, който е най-близо до обекта в приложението. Това допълнително поле съдържа всички стойности, които обекта съдържа като варианти за избор.
anim_steps.h	Стойността определя в колко стъпки се анимира избрания ефект на осветяване. Ниските стойности ускоряват анимацията, но я правят насечена. Високите стойности правят анимацията по-плавна, но също така забавят общата скорост на анимацията.
auto_execute.h	Настройката определя, че действието ще бъде изпълнено автоматично при възпроизвеждане на навигацията.
b_height.h	Определя височината на балончето на обекта в пиксели. Ако количеството на текста надвишава наличното пространство в балончето, то автоматично ще мащабира височината си до необходимото пространство.
b_hide_option.h	Само помощ за контакст\nС активирането на тази опция, ще се появи настройка в обекта или балончето за обяснение, в която информацията за обекта (балонче и осветяване) може да се дезактивира от крайните потребители. Това позволява на потребителите да скриват всяка информация, която вече не им е необходима.
b_minimizable.h	Тази опция определя дали балончето може да бъде минимизирано по време на възпроизвеждане. Когато опцията е активирана, в заглавието на балончето се показва бутон 'Минимизиране'.
b_closable.h	Само помощ за контекст\nТази опция определя дали балончето може да бъде затворено по време на възпроизвеждане. Когато опцията е активирана, в заглавието на балончето се показва бутон 'Затваряне'.
b_minimized.h	Само помощ за контекст\nТази опция определя дали балончето на обект се показва минимизирано, когато е заредена страницата.
bmain_size.h	Определя размера (ширина, височина) на главния прозорец в пиксели.
bmain_minimizable.h	Тази опция определя дали главният прозорец може да бъде минимизиран.
bmain_position.h	Стойностите въдени тук указват позицията на основния прозорец на екрана. Числата описват разстоянието от горния ляв ъгъл на екрана в пиксели.
bmain_win_style.h	Определя външния вид на главния прозорец. Изберете ресурс на стил от списъка.
bmain_alignment.h	Определя подравняването на основния прозорец върху екрана. Опцията 'Свободен' ви позволява да определите позиция в параметъра 'Позиция на прозорец'.
bubble_offset.h	Тази опция определя изместването в пиксели, с което балончето на обект се показва спрямо обекта.
bubblestyle_d.h	Определя ресурс за стил на балонче за показване на балончетата на обекта на проекта.
bubblestyle_d.h	Определя ресурс за стил на балонче за показване на балончетата на обекта на проекта.
choose_bool.h	Това поле съдържа стойността, която определя дали радиобутона или клетката за отметване са включени или изключени. Стойността за радиобутона винаги е '1' (вкл.). Стойността за клетка за отметване може да е '0' (изкл.) или '1' (вкл.).
choose_text.h	Този параметър съдържа символния низ, който е открит за избрания запис в изкачащо меню или поле от списък при автоматизиран процес на записване. Този низ се вмъква в обяснителните текстове в балонче в раличните режими вместо границата на обект '${choose_text}' (виж текстов режим в HTML редактор). Използва се като текстов модул за автоматично генериран текст в балонче, при автоматично генериране съдържание на балонче с текстови модули при записване.
click_pos.h	Описва позицията в прозореца на приложение, върху който е кликнал автора при записването на обекта. Позицията се посочва в пиксели и се отнася за горния ляв ъгъл на съдържанието на прозореца на приложение.
click_pos_rel.h	Описва позицията в прозореца на приложение. Стойността в процент (%) дава позицията по отношение на общата ширина и височина на прозореца на приложение, като използва горния ляв ъгъл за отправна точка.
config_file.h	Съдържа името на профила на приложение, използван за създаване на ключа, както и за последващо интерпретиране на ключа.
display_name.h	Определя името на приложението. Името ще бъде показано в прозореца за изключения на поетапното ръководство.
dump_page.h	Съдържа записания екран. \nМожете да промените изображението чрез функцията “Замяна на изображение”.
element_type.h	Описва класа обекти, който е разпознат чрез механизма за разпознаване.
enabled.h	Само помощ за контекст\nТази опция определя дали да се включва макросът в анализа на страницата или не. Ако тази опция е дезактивирана, помощният обект няма да се покаже, дори ако асоциираният обект съществува на страницата.
optional.h	Само тур с указания\nОпцията определя дали стъпката на тура с указания да е незадължителна за потребителя в процес. \nПо време на възпроизвеждане ще бъде показана друга икона в списъка на стъпки. Ако контролният елемент не е видим в страницата или ако страницата е грешна, стъпката ще бъде пропусната.
executable.h	Съдържа изпълнимото име на приложението, както е използвано от операционната система.
explanation_d.h	Съдържа информацията за съответния контекст (текст, връзки, изображения и т.н.) Моля осигурете оптимално показване на информацията в основното балонче.
explanation_d_modified.h	Ако е активирана тази опция, информацията за контекста повече няма да се генерира автоматично в случай на автоматичен превод, а вместо това ще трябва да бъде редактирано ръчно. Това помага за запазване на ръчни промени в съдържанието на балончето.
fieldname.h	Съдържа името на записания контролен елемент, което се вмъква в текстовете в балончета. \nМожете да промените името на обекта в текстовото поле. Името на обекта има граница '$#{fieldname}'.
fieldicon.h	Съдържа изображението на записан бутон или икона, което се вмъква в текстовете в балончетата. \nМожете да промените изображението на обекта чрез функцията “Замяна на изображение”. Изображението на обекта има граница '$I{fieldicon}'.
g_highlight_bgr.h	Тук се определя стандартният цвят на осветените контури в навигацията. Цветът може да бъде въведен директно като RGB стойност, в HEX формат или да бъде избран от диалоговия прозорец на инструмента за избор на цвят.
g_highlight_border.h	Този параметър определя общата дебелината на рамката на осветяване на обекта в пиксели. Наличните ширини в пиксели са от '1' до '10'.
g_highlight_effect.h	Тази опция определя вида на ефекта на осветяване, използван за обектите в навигацията.
hide_on_focuslost.h	Тази опция определя дали балончето ще се скрие, когато фокусът на екрана се премества от съответния обект.
highlight_offset.h	Този параметър определя добавеното изместване в пиксели за осветения правоъгълник, ограждащ маркирания елемент.
key.h	Съдържа всички критерии за идентифициране на прозореца на приложение и определена страница в приложението. Ключът съвпада, само ако страницата в целевото приложение отговаря на всички критерии, определени в ключа. За улесняване определянето на единични критерии за ключ, се допуска употребата на обичайни изрази.
key_name.h	Този параметър определя използвания ключ или пряк път. Това включва разделянето на ключовите имена с интервали, например: 'ctrl + k'.
key_desc.h	Този параметър определя използвания ключ или пряк път. Това включва разделянето на ключовите имена с интервали, например: 'ctrl + k'.
force_display.h	Само помощ за контекст\nОпределя съдържанието на макрос винаги да се показва като незабавна помощ дори ако незабавната помощ е дезактивирана при възпроизвеждане на десктоп асистента.
link_to_sim.h	Тази опция ще включва връзката за симулация в основното балонче. Тази опция е свързана с навигация, създадена на база проект за симулация (чрез преобразуване).
macro_comment.h	Общ коментар. Показва се в аспект на миниатюра.
match_value.h	Тази опция посочва дали указаната стойност да бъде сравнена с реалната стойност на обекта в работещото приложение.
mini_on_focuslost.h	Тази опция определя дали балончето се минимизира, когато фокусът на екрана се премества от съответния обект.
nav_check_freq.h	Определя колко често @{NAVIGATOR} проверява за актуализирано съдържание. Ако е налично актуализирано съдържание, @{NAVIGATOR} ще стартира съдържанието автоматично. Това е особено полезно за процеси на управление на промени.
enable_tincan.h	Активира проследяването за съдържание на @{NAVIGATOR}. Съдържанието трябва да бъде стартирано от работна област @{MANAGER}.
no_spike.h	Тази опция определя дали балончето на обект се показва с пик или без.
objname.h	Необходимо е уникално име за идентификация на всеки обект при употреба на поведения и присъединявания на поведения.
orientation.h	Този параметър определя ориентацията на балончето на обекта спрямо референтния обект. Стрелката на балончето сочи към позицията с референция на страницата, докато самото балонче се показва с отместване спрямо избраната посока съгласно инструкцията. Ако е избрана ориентацията 'Център', балончето се показва без стрелка, центрирано в определената позиция.
path.h	Пътят на обект описва свойствата на обекта на база използвания профил на приложение. Пътят на обекта се използва за идентифициране на обекта в работещото приложение. Като правило няма да се налага да редактирате ръчно това поле.
position.h	Стойностите въдени тук указват позицията на основното балонче на екрана. Числата описват разстоянието от горния ляв ъгъл на екрана в пиксели.
reference.h	Ако навигацията е преобразувана от симулация, източникът на съответната стъпка ще бъде определен тук.
resize.h	Тази опция определя дали целевият размер на прозореца на приложение да се променя автоматично до използвания размер при създаването на навигацията. Това може да бъде от полза за активни области, защото те ще се показват според позицията.
revision.h	Показва версията на профил на приложение, използвана за създаване на ключа при записване на екрана на приложение.
sc_config_header.h	Информацията от профила на приложението се запазва в това поле. Навигацията използва тази информация, за да може коректно да разпознае приложението и неговите обекти по време на възпроизвеждането.
screenshot_rect.h	Показва коя област от оригиналния екран е използвана за екранната снимка на обекта. Като правило няма да се налага да редактирате ръчно тази стойност.
show_bubble.h	Тази опция определя дали балончето се показва веднага след пълното зареждане на страницата.
start_from_arbitrary.h	Тази опция определя турът с указания да стартира от произволна стъпка, а не от началото на процеса.
show_hilight.h	Определя дали дадено осветяване се показва за обекта.
show_highlight.h	Определя дали осветяванията се показват за обектите.
show_on_focus.h	Тази опция определя дали балончето се показва, когато фокусът на екрана се променя към съответния обект.
source.h	Ако навигацията е преобразувана от симулация, параметърът указва първоначалния урок.
subkey.h	В някои случаи е полезно да бъдат игнорирани определени части от оригиналната част на ключ, например защото вариантите на определена страница не са релевантни и всички ще бъдат обработени с един и същ ключ и стъпка в навигацията. Тази опция предизвиква механизма за разпознаване да счита ключ като съвпадение, дори и ако разпознаването на страницата е отчело повече ключови критерии от определените в ключа. Затова ключът на страницата може да бъде съкратен, за да бъде покрита повече от една страница с един ключ.
target_name.h	Съдържа името на прозореца на приложение.
text_d.h	Този параметър съдържа стринга със символи, който трябва да бъде въведен в референтното поле за въвеждане. Той съдържа стойността, въведена по време на автоматичния процес на записване. Този стринг се вмъква в обяснителните текстове в балонче в различните режими вместо границата на обект '${text_d}' (виж текстов режим в HTML редактор) при автоматично генериране на съдържание на балонче с текстовите модули при записване.
text_d_specializer.h	Този параметър съдържа стринга със символи, който трябва да бъде въведен в референтното поле за въвеждане. Той съдържа стойността, въведена по време на автоматичния процес на записване. Този стринг се вмъква в обяснителните текстове в балонче в различните режими вместо границата на обект '${text_d}' (виж текстов режим в HTML редактор) при автоматично генериране на съдържание на балонче с текстовите модули при записване.
