NAVIGATOR	Desktop Assistant
by_default	Projektkezelő-struktúra
by_name	Betűrendben
by_type	Típusonként betűrendben
library_position	Főablak pozíciója (szabad)
library_position.h	Itt adhatja meg a főablak pozícióját (balra, fent) a képernyőn 'Szabad' igazítás esetén. Az értékek képpontban értendők.
search_url	Csoport keresése
search_url.h	A @{LIBRARY} tartalmában végzett kereséshez kapcsolódó munkaterület-csoport megadása.
enable_recording	Pozíció: „Rögzítés” vezérlő
enable_recording.h	Lehetővé teszi vezérlő megjelenítését a felvételi folyamatokhoz. Megadható a vezérlő oldalsávbeli elhelyezkedése is.\nA vezérlővel a felhasználó folyamatokat vehet fel Microsoft Word-dokumentumként, illetve videóként. A rögzített fájlok a fő ablak Felhasználói terület lapján jelennek meg.
enable_exit_da	Pozíció: ’Kilépés’ vezérlő
enable_exit_da.h	Engedélyezése esetén megjelenítheti a(z) @{NAVIGATOR} bezárását végrehajtó vezérlőt az oldalon. Megadható a vezérlő oldalsávon belüli elhelyezkedése is.
enable_info	'Infó' lap megjelenítése
enable_info.h	Aktiválja az Infó lapot az asztali varázsló főablakában. Írjon be információs szöveget az asztali varázsló csoportjának rövid leírásába.
request_content_type	Tartalomkérés típusa
request_content_type.h	A tartalomkérési funkció beállítása. Válasszon egy értéket a legördülő listából. \nE-mail: Egy tartalomkérési e-mail-címet lehet megadni. \nURL: Egy weboldal URL-címét lehet megadni. \nA Tartalom kérése vezérlő az oldalsávon jelenik meg. Ha nincs tartalom az oldalon, a fő ablakban jelenik meg a tartalomkérési hivatkozás.
email	E-mail
url	URL
enable_request_content	Pozíció: „Tartalomkérés” vezérlő
enable_request_content.h	A „Tartalomkérés” vezérlő oldalsávbeli pozíciójának megadása.
enable_external_search_ctx	Kontextusadatok átadása
enable_external_search_ctx.h	További kontextusadatok átadása a felhasználóról a keresési URL-címre a keresésekhez. A kontextusadatok a keresést segítik. Ha a megadott kereső kontextusadatokat is tud fogadni, aktiválja a beállítást.\nAz átadott kontextusadatok a Kontextusadatok paraméterben adhatók meg.
external_search_ctx	Kontextusadatok
external_search_ctx.h	Ebben a mezőben adhatók meg a kontextusadatok, ha a Kontextusadatok átadása beállítás aktív. A következő adatok adhatók át: az aktuális alkalmazás EXE-fájljának neve (&executable=$#{EXE-fájl neve}), az alkalmazás aktuális oldalának kódja (&pagekey=$#{Oldal kódja})\nMegjegyzés: Ne változtassa meg a kontextusadatokat tartalmazó sztring szerkezetét.
enable_external_search	Pozíció: „Külső keresés” vezérlő
enable_external_search.h	A tartalombeli keresésre és más adatok keresésére szolgáló külső keresési oldal engedélyezése. Engedélyezése esetén megjelenik a Külső keresés nevű vezérlő az oldalsávon, amelynek pozíciója testreszabható.\nA gomb megnyit egy keresési kifejezés megadására szolgáló keresőmezőt. A keresési eredmények a külső keresési oldalon jelennek meg. A külső kereséshez meg kell adni egy keresési URL-címet a Külső keresés URL-címe mezőben.
external_search_url	URL
external_search_url.h	Ebben a beállításban adható meg a külső keresések URL-címe. Az URL-címet a következő alakban kell megadni:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nMegjegyzés: Ne törölje, és ne is módosítsa a „=$#{SEARCHTERM}” URL-paramétert.
enable_share_content	'Tartalom megosztása' vezérlő megjelenítése
enable_share_content.h	Megjelenti a Tartalom megosztása gombot a főablak láblécén. A gombbal a kiválasztott tartalomra mutató hivatkozást tartalmazó párbeszédpanel nyitható meg.
author_email	E-mail
author_email.h	Megadhat egy tartalomkérésre szolgáló e-mail-címet a „Tartalom kérése” funkcióhoz.
author_url	URL
author_url.h	Megadhat egy tartalomkérésre szolgáló URL-címet a „Tartalom kérése” funkcióhoz.
author_url_params	URL-cím paraméterei
author_url_params.h	Itt adhatja meg a szerzői URL paramétereit. \nMegadhatja az alkalmazás nevét és a futtatható fájlt. Írja felül az 'application' vagy az 'executable' értéket a megfelelő névvel.
enable_fuzzy_match	Fuzzy-egyezés aktiválása
enable_fuzzy_match.h	Itt adhatja meg, hogy használható-e fuzzy-egyezés az asztali varázsló tartalma és az alkalmazásoldal közötti egyeztetés során.
enable_ident_filter	Bővített alkalmazásazonosítás aktiválása
enable_ident_filter.h	Azt határozza meg, hogy csak a releváns alkalmazásadatok legyenek felhasználva a(z) @{NAVIGATOR} felületén történő lejátszáskor. Ezzel optimalizálható a(z) @{NAVIGATOR} teljesítménye.\nMegjegyzés: a beállítás téves objektumfelismeréshez vezethet. A tartalom közzététele előtt célszerű tesztelni a lejátszást.
library_size	Főablak mérete
library_size.h	Itt adhatja meg a főablak méretét (szélesség, magasság) képpontban.
book_win_position	Tartalomablak pozíciója (szabad)
book_win_position.h	Itt adhatja meg a tartalomablak pozícióját (balra, fent) a képernyőn „Szabad” igazítás esetén. Az értékek képpontban értendők.
book_win_size	Tartalomablak mérete
book_win_size.h	Itt adhatja meg a tartalomablak méretét (szélesség, magasság) pixelben.
book_win_positioning	Tartalomablak igazítása
book_win_positioning.h	Itt adhatja meg a tartalomablak igazítását a képernyőn. A „Szabad” lehetőség kiválasztása esetén a „Tartalomablak pozíciója” paraméterben határozhatja meg a pozíciót.
errNoApplicationContext	Az aktuális makró nem alkalmazáskontextus.
errNoTargetDefinition	A makro nem felel meg a céldefiníciónak.
errExtractPagekey	Nem nyerhető ki oldalkulcs a következő profillal:
errScreenshot	Nem készíthető képernyőfelvétel. Próbálja újra.
errLoadTemplate	A profil nem tölthető be:
errRecordProcessStep	Környezetfüggő súgó típusú projektek esetén nem vehetők fel lépésenkénti útmutató lépései.
errLanguageSelection	Nincs kiválasztva nyelv.
errNoWriteToken	A kiválasztott objektumra vonatkozóan nincs írási jogosultsága.
errMacroSelection	Nincs kiválasztva makró.
errObjectInformation	Nincs objektuminformáció a megadott pozícióban.
errSpecializedInformation	Nincs részletes információ a megadott pozícióban.
errPosition	A pozíció nem a képernyőterületen van.
errActionMacroSelection	Nincs kiválasztva műveletmakró.
errUpdateObject	A kiválasztott objektumtípus nem aktualizálható.
errInsertExplanation	Nem szúrható be egyéni magyarázat a kiválasztott makróhoz.
action.h	Csak lépésenként útmutató\nEzzel a beállítással adható meg az a művelet, amelyet a felhasználónak végre kell hajtania az objektumon.
all_values.h	Néha egy alkalmazás objektuma olyan értékválasztási lehetőségeket tartalmaz, amelyek nem kezelhetők standard HTML-vezérlővel. Ilyenkor az alkalmazás objektumához legközelebbi vezérlő használatos. Továbbá ez a mező tartalmazza az összes olyan értéket, amely az objektumnál kiválasztható.
anim_steps.h	Ezzel az értékkel adhatja meg, hány lépésben animált a kiválasztott kiemelési hatás. Az alacsony értékek felgyorsítják az animációt, de elmosódott hatást keltenek. A magas értékek egyenletesebbé teszik az animációt, azonban le is lassítják.
auto_execute.h	A beállítás azt határozza meg, hogy a művelet automatikusan lesz végrehajtva a navigáció lejátszásakor.
b_height.h	Itt adhatja meg az objektumbuborék magasságát képpontban. Ha a szöveg hossza túllépi a buborékban rendelkezésre álló helyet, automatikusan növeli a magasságot a szükséges méretre.
b_hide_option.h	Csak kontextusfüggő súgó\nAktiválása esetén egy olyan beállítás jelenik meg az objektum vagy a magyarázat buborékában, amellyel a végfelhasználók deaktiválhatják az objektuminformációt (buborék és kiemelés). Így a felhasználók elrejthetik azokat az információkat, amelyekre már nincs szükségük.
b_minimizable.h	Ezzel a beállítással határozhatja meg, hogy lejátszás közben kis méretűre állítható-e a buborék. Ha aktiválja, megjelenik a Kis méret gomb a buborék fejlécében.
b_closable.h	Csak környezetfüggő súgó\nEzzel a beállítással határozhatja meg, hogy lejátszás közben bezárható-e a buborék. Ha aktiválja, megjelenik a Bezárás gomb a buborék fejlécében.
b_minimized.h	Csak kontextusfüggő súgó\nEzzel beállítással adhatja meg, hogy az objektumbuborék kis méretben jelenjen meg az oldal betöltésekor.
bmain_size.h	Itt adhatja meg a főablak méretét (szélesség, magasság) képpontban.
bmain_minimizable.h	Ez a beállítás határozza meg, hogy a főablak kis méretre állítható-e.
bmain_position.h	Az itt megadott értékek határozzák meg a főablak pozícióját a képernyőn. A számok a képernyő bal felső sarkától való távolságot jelentik képpontban.
bmain_win_style.h	Itt határozhatja meg a főablak megjelenését. Válasszon stíluserőforrást a listáról.
bmain_alignment.h	Itt adhatja meg a főablak igazítását a képernyőn. A 'Szabad' lehetőség kiválasztása esetén az 'Ablak pozíciója' paraméterben határozhatja meg a pozíciót.
bubble_offset.h	Ez a beállítás az objektumbuborék és az objektum közti eltolást határozza meg pixelben.
bubblestyle_d.h	A projekt objektumbuborékaihoz használatos buborékstílus-erőforrás kijelölése.
bubblestyle_d.h	A projekt objektumbuborékaihoz használatos buborékstílus-erőforrás kijelölése.
choose_bool.h	Ez a mező azt az értéket tartalmazza, amely meghatározza, hogy a választókapcsoló vagy a jelölőmező be van-e kapcsolva. A választókapcsoló értéke mindig '1' (be). A jelölőmező értéke lehet '0' (ki) vagy '1' (be).
choose_text.h	Ez a paraméter azt a karakterláncot tartalmazza, amelyet az alkalmazás az automatikus felvételi folyamat közben talált az előugró menüben vagy a listamezőben a kijelölt bejegyzéshez. Ez a karakterlánc lesz beszúrva a magyarázó buborékszövegekbe a különböző módokban a(z) '${choose_text}' helyfoglalónál (lásd a HTML-szerkesztő szövegmódját). Az automatikusan generált buborékszövegek szövegelemeként használatos, ha a felvétel közben a buboréktartalom automatikusan jön létre szövegelemek használatával.
click_pos.h	Az a pozíció az alkalmazásablakban, amelyre a szerző az objektum felvételekor rákattintott. A pozíció képpontban van megadva, és az alkalmazásablak tartalmának bal felső sarkához viszonyított.
click_pos_rel.h	A pozíció az alkalmazásablakban. A százalékérték (%) az alkalmazásablak teljes szélességének és magasságának arányában adja meg a pozíciót a bal felső sarkot használva referenciapontként.
config_file.h	A billentyű létrehozásához és későbbi értelmezéséhez használt alkalmazásprofil nevét tartalmazza.
display_name.h	Az alkalmazás nevének megadása. Ez fog megjelenni a lépésenkénti útmutatók kivételablakaiban.
dump_page.h	A képernyőről készített fotó.\nA Kép cseréje funkcióval lecserélhető a kép.
element_type.h	Leírja a felismerési mechanizmus által felismert objektumosztályt.
enabled.h	Csak környezetfüggő súgó\nEzzel a beállítással adhatja meg, hogy a makró szerepeljen-e az oldal elemzésében. Ha a beállítás inaktív, akkor sem jelenik meg a súgóobjektum, ha a kapcsolódó objektum szerepel az oldalon.
optional.h	Csak lépésenkénti útmutató\nEz a beállítás határozza meg, hogy a lépésenkénti útmutató lépése opcionális legyen-e a folyamatban tevékenykedő felhasználó számára. \nLejátszás közben más ikon jelenik meg a lépéslistán. Ha a vezérlő nem látható az oldalon, vagy ha az oldal helytelen, a lépés kimarad.
executable.h	Az alkalmazás futtatható fájljának nevét tartalmazza, ahogyan az operációs rendszer használja.
explanation_d.h	A megfelelő kontextus (szövegek, hivatkozások, képek stb.) adatait tartalmazza. Ügyeljen rá, hogy az adatok optimálisan jelenjenek meg a fő buborékban.
explanation_d_modified.h	Ha ez a beállítás aktív, az alkalmazás nem generálja automatikusan a kontextusinformációt automatikus fordítás esetén, hanem manuálisan kell szerkeszteni. Így megmaradnak a buboréktartalom manuális módosításai.
fieldname.h	A buborékszövegbe illesztett, videórögzítés során rögzített vezérlő neve.\nAz objektum neve módosítható a szövegmezőben. Az objektum nevének helyőrzője: „$#{fieldname}”.
fieldicon.h	A buborékszövegbe illesztett, videórögzítés során lefényképezett gomb vagy ikon képe.\nAz objektumkép lecserélhető a Kép cseréje lehetőséggel. Az objektumkép helyőrzője: „$I{fieldicon}”.
g_highlight_bgr.h	Itt adhatja meg a kiemelés szegélyeinek standard színét a navigációban. A szín megadható közvetlenül RBG-értékként HEX-formátumban, vagy kiválasztható a Színválasztó párbeszédpanelen.
g_highlight_border.h	Ezzel a paraméterrel adhatja meg az objektum kiemelési keretének általános vastagságát képpontban. A képpontszélesség 1 és 10 között választható.
g_highlight_effect.h	Ez a beállítás az objektumnál a navigációban használt kiemelési hatás fajtáját határozza meg.
hide_on_focuslost.h	Ez a beállítás határozza meg, hogy a buborék rejtett legyen-e, ha a képernyőn a fókusz lekerül a vonatkozó objektumról.
highlight_offset.h	Ez a paraméter határozza meg a hozzáadott pixeleltolást a kiemelés kijelölt elemet körülvevő négyszögénél.
key.h	Az összes olyan kritériumot tartalmazza, amely az alkalmazásablak és az alkalmazás adott oldalának azonosításához szükséges. A kulcs csak akkor egyezik, ha a célalkalmazás oldala megfelel a kulcsban meghatározott valamennyi kritériumnak. Az egyes kulcskritériumok meghatározásának enyhítéséhez reguláris kifejezések is használhatók.
key_name.h	Ez a paraméter a használt billentyűt vagy billentyűparancsot határozza meg. A billentyűneveket szóközzel kell elválasztani, például: 'ctrl + k'.
key_desc.h	Ez a paraméter a használt billentyűt vagy billentyűparancsot határozza meg. A billentyűneveket szóközzel kell elválasztani, például: 'ctrl + k'.
