NAVIGATOR	Desktop Assistant
enable_external_search.h	Permite a você ativar uma página de pesquisa externa para procurar conteúdo ou mais informações. Com a configuração ativada, o controle ‘Pesquisa externa’ é exibido na barra lateral. Você pode indicar a posição do controle na barra lateral. \nO botão abre um campo de pesquisa para a entrada de um critério de pesquisa. Os resultados da pesquisa são exibidos na página de pesquisa externa. Para a pesquisa externa, você deve indicar um URL de pesquisa no parâmetro ‘URL de pesquisa externa’.
external_search_url	URL
external_search_url.h	Permite a você indicar um URL para a pesquisa externa. Insira o URL na estrutura seguinte:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nNota: Não elimine ou modifique '=$#{SEARCHTERM}' do parâmetro de URL.
enable_share_content	Visualizar controle 'Compartilhar conteúdo'
enable_share_content.h	Exibe um botão 'Compartilhar conteúdo' no rodapé da janela principal. O botão abre uma caixa de diálogo com o link para o conteúdo selecionado.
author_email	E-mail
author_email.h	Permite que você indique um endereço de e-mail para solicitar conteúdo. O endereço de e-mail é utilizado para a função 'Solicitar conteúdo'.
author_url	URL
author_url.h	Permite que você indique um URL para solicitar conteúdo. O URL é utilizado para a função 'Solicitar conteúdo'.
author_url_params	Parâmetros de URL
author_url_params.h	Permite que você especifique os parâmetros para o URL de autor. \nVocê pode indicar o nome da aplicação e o executável Substitua o valor 'aplicação' ou 'executável' com o nome necessário.
enable_fuzzy_match	Ativar correspondência fuzzy
enable_fuzzy_match.h	Define se a correspondência fuzzy é utilizada para a correspondência do contexto com uma página de aplicação.
enable_ident_filter	Ativar identificação avançada da aplicação
enable_ident_filter.h	Indica que só a informação da aplicação relevante é utilizada para a reprodução de @{NAVIGATOR}. Isso permite que você otimize a performance de @{NAVIGATOR}.\nNota: a opção pode levar a um reconhecimento do objeto incorreto. Recomenda-se que a reprodução seja testada antes de se publicar o conteúdo.
library_size	Tamanho da janela principal
library_size.h	Define o tamanho (largura, altura) da janela principal em pixels.
book_win_position	Posição da janela de conteúdo (livre)
book_win_position.h	Define a posição da janela de conteúdo (esquerda, superior) para o alinhamento 'Livre' na tela. Os valores são indicados em pixels.
book_win_size	Tamanho da janela de conteúdo
book_win_size.h	Define o tamanho (largura, altura) da janela de conteúdo em pixels.
book_win_positioning	Alinhamento de janela de conteúdo
book_win_positioning.h	Define o alinhamento da janela de conteúdo na tela. A opção 'Livre' permite a definição de uma posição no parâmetro 'Posição de janela de conteúdo'.
errNoApplicationContext	A macro atual não é um contexto de aplicação.
errNoTargetDefinition	A macro não corresponde à definição final.
errExtractPagekey	Não é possível extrair a chave da página com o perfil:
errScreenshot	Não é possível efetuar a captura de tela. Tente novamente.
errLoadTemplate	Não é possível carregar o perfil:
errRecordProcessStep	As etapas da visita guiada não podem ser gravadas para projetos de 'ajuda de contexto'.
errLanguageSelection	Nenhum idioma selecionado.
errNoWriteToken	Você não tem autorização para escrever para o objeto selecionado.
errMacroSelection	Nenhuma macro selecionada.
errObjectInformation	Nenhuma informação do objeto na posição indicada.
errSpecializedInformation	Nenhuma informação especializada na posição indicada.
errPosition	A posição não está na área da janela.
errActionMacroSelection	Nenhuma macro de ação selecionada.
errUpdateObject	O tipo de objeto selecionado não pode ser atualizado.
errInsertExplanation	A explicação livre não pode ser inserida para a macro selecionada.
action.h	Somente visita guiada\nEsta opção define a ação que o usuário deve executar no objeto.
all_values.h	Em alguns casos, o objeto de uma aplicação tem escolhas para valores que não podem ser abrangidos por um controle HTML padrão. Nesse caso é utilizado um controle que esteja o mais próximo possível do objeto na aplicação. Além disso, este campo mantém todos os valores que o objeto tem como escolhas.
anim_steps.h	O valor define em quantas etapas é animado o efeito de marcação selecionado. Os valores baixos aceleram a animação mas causam uma impressão entrecortada. Os valores altos tornam a animação mais consistente, mas também reduzem a velocidade global da animação.
auto_execute.h	A configuração define que a ação será executada automaticamente durante a reprodução da navegação.
b_height.h	Define a altura da bolha do objeto em pixels. Se a quantidade de texto exceder o espaço disponível na bolha, esta será dimensionada automaticamente, em termos de altura, para o espaço necessário.
b_hide_option.h	Somente ajuda de contexto\nCom a ativação desta opção irá aparecer uma configuração no objeto ou bolha de explicação no qual os usuários finais podem desativar a informação do objeto (bolha e marcação). Isto permite que os usuários ocultem informações já não necessárias.
b_minimizable.h	Esta opção define se a bolha pode ser minimizada durante a reprodução. Com a opção ativada, é exibido um botão 'Minimizar' no cabeçalho da bolha.
b_closable.h	Somente ajuda de contexto\nEsta opção define se a bolha pode ser fechada durante a reprodução. Com a opção ativada, é exibido um botão 'Fechar' no cabeçalho da bolha.
b_minimized.h	Somente ajuda de contexto\nEsta opção define se a bolha do objeto é exibida de modo minimizado quando a página é carregada.
bmain_size.h	Define o tamanho (largura, altura) da janela principal em pixels.
bmain_minimizable.h	Esta opção define se a janela principal é minimizável ou não.
bmain_position.h	Os valores inseridos aqui definem a posição da janela principal na tela. Os números descrevem a distância do canto superior esquerdo em pixels.
bmain_win_style.h	Define o aspecto da janela principal. Selecionar um recursos de estilo a partir da lista.
bmain_alignment.h	Define o alinhamento da janela principal na tela. A opção 'Livre' permite a definição de uma posição no parâmetro 'Posição de janela'.
bubble_offset.h	Esta opção define o offset em pixels no qual a bolha do objeto é exibida para o objeto.
bubblestyle_d.h	Indica o recurso de estilo de bolha para exibir as bolhas do objeto do projeto.
bubblestyle_d.h	Indica o recurso de estilo de bolha para exibir as bolhas do objeto do projeto.
choose_bool.h	Este campo contém o valor que determina se o botão de rádio ou o campo de seleção está ativado ou desativado. O valor para um botão de rádio é sempre '1' (ativado). O valor para um campo de seleção pode ser '0' (desativado) ou '1' (ativado).
choose_text.h	Este parâmetro contém a cadeia de caracteres encontrada para a entrada selecionada em um menu popup ou campo de lista durante o processo de gravação automático. Esta cadeia é inserida nos textos da bolha explicativos nos diversos modos em vez do caractere de preenchimento '${choose_text}' (consulte o modo de texto no editor HTML). Esta é utilizada como um módulo de texto para o texto da bolha gerado automaticamente na geração automática de conteúdo da bolha com módulos de texto ao gravar.
click_pos.h	Descreve a posição na janela de aplicação que foi clicada pelo autor quando o objeto foi gravado. A posição é especificada em pixels e é referente ao canto superior esquerdo do conteúdo da janela de aplicação.
click_pos_rel.h	Descreve a posição na janela de aplicação. O valor em porcentagem (%) indica a posição relativamente à largura e à altura globais da janela de aplicação, tendo a aresta superior esquerda como ponto de referência.
config_file.h	Contém o nome do perfil de aplicação utilizado para criar a chave e também para interpretar a chave posteriormente.
display_name.h	Indica o nome da aplicação. O nome será exibido na janela de exceção de uma visita guiada.
dump_page.h	Contém a tela gravada. \nVocê pode modificar a imagem utilizando a função ‘Substituir imagem’.
element_type.h	Descreve a classe do objeto que foi reconhecida pelo mecanismo de reconhecimento.
enabled.h	Somente ajuda de contexto\nEsta opção define se a macro é incorporada na análise da página ou não. Se esta opção for desativada, o objeto de ajuda não é exibido, mesmo que o objeto associado exista na página.
optional.h	Somente visita guiada\nA opção define se a etapa da visita guiada é opcional para o usuário em um processo. \nDurante a reprodução será exibido um ícone diferente na lista de etapas. Se o controle não estiver visível na página ou se a página estiver incorreta, a etapa será ignorada.
executable.h	Contém o nome executável da aplicação, tal como utilizado pelo sistema operacional.
explanation_d.h	Contém a informação do respectivo contexto (texto, links, imagens, etc.). Assegure uma exibição perfeita da informação dentro da bolha principal.
explanation_d_modified.h	Se esta opção for ativada, as informações de contexto já não são geradas automaticamente no caso de tradução automática, tendo antes que ser editadas manualmente. Isso ajuda a manter modificações manuais do conteúdo da bolha.
fieldname.h	Contém o nome do controle gravado, que é inserido nos textos de bolha. \nVocê pode modificar o nome do objeto no campo de texto. O nome do objeto tem o caractere de preenchimento '$#{fieldname}'.
fieldicon.h	Contém a imagem de um botão ou ícone gravado, que é inserida nos textos de bolha. \nVocê pode modificar a imagem do objeto utilizando a função ‘Substituir imagem’. A imagem de objeto tem o caractere de preenchimento '$I{fieldicon}'.
g_highlight_bgr.h	Isto define a cor padrão das margens da marcação na navegação. A cor pode ser inserida diretamente como um valor RBG no formato HEX ou selecionada a partir da caixa de diálogo Seleção de cores.
g_highlight_border.h	Este parâmetro define a espessura geral em pixels do quadro de marcação do objeto. As larguras em pixels estão disponíveis de '1' a '10'.
g_highlight_effect.h	Esta opção determina o tipo de efeito de marcação utilizado para os objetos na navegação.
hide_on_focuslost.h	Esta opção define se a bolha será ocultada quando o foco na tela deixar o respectivo objeto.
highlight_offset.h	Este parâmetro define o offset de pixel inserido para o retângulo de marcação que envolve o elemento marcado.
key.h	Contém todos os critérios para identificar a janela de aplicação e uma determinada página na aplicação. A chave só será correspondente se a página na aplicação de destino preencher todos os critérios definidos na chave. Para simplificar a definição dos critérios da chave única, é permitida a utilização de expressões regulares.
key_name.h	Este parâmetro determina a tecla ou o atalho utilizado. Isto envolve a separação dos nomes das teclas por espaços, por exemplo: 'ctrl + k'.
key_desc.h	Este parâmetro determina a tecla ou o atalho utilizado. Isto envolve a separação dos nomes das teclas por espaços, por exemplo: 'ctrl + k'.
force_display.h	Somente ajuda de contexto\nIndica que o conteúdo de macro é sempre exibido como ajuda instantânea, mesmo se a ajuda instantânea estiver desativada durante a reprodução do assistente de desktop.
link_to_sim.h	Esta opção irá inserir o link de simulação na bolha principal. Esta opção está relacionada a uma navegação criada com base em um projeto de simulação (por conversão).
macro_comment.h	Comentário geral. Este é exibido na visão em miniatura.
match_value.h	Esta opção especifica se o valor indicado deve ser comparado com o valor real do objeto na aplicação ao vivo.
mini_on_focuslost.h	Esta opção define se a bolha é minimizada quando o foco na tela deixar o respectivo objeto.
nav_check_freq.h	Define com que frequência @{NAVIGATOR} verifica se existe conteúdo atualizado. Se o conteúdo atualizado estiver disponível, o @{NAVIGATOR} iniciará o conteúdo automaticamente. Isto é especialmente útil para os processos de administração de modificações.
enable_tincan.h	Ativa o rastreamento para o conteúdo do @{NAVIGATOR}. O conteúdo deve ser iniciado a partir de uma área de trabalho @{MANAGER}.
no_spike.h	Esta opção define se a bolha do objeto é exibida com ou sem uma ponta.
objname.h	Todos os objetos em uma navegação necessitam de um nome único para fins de identificação quando são utilizados comportamentos ou atribuições de comportamento.
orientation.h	Este parâmetro define a orientação da bolha do objeto relativamente ao objeto referenciado. A seta da bolha aponta para a posição referenciada na página, enquanto a própria bolha é exibida de modo deslocado relativamente à direção selecionada, tal como determinado. Se estiver selecionada a orientação 'Centro', a bolha é exibida sem uma seta, centrado na posição definida.
path.h	O caminho do objeto descreve as propriedades do objeto com base no perfil de aplicação utilizado. O caminho do objeto é utilizado para identificar o objeto na aplicação ao vivo. Por regra, não deve ser necessário editar este campo manualmente.
position.h	Os valores inseridos aqui definem a posição da bolha principal na tela. Os números descrevem a distância do canto superior esquerdo em pixels.
reference.h	Se a navegação tiver sido convertida a partir de uma simulação, a fonte da respectiva etapa deve ser especificada aqui.
resize.h	Esta opção define se o tamanho da janela de aplicação de destino deve ser modificado automaticamente para o tamanho que foi utilizado quando a navegação foi criada. Isto pode ser útil para áreas ativas, uma vez que essas serão exibidas com base na posição.
revision.h	Mostra a versão do perfil de aplicação utilizado para criar a chave ao gravar a tela de aplicação.
sc_config_header.h	A informação do perfil de aplicação é gravada neste campo. A navegação utiliza esta informação para poder reconhecer corretamente a aplicação e os respectivos objetos durante a reprodução.
screenshot_rect.h	Exibe a área da tela original que foi utilizada para a captura de tela do objeto. Por regra, não deve ser necessário editar este valor manualmente.
show_bubble.h	Esta opção define se a bolha é mostrada imediatamente após a página ser carregada por completo.
start_from_arbitrary.h	Esta opção define que a visita guiada pode ser iniciada a partir de uma etapa arbitrária e não a partir do início do processo.
show_hilight.h	Indica se uma marcação é exibida para o objeto.
show_highlight.h	Indica se as marcações são exibidas para os objetos.
show_on_focus.h	Esta opção define se a bolha é exibida quando o foco na tela é modificado em relação ao respectivo objeto.
source.h	Se uma navegação tiver sido convertida a partir de uma simulação, o parâmetro especifica a lição original.
subkey.h	Em alguns casos, é útil se determinadas partes da parte original de uma chave forem ignoradas, por exemplo porque as variantes de uma determinada página não são relevantes e devem ser tratadas pela mesma chave e etapa na navegação. Esta opção força o mecanismo de reconhecimento a considerar a chave como uma correspondência, mesmo que a página tenha tido mais critérios de chave notificados pelo reconhecimento do que os definidos na chave. Por isso, a chave de página pode ser reduzida para abranger mais do que uma página com uma chave.
target_name.h	Contém o nome da janela de aplicação.
text_d.h	Este parâmetro contém a cadeia de caracteres a ser inserida no campo de entrada referenciado. Este contém o valor inserido durante o processo de gravação automático. Esta cadeia é inserida nos textos da bolha explicativos nos diversos modos em vez do caractere de preenchimento '${text_d}' (consulte o modo de texto no editor HTML) na geração automática de conteúdo da bolha com módulos de texto ao gravar.
text_d_specializer.h	Este parâmetro contém a cadeia de caracteres a ser inserida no campo de entrada referenciado. Este contém o valor inserido durante o processo de gravação automático. Esta cadeia é inserida nos textos da bolha explicativa nos diversos modos em vez do caractere de preenchimento '${text_d}' (consulte o modo de texto no editor HTML) na geração automática de conteúdo da bolha com módulos de texto ao gravar.
