NAVIGATOR	Desktop Assistant
request_content_type.h	Određuje funkcionalnost za zahtevanje sadržaja. Odaberite tip na padajućoj listi.\nE-pošta: Omogućava vam da unesete adresu e-pošte za zahteve.\nURL: Omogućava vam da unesete URL za otvaranje web stranice.\nKontrola 'Zahtevaj sadržaj' se prikazuje na bočnoj traci. Ako sadržaj nije nađen, veza 'Zahtevaj sadržaj' se prikazuje u glavnom prozoru.
email	E-pošta
url	URL
enable_request_content	Pozicija: Kontrola 'Zahtevaj sadržaj'
enable_request_content.h	Određuje poziciju kontrole 'Zahtevaj sadržaj' na bočnoj traci.
enable_external_search_ctx	Obezbedi informacije o kontekstu
enable_external_search_ctx.h	Obezbeđuje dodatne informacije o kontekstu korisnika sa URL-om traženja u toku traženja. Informacije o kontekstu će se koristiti za traženje. Aktivirajte ovo podešavanje ako vaše navedeno traženje može da koristi informacije o kontekstu. \nObezbeđene informacije o kontekstu su navedene u parametru 'Informacije o kontekstu'.
external_search_ctx	Informacije o kontekstu
external_search_ctx.h	Navodi informacije o kontekstu ako je aktivirano podešavanje 'Obezbedi informacije o kontekstu'. Mogu se obezbediti sledeće informacije o kontekstu: EXE trenutne aplikacije (&executable=$#{EXE}), ključ stranice trenutne stranice aplikacije (&pagekey=$#{PAGEKEY}) \nBeleška: Nemojte menjati strukturu niza informacija o kontekstu.
enable_external_search	Pozicija: Kontrola 'Eksterno traženje'
enable_external_search.h	Omogućava vam da aktivirate stranicu eksternog traženja za traženje sadržaja ili dodatnih informacija. Kada je ovo podešavanje aktivirano, na bočnoj traci se prikazuje kontrola 'Eksterno traženje'. Na bočnoj traci možete odrediti poziciju ove kontrole. \nDugme otvara polje traženja za unos traženog termina. rezultati traženja se prikazuju na stranici eksternog traženja. Za eksterno traženje možete odrediti URL traženja u parametru 'URL eksternog traženja'.
external_search_url	URL
external_search_url.h	Omogućava vam da odredite URL za eksterno traženje. UnesiteURL u vidu sledeće strukture: \nhttps://www.google.com/#q=$#{SEARCHTERM} \nhttps://www.bing.com/search?q=$#{SEARCHTERM} \nhttps://search.yahoo.com/search?p=$#{SEARCHTERM} \nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM} \n\nBeleška: Nemojte brisati ili menjati '=$#{SEARCHTERM}' URL parametra.
enable_share_content	Pokaži kontrolu 'Pusti sadržaj'
enable_share_content.h	Prikazuje dugme 'Pusti sadržaj' u podnožju glavnog prozora. Dugme otvara okvir za dijalog s vezom do odabranog sadržaja.
author_email	E-pošta
author_email.h	Omogućava vam da odredite adresu e-pošte za zahtevanje sadržaja. Adresa e-pošte se koristi za funkciju 'Zahtevaj sadržaj'.
author_url	URL
author_url.h	Omogućava vam da odredite URL za zahtevanje sadržaja. URL se koristi za funkciju 'Zahtevaj sadržaj'.
author_url_params	URL parametri
author_url_params.h	Omogućava vam da odredite parametre za URL autora. \nMožete odrediti naziv aplikacije i izvršnog fajla. Zamenite vrednost 'aplikacija' ili 'izvršni fajl' traženim nazivom.
enable_fuzzy_match	Aktiviraj približno podudaranje
enable_fuzzy_match.h	Definiše da li se približno podudaranje koristi za proveru podudarnosti konteksta sadržaja sa stranicom aplikacije.
enable_ident_filter	Aktiviraj naprednu identifikaciju aplikacije
enable_ident_filter.h	Određuje da se koriste samo relevantne informacije aplikacije za @{NAVIGATOR} reprodukciju. Ovo vam omogućava da optimizirate izvođenje @{NAVIGATOR}.\nBeleška: Ova opcija može dovesti do prepoznavanja pogrešnog objekta. Preporučuje se da testirate reprodukciju pre objavljivanja sadržaja.
library_size	Veličina glavnog prozora
library_size.h	Definiše veličinu (širinu, visinu) glavnog prozora u pikselima.
book_win_position	Pozicija prozora sadržaja (slobodna)
book_win_position.h	Definiše poziciju prozora sadržaja (levo, gore) za 'slobodno' poravnanje na ekranu. Vrednosti su date u pikselima.
book_win_size	Veličina prozora sadržaja
book_win_size.h	Definiše veličinu (širinu, visinu) prozora sadržaja u pikselima.
book_win_positioning	Poravnanje prozora sadržaja
book_win_positioning.h	Definiše poravnanje prozora sadržaja na ekranu. Opcija 'Slobodno' omogućava definisanje pozicije u parametru 'Pozicija prozora sadržaja'.
errNoApplicationContext	Trenutni makro nije kontekst aplikacije.
errNoTargetDefinition	Makro ne odgovara ciljnoj definiciji.
errExtractPagekey	Nije moguće ekstrahovanje ključa stranice s profilom:
errScreenshot	Nije moguće kreirati snimak ekrana. Pokušajte ponovo.
errLoadTemplate	Nije moguće učitati profil:
errRecordProcessStep	Koraci vođenog upoznavanja sa sistemom ne mogu se zabeležiti za projekte 'pomoć za kontekst'.
errLanguageSelection	Jezik nije odabran.
errNoWriteToken	Nemate ovlašćenje za pisanje za odabrani objekat.
errMacroSelection	Makro nije odabran.
errObjectInformation	Nema informacije o objektu na datoj poziciji.
errSpecializedInformation	Nema navedenih informacije na datoj poziciji.
errPosition	Pozicija nije u oblasti prozora.
errActionMacroSelection	Makro radnje nije odabran.
errUpdateObject	Odabrani tip objekta se ne može ažurirati.
errInsertExplanation	Slobodno objašnjenje se ne može uneti za odabrani makro.
action.h	Samo vođeno upoznavanje sa sistemom \nOva opcija definiše radnju koju korisnik treba da izvrši na objektu.
all_values.h	U nekim slučajevima objekat aplikacije zadržava izbor vrednosti koje nisu pokrivene standardnom HTML kontrolom. Tada se koristi kontrola najbliža objektu u aplikaciji. Pored toga ovo polje zadržava sve vrednosti koje objekat zadržava kao svoj izbor.
anim_steps.h	Vrednost definiše u koliko koraka se animira izabrani efekat označavanja. Niske vrednosti ubrzavaju animaciju, ali čine da izgleda iseckano. Visoke vrednosti čine animaciju usporenijom, ali takođe usporavaju ukupnu brzinu animacije.
auto_execute.h	Ovo podešavanje definiše radnju koja će automatski biti izvršena pri reprodukciji usmeravanja.
b_height.h	Definiše visinu elementa za informacije objekta u pikselima. Ako veličina teksta prekoračuje raspoloživi prostor u elementu za informacije, on će se prema visini prilagoditi zahtevanom prostoru.
b_hide_option.h	Samo pomoć za kontekst \nAktiviranjem ove opcije pojaviće se podešavanje u objektu ili elementu za informacije objašnjenja u kojima krajnji korisnici mogu deaktivirati informacije o objektu (element za informacije i označavanje). Ovo korisnicima dozvoljava skrivanje informacija koje im više nisu potrebne.
b_minimizable.h	Ova opcija definiše da li se element za informacije može minimizirati tokom reprodukcije. Sa aktiviranom opcijom dugme 'Minimiziraj' se prikazuje u zaglavlju elementa za informacije.
b_closable.h	Samo pomoć za kontekst \nOva opcija definiše da li se element za informacije može zatvoriti tokom reprodukcije. Sa aktiviranom opcijom dugme 'Zatvori' se prikazuje u zaglavlju elementa za informacije.
b_minimized.h	Samo pomoć za kontekst \nOva opcija definiše da li se element za informacije prikazuje umanjen kada se učita stranica.
bmain_size.h	Definiše veličinu (širinu, visinu) glavnog prozora u pikselima.
bmain_minimizable.h	Ova opcija definiše da li se glavni prozor može minimizirati ili ne.
bmain_position.h	Vrednosti ovde unete definišu poziciju glavnog prozora na ekranu. Brojevi opisuju razdaljinu od gornjeg levog ugla ekrana u pikselima.
bmain_win_style.h	Definiše izgled glavnog prozora. Odaberite resurs stila sa liste.
bmain_alignment.h	Definiše poravnanje glavnog prozora na ekranu. Opcija 'Slobodno' omogućava definisanje pozicije u parametru 'Pozicija prozora'.
bubble_offset.h	Ova opcija definiše razmak u pikselima u kojem se za objekat prikazuje element za informacije objekta.
bubblestyle_d.h	Određuje resurs u stilu elementa za informacije za prikaz elementa za informacije objekta projekta.
bubblestyle_d.h	Određuje resurs u stilu elementa za informacije za prikaz elementa za informacije objekta projekta.
choose_bool.h	Ovo polje sadrži vrednost koja određuje da li su dugmad ili kvadratići za potvrdu uključeni ili isključeni. Vrednost dugmeta odabira je uvek '1' (uključeno). Vrednost za kvadratić za potvrdu može da bude '0' (isključeno) ili '1' (uključeno).
choose_text.h	Ovaj parametar sadrži niz znakova nađenih za odabrani unos na meniju popup-a ili polju liste tokom automatskog procesa beleženja. Ovaj niz se unosi u tekstove elementa za informacije objašnjenja u različitim načinima umesto rezervisanog mesta '${choose_text}' (pogledajte način teksta u HTML uređivaču). Koristi se kao modul teksta za automatski generisan tekst elementa za informacije pri automatskom generisanju sadržaja elementa za informacije s modulima teksta pri beleženju.
click_pos.h	Opisuje poziciju u prozoru aplikacije na koju je autor kliknuo pri beleženju objekta. Pozicija je određena u pikselima i odnosi se na gornji levi ugao sadržaja prozora aplikacije.
click_pos_rel.h	Opisuje poziciju u prozoru aplikacije. Vrednost u procentima (%) daje poziciju relativnu u odnosu na ukupnu širinu i visinu prozora aplikacije sa levom i gornjom ivicom kao referentnom tačkom.
config_file.h	Sadrži naziv profila aplikacije koji se koristi za kreiranje ključa, kao i za kasnije tumačenje ključa.
display_name.h	Određuje naziv aplikacije. Naziv će se prikazati na prozoru izuzetka vođenog upoznavanja sa sistemom.
dump_page.h	Sadrži zabeleženi ekran. \nMožete promeniti sliku preko funkcije ''Zameni sliku'.
element_type.h	Opisuje klasu objekta koja je prepoznata mehanizmom prepoznavanja.
enabled.h	Samo pomoć za kontekst \nOva opcija definiše da li je makro uključen u analizu stranice. Ako je ova opcija deaktivirana, objekat pomoći neće biti prikazan čak i ako postoji povezani objekat na stranici.
optional.h	Samo vođeno upoznavanje sa sistemom \nOpcija definiše da li je korak vođenog upoznavanja sa sistemom izborni za korisnika u procesu. \nTokom reprodukcije će biti prikazana različita ikona na listi koraka. Ako kontrola nije vidljiva na stranici ili ako je stranica pogrešna, korak će biti preskočen.
executable.h	Sadrži naziv izvršivog fajla aplikacije onako kako ga koristi operativni sistem.
explanation_d.h	Sadrži informacije za određeni kontekst (tekst, veze, slike itd.) Obezbedite optimalni prikaz informacija u okviru glavnog elementa za informacije.
explanation_d_modified.h	Ako se aktivira ova opcija, informacije o kontekstu više se ne generišu automatski u događaju automatskog prevoda, nego se moraju ručno uređivati. Ovo služi za zadržavanje ručnih promena sadržaja elementa za informacije.
fieldname.h	Sadrži naziv zabeležene kontrole, koji se unosi u tekstove elementa za informacije. \nMožete promeniti naziv objekta u polju teksta. Naziv objekta ima rezervisano mesto '$#{fieldname}'.
fieldicon.h	Sadrži sliku zabeleženog dugmeta ili ikone, koja se unosi u tekstove elementa za informacije. \nSliku objekta možete promeniti preko funkcije 'Zameni sliku'. Slika objekta ima rezervisano mesto '$I{fieldicon}'.
g_highlight_bgr.h	Ovo definiše standardnu boju okvira označavanja u usmeravanju. Boja će možda biti direktno uneta kao RBG vrednost u HEX formatu ili odbrana iz okvira za dijalog Selektor boje.
g_highlight_border.h	Ovaj parametar definiše opštu debljinu označenog okvira u pikselima. Širine piksela dostupne su od '1' do '10'.
g_highlight_effect.h	Ova opcija određuje vrstu efekta označavanja koja se koristi za objekte u usmeravanju.
hide_on_focuslost.h	Ova opcija definiše da li će element za informacije biti skriven kada fokus na ekranu napusti objekat.
highlight_offset.h	Ovaj parametar definiše dodati razmak u pikselima za pravougaonik označavanja koji okružuje označeni element.
key.h	Sadrži sve kriterijume za identifikaciju prozora aplikacije i određene stranice u aplikaciji. Taster odgovara samo ako stranica u ciljnoj aplikaciji odgovara svim kriterijumima koji su definisani u tasteru. U cilju ublažavanja definicije kriterijuma pojedinačnog tastera dozvoljena je upotreba redovnih izraza.
key_name.h	Ovaj parametar određuje upotrebljeni taster ili prečicu. Ovo uključuje odvajanje naziva tastera razmacima, na primer: 'ctrl + k'.
key_desc.h	Ovaj parametar određuje upotrebljeni taster ili prečicu. Ovo uključuje odvajanje naziva tastera razmacima, na primer: 'ctrl + k'.
force_display.h	Samo pomoć za kontekst \nOdređuje da se sadržaj makroa uvek prikazuje kao trenutna pomoć, čak i ako je trenutna pomoć deaktivirana tokom reprodukcije asistenta radne površine.
link_to_sim.h	Ova opcija će uključiti vezu simulacije u glavni element za informacije. Ova opcija je povezana sa usmeravanjem koje je kreirano na osnovu projekta simulacije (po konverziji).
macro_comment.h	Opšti komentar. Prikazuje se u minijaturnom pogledu.
match_value.h	Ova opcija određuje da li navedenu vrednost treba uporediti sa realnom vrednosti objekta u aplikaciji koja se izvodi.
mini_on_focuslost.h	Ova opcija definiše da li će se element za informacije minimizirati kada fokus na ekranu napusti dotični objekat.
nav_check_freq.h	Definiše učestalost @{NAVIGATOR} provera za ažurirani sadržaj. Ako je ažurirani sadržaj dostupan, @{NAVIGATOR} će pokrenuti sadržaj automatski. To je naročito korisno za procese upravljanja promenom.
enable_tincan.h	Aktivira praćenje za @{NAVIGATOR} sadržaj. Sadržaj se mora pokrenuti iz radne oblasti @{MANAGER}.
no_spike.h	Ova opcija definiše da li se element za informacije objekta prikazuje sa ili bez šiljka.
objname.h	Svakom objektu u usmeravanju potreban je jedinstveni naziv za identifikacione svrhe pri upotrebi ponašanja i dodela ponašanja.
orientation.h	Ovaj parametar definiše orijentaciju elementa za informacije objekta relativno u odnosu na referencirani objekat. Strelica elementa za informacije pokazuje poziciju referenciranu na stranici, dok je sam element za informacije prikazan kao pomeren u odabranom smeru, kako je zahtevano. Ako se odabere orijentacija 'Centar', element za informacije se prikazuje bez strelice koja je centrirana na definisanoj poziciji.
