NAVIGATOR	Desktop Assistant
enable_external_search.h	Giver dig mulighed for at aktivere en ekstern søgeside til at søge efter indhold eller yderligere informationer. Når indstillingen er aktiveret vises en ’Ekstern søgning’-styreelementet i sidepanelet. Du kan angive positionen for dette styreelement i sidepanelet. \nKnappen åbner et søgefelt til input af et søgekriterium. Søgeresultaterne vises på den eksterne søgeside. Du skal angive en søge-URL for den eksterne søgning i parameteren 'URL til ekstern søgning’.
external_search_url	URL
external_search_url.h	Tillader at du angiver en URL for den eksterne søgning. Indtast URL’en i følgende struktur:\nhttps://www.google.com/#q=$#{SEARCHTERM}\nhttps://www.bing.com/search?q=$#{SEARCHTERM}\nhttps://search.yahoo.com/search?p=$#{SEARCHTERM}\nhttps://www.wolframalpha.com/input/?i=$#{SEARCHTERM}\n\nBemærk: Slet, eller ændr ikke '=$#{SEARCHTERM}' i URL-parameteren.
enable_share_content	Vis 'Del indhold'-styreelement
enable_share_content.h	Viser knappen 'Del indhold' i bundlinien af hovedvinduet. Knappen åbner en dialogboks med linket til det valgte indhold.
author_email	E-mail
author_email.h	Gør det muligt for dig at angive en e-mail-adresse til at rekvirere indhold. E-mail-adressen anvendes til funktionen 'Rekvirer indhold'.
author_url	URL
author_url.h	Gør det muligt for dig at angive en URL til at rekvirere indhold. URL’en anvendes til funktionen 'Rekvirer indhold'.
author_url_params	URL-parametre
author_url_params.h	Giver dig mulighed for at angive parametre for forfatter-URL'en. \nDu kan angive applikationsnavnet og den eksekverbare enhed. Erstat værdien 'applikation' eller 'eksekverbar enhed' med det nødvendige navn.
enable_fuzzy_match	Aktiver fuzzy-match
enable_fuzzy_match.h	Definerer, om fuzzy-match anvendes til matching af kontekst for indhold med en applikationsside
enable_ident_filter	Aktiver udvidet applikationsidentifikation
enable_ident_filter.h	Angiver, at kun de relevante applikationsinformationer anvendes for @{NAVIGATOR}-afspilning. Det giver dig mulighed for at optimere performance for @{NAVIGATOR}.\nBemærk: Valgmuligheden kan medføre fejlagtig objektgenkendelse. Det anbefales at teste afspilningen, inden indholdet publiceres.
library_size	Størrelse på hovedvindue
library_size.h	Definerer størrelsen (bredde, højde) på hovedvinduet i pixels
book_win_position	Indholdsvinduesposition (fri)
book_win_position.h	Definerer indholdsvinduets position (venstre, top) for 'Fri' justering på skærmen. Værdier angives i pixels.
book_win_size	Indholdsvindue størrelse
book_win_size.h	Definerer størrelsen (bredde, højde) af indholdsvinduet i pixels.
book_win_positioning	Indholdsvindue justering
book_win_positioning.h	Definerer justering af indholdsvinduet på skærmen. Valgmuligheden 'Fri' gør det muligt at definere en position i parameteren 'Position for indholdsvindue'.
errNoApplicationContext	Aktuel makro er ikke en applikationskontekst
errNoTargetDefinition	Makroen stemmer ikke overens med måldefinitionen
errExtractPagekey	Ikke muligt at ekstrahere sidenøgle med profil:
errScreenshot	Skærmbillede kan ikke udføres. Forsøg igen.
errLoadTemplate	Profil kan ikke indlæses:
errRecordProcessStep	Trin i guidet rundvisning kan ikke optages for projekter med 'konteksthjælp'
errLanguageSelection	Intet sprog valgt
errNoWriteToken	Du har ingen skriverettighed for valgt objekt.
errMacroSelection	Ingen makro valgt
errObjectInformation	Ingen objektinformation på angiven position
errSpecializedInformation	Ingen specialinformation på angiven position
errPosition	Position ikke i vinduesområde
errActionMacroSelection	Ingen aktionsmakro valgt
errUpdateObject	Valgt objekttype kan ikke opdateres
errInsertExplanation	Fri forklaring kan ikke indføjes for valgt makro
action.h	Kun guidet rundvisning\nDenne valgmulighed definerer aktionen, som brugeren skal udføre på objektet.
all_values.h	I visse tilfælde har objektet for en applikation valgmuligheder for værdier, der ikke kan dækkes af et standard-HTML-styreelement. Så derfor anvendes et styreelement, der er tættest på objektet i applikationen. Dette felt indeholder desuden alle de værdier, som objektet har som valgmuligheder.
anim_steps.h	Værdien definerer, i hvor mange trin den valgte fremhævelseseffekt animeres. Lave værdier accelererer animationen men efterlader et hakket indtryk. Høje værdier gør animationen mere problemfri men gør også den samlede animationshastighed langsommere.
auto_execute.h	Denne indstilling definerer at aktionen skal udføres automatisk under afspilning af navigation
b_height.h	Definerer højden på objektboblen i pixels. Hvis tekstmængden overskrider den tilgængelige plads i boblen, skalerer den højdemæssigt automatisk til den påkrævede plads.
b_hide_option.h	Kun konteksthjælp\nVed aktivering af denne valgmulighed vises der en indstilling i objektet eller forklaringsboblen, hvor objektinformation (boble og fremhævelse) kan inaktiveres af slutbrugerne. På denne måde kan brugerne skjule alle de informationer, de ikke længere har brug for.
b_minimizable.h	Denne valgmulighed definerer, om boblen kan minimeres under playback. Når denne valgmulighed er aktiveret, vises en 'Minimer'-knap i bobletoppen.
b_closable.h	Kun konteksthjælp\nDenne valgmulighed definerer, om boblen kan lukkes under playback. Når denne valgmulighed er aktiveret, vises en 'Luk'-knap i bobletoppen.
b_minimized.h	Kun konteksthjælp\nDenne valgmulighed definerer, om objektboblen vises minimeret, når siden indlæses.
bmain_size.h	Definerer størrelsen (bredde, højde) på hovedvinduet i pixels
bmain_minimizable.h	Denne valgmulighed definerer, om hovedvinduet kan minimeres eller ej
bmain_position.h	De indtastede værdier her definerer positionen af hovedvinduet på skærmen. Tallene beskriver afstanden fra det øverste venstre hjørne af skærmen i pixels.
bmain_win_style.h	Definerer udseendet på hovedvinduet. Vælg stilressource fra listen.
bmain_alignment.h	Definerer justering af hovedvinduet på skærmen. Valgmuligheden 'Fri' gør det muligt at definere en position i parameteren 'Vinduesposition'.
bubble_offset.h	Denne valgmulighed definerer det offset i pixels, i hvilket objektboblen vises for objektet
bubblestyle_d.h	Angiver, hvilken boblestilressource der skal anvendes til visning af objektboblen for projektet.
bubblestyle_d.h	Angiver, hvilken boblestilressource der skal anvendes til visning af objektboblen for projektet.
choose_bool.h	Dette felt indeholder den værdi, der determinerer, om valgknappen eller afkrydsningsfeltet er aktiveret eller ej. Værdien for en valgknap er altid '1' (til). Værdien for et afkrydsningsfelt kan være '0' (fra) eller '1' (til).
choose_text.h	Denne parameter indeholder den tegnstreng, der blev fundet for den valgte entry i en popup-menu eller i et listefelt under den automatiserede registreringsproces. Denne streng indsættes i forklaringsbobletekster i de forskellige modes i stedet for pladsholderen '${choose_text}' (se tekstmode i HTML-editor). Den anvendes som et tekstmodul for den automatisk genererede bobletekst ved automatisk generering af bobleindhold med tekstmoduler under optagelse.
click_pos.h	Beskriver positionen i applikationsvinduet, der blev klikket på af forfatteren ved optagelse af objektet. Positionen angives i pixels og henviser til det øverste venstre hjørne af applikationsvinduesindholdet.
click_pos_rel.h	Beskriver positionen i applikationsvinduet. Værdien i procent (%) angiver positionen, der relaterer til den samlede bredde og højde på applikationsvinduet med den venstre og øverste kant, som referencepunkt.
config_file.h	Indeholder navn på appl.profil, der anvendes til opret. af nøgle og som også anvendes til fortolkning af nøgle senere
display_name.h	Angiver applikationsnavnet. Navnet vises i undtagelsesvinduet for en guidet rundvisning.
dump_page.h	Indeholder den optagede skærm. \nDu kan ændre billedet ved hjælp af funktionen 'Erstat billede’.
element_type.h	Beskriver den objektklasse, der blev genkendt af genkendelsesmekanismen
enabled.h	Kun konteksthjælp\nDenne valgmulighed definerer, om makroen indarbejdes i analysen af siden eller ej. Ved inaktivering af denne valgmulighed vises hjælpeobjektet ikke, selvom det tilhørende objekt findes på siden.
optional.h	Kun guidet rundvisning\nValgmuligheden definerer, om trinnet i den guidede rundvisning er valgfrit for brugeren i en proces. \nUnder afspilningen vises et andet ikon i trinlisten. Hvis styreelementet ikke er synligt på siden, eller hvis siden er forkert, springes trinnet over.
executable.h	Indeholder eksekverbart navn på applikation, der anvendes af operativsystemet
explanation_d.h	Indeholder informationer om det respektive indhold (tekst, links, billeder osv.). Sørg for en optimal visning af informationer i hovedboblen.
explanation_d_modified.h	Hvis denne valgmulighed aktiveres, genereres kontekstinfo ikke længere automatisk i tilfælde af automatisk oversættelse, men skal i stedet for redigeres manuelt. Dette gør det lettere at beholde manuelle ændringer af bobleindholdet.
fieldname.h	Indeholder navnet på det optagede styreelement, der indsættes i bobleteksterne. \nDu kan ændre objektnavnene i tekstfeltet. Objektnavnet har pladsholderen '$#{fieldname}'.
fieldicon.h	Indeholder billedet af en optaget knap eller et optaget ikon, der er indsat i bobleteksterne. \nDu kan ændre objektbilledet ved hjælp af funktionen ’Erstat billede’. Objektbilledet har pladsholderen '$I{fieldicon}'.
g_highlight_bgr.h	Dette definerer standardfarven på fremhævelsesrammerne i navigationen. Farven må indtastes direkte som en RGB-værdi i HEX-format eller vælges ud fra dialogboksen Farvevælger.
g_highlight_border.h	Denne parameter definerer den generelle tykkelse af objektfremhævelsesrammen i pixels. Pixelbredder er tilgængelige fra '1' til '10'.
g_highlight_effect.h	Denne valgmulighed determinerer den fremhævelseseffektart, der anvendes til objekterne i navigation
hide_on_focuslost.h	Denne valgmulighed definerer, om boblen skjules, når fokus på skærmen forlader det relevante objekt
highlight_offset.h	Denne parameter definerer det tilføjede pixeloffset for fremhævelsesrektanglet, der omgiver det markerede element.
key.h	Indeholder alle kriterierne til at identificere applikationsvinduet og en bestemt side i applikationen. Nøglen matcher kun, hvis siden i målapplikationen opfylder alle de kriterier, der er defineret i nøglen. For at få en mindre stram definition af enkelte nøglekriterier er anvendelse af regulære udtryk tilladt.
key_name.h	Denne parameter determinerer den anvendte nøgle eller genvej. Dette inkluderer adskillelse af nøglenavnene med mellemrum, fx: 'Ctrl+k'.
key_desc.h	Denne parameter determinerer den anvendte nøgle eller genvej. Dette inkluderer adskillelse af nøglenavnene med mellemrum, fx: 'Ctrl+k'.
force_display.h	Kun konteksthjælp\nAngiver at makroindholdet altid vises som strakshjælp, selvom strakshjælpen inaktiveres under afspilning af desktop-guiden.
link_to_sim.h	Denne valgmulighed inkluderer simlueringslinket i hovedboblen. Denne valgmulighed er relateret til en navigation, der er oprettet baseret på et simuleringsprojekt (ved konvertering).
macro_comment.h	Generel kommentar. Den vises i miniatureviewet.
match_value.h	Denne valgmulighed angiver, om den viste værdi skal sammenlignes med den reelle værdi for objektet i liveapplikationen.
mini_on_focuslost.h	Denne valgmulighed definerer, om boblen minimeres, når fokus på skærmen forlader det relevante objekt
nav_check_freq.h	Definerer, hvor ofte @{NAVIGATOR} søger efter opdateret indhold. Hvis der er opdateret indhold tilgængeligt, starter @{NAVIGATOR} indholdet automatisk. Dette er særligt hensigtsmæssigt ved ændringshåndteringsprocesser.
enable_tincan.h	Aktiverer sporing af indholdet af @{NAVIGATOR}. Indholdet skal startes fra et @{MANAGER}-arbejdsområde.
no_spike.h	Denne valgmulighed definerer, om objektboblen vises med eller uden en spike
objname.h	Ethvert objekt i en navigation kræver et entydigt navn til identifikationsformål ved anvendelse af adfærd og adfærdsallokeringer.
orientation.h	Denne parameter definerer retningen af objektboblen relativt til det refererede objekt. Boblepilen peger på positionen, der er refereret på siden, mens boblen selv vises forskudt i forhold til den valgte retning, som angivet. Hvis retningen 'Centreret' er valgt, vises boblen uden en pil centreret på den definerede position.
path.h	Objektstien beskriver egenskaberne for objektet baseret på den anvendte applikationsprofil. Objektstien anvendes til at identificere objektet i liveapplikationen. Som regel er det ikke nødvendigt at redigere dette felt manuelt.
position.h	De indtastede værdier her definerer positionen for hovedboblen på skærmen. Tallene beskriver afstanden fra det øverste venstre hjørne af skærmen i pixels.
reference.h	Hvis navigationen blev konverteret fra en simulering, skal kilden til det respektive trin angives her
resize.h	Denne valgmulighed definerer, om vinduesstørrelsen på målapplikationen skal ændres automatisk til den størrelse, der er anvendt ved oprettelse af navigationen. Dette kan være nyttigt for aktive områder, da de vises positionsbaseret.
revision.h	Viser versionen af den anvendte applikationsprofil til oprettelse af nøglen ved optagelse af applikationsskærmen.
sc_config_header.h	Informationer fra applikationens profil gemmes i dette felt. Navigationen anvender disse informationer for at kunne genkende applikationen og dens objekter korrekt under playback.
screenshot_rect.h	Viser, hvilket område i originalskærmen der blev anvendt til skærmbilledet for objektet. Som regel vil det ikke være nødvendigt at redigere denne værdi manuelt.
show_bubble.h	Denne valgmulighed definerer, om boblen vises lige efter, at siden er indlæst fuldstændigt
start_from_arbitrary.h	Denne valgmulighed definerer, at den guidede rundvisning kan startes fra et vilkårligt trin og ikke fra start på processen.
show_hilight.h	Angiver om en fremhævelse vises for objektet.
show_highlight.h	Angiver om fremhævelser vises for objekterne.
show_on_focus.h	Denne valgmulighed definerer, om boblen vises, når fokus på skærmen skifter til det relevante objekt
source.h	Hvis en navigation blev konverteret fra en simulering, angiver parameteren det oprindelige læringsmodul.
subkey.h	I nogle tilfælde er det nyttigt, hvis bestemte dele af den oprindelige del af en nøgle ignoreres, fx fordi varianterne for en bestemt side ikke er relevante og alle skal håndteres efter samme nøgle og trin i nagivationen. Denne valgmulighed tvinger genkendelsesmekanismen til at betragte en nøgle som et match, selvom siden havde flere nøglekriterier rapporteret af genkendelsen end defineret i nøglen. Derfor kan sidenøglen forkortes, for at dække mere end en side med en nøgle.
target_name.h	Indeholder navnet på applikationsvinduet
text_d.h	Denne parameter indeholder den tegnstreng, der skal indtastes i det refererede inputfelt. Den indeholder den værdi, der blev indtastet under den automatiserede registreringsproces. Denne streng indsættes i forklaringsbobletekster i de forskellige modes i stedet for pladsholderen '${text_d}' (se tekstmode i HTML-editor) ved generering af bobleindhold automatisk med tekstmoduler under optagelsen.
