#	Nguyên tử văn bản tiếng Anh
BULLET	&#149;
NAVHELP_RESET_HIDDEN_H	Thiết lập lại thành phần trợ giúp đã được thiết lập thành "Ẩn" trong khi phát lại.
NAVHELP_EXIT_T	Thoát
NAVHELP_EXIT_H	Dừng phát lại và đóng @{NAVIGATOR}.
IDS_NAVP_ABOUT	Hiện phiên bản...
IDS_NAVP_CONSOLE	JavaScript Console...
IDS_NAVP_DELETE_CACHE	Xóa bộ nhớ đệm cục bộ
IDS_NAVP_HOOKER	Hooker
IDS_SEARCH_INPUT	Nội dung trợ giúp tìm kiếm
IDS_CLEAR_SEARCH	Xóa tìm kiếm
IDS_NAVP_CLOSE	Thoát
IDS_RESET_CURRENT	Hiển thị lại yếu tố trợ giúp đã ẩn
IDS_RESET_ALL	Hiển thị tất cả trợ giúp đã nén lần nữa
IDS_RESET_ALL_TIP	Hiển thị tất cả gợi ý đã tắt lần nữa khi nhập màn hình lần đầu tiên.
IDS_OPEN_RECORD_LBL	Mở
IDS_EDIT_RECORD_LBL	Đổi tên
IDS_DELETE_RECORD_LBL	Xóa
IDS_SHARE_RECORD_LBL	Chia sẻ
IDS_EXTERNAL_SEARCH_BTN	Tìm kiếm bên ngoài
IDS_EXTERNAL_SEARCH_SUB_MENU	Tìm kiếm bên ngoài
IDS_SHOW_SCREEN_ICON	Hiển thị hỗ trợ màn hình nền
IDS_SHOW_DA	Hiển thị cửa sổ chính
IDS_SHOW_CONTENT	Hiển thị nội dung
IDS_HIDE_CONTENT	Ẩn nội dung
IDS_SEARCH_BTN	Tìm kiếm
IDS_REQUEST_CONTENT_BTN	Yêu cầu nội dung
IDS_RECORDING_BTN	Bắt đầu ghi
IDS_SHOW_CA_SWITCH	Hiển thị trợ giúp ngữ cảnh
IDS_HIDE_CA_SWITCH	Ẩn trợ giúp ngữ cảnh
IDS_CA_SWITCH_INACTIVE_BTN	Không có sẵn trợ giúp ngữ cảnh
IDS_DO_CTX_RECOGNITION	Hiển thị trợ giúp ngữ cảnh
IDS_NAV_STANDBY	@{NAVIGATOR} bị vô hiệu hóa.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} được bật.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} hiện tại có sẵn lần nữa. Bạn có thể sử dụng @{NAVIGATOR} nếu bạn cần bất kỳ hỗ trợ nào.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} tự động biến mất vì trợ giúp thích hợp có sẵn trong ứng dụng bạn đã mở hiện tại. Chỉ mở trợ giúp trong ứng dụng nếu bạn cần hỗ trợ thêm.
IDS_ADD_STICKY_NOTES_BTN	Thêm ghi chú dính
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Bạn chỉ có thể thêm một ghi chú dính cho ứng dụng này.
IDS_EXIT_DA	Thoát
IDS_EXIT_DA_BTN	Thoát
IDS_EXIT_DA_SUB_MENU	Thoát
IDS_SHOW_MORE	Hiển thị thêm
IDS_HIDE_MORE	Ẩn thêm
IDS_REQUEST_CONTENT_SUB_MENU	Yêu cầu nội dung
IDS_SHOW_CA_SUB_MENU	Hiển thị trợ giúp ngữ cảnh
IDS_HIDE_CA_SUB_MENU	Ẩn trợ giúp ngữ cảnh
IDS_ADD_STICKY_NOTE_SUB_MENU	Thêm ghi chú dính
IDS_RECORDING_SUB_MENU	Bắt đầu ghi
IDS_CA_SWITCH_SUB_MENU	Trợ giúp ngữ cảnh
IDS_SHARE_DLG_CAPTION	Chia sẻ tài liệu
IDS_DELETE_FRAMES	Xóa khung
OPEN_FOLDER	Mở thư mục
SHARE_DOC	Chia sẻ qua email
IDS_SHARE_DLG_TEXT	Bạn muốn làm gì?
IDS_SEARCH_BTN_SUB_MENU	Tìm kiếm nội dung
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Tìm kiếm nội dung trong thư viện
GRACEFUL_DEGRADATION	Tính năng này tạm thời không sẵn có do vấn đề về mạng. \n\nVui lòng thử lại sau.
SHARE_BTN	Chia sẻ qua email
COPY_BTN	Sao chép liên kết
SHARE_MAIL_SUBJECT	Nội dung đề nghị
SHARE_MAIL_HEADER	Kính gửi người dùng,\n\nNội dung này có thể thú vị đối với bạn. \n\n
SHARE_MAIL_FOOTER	Trân trọng,
SHARE_MAIL_LINK	Liên kết:\t
SHARE_MAIL_CAPTION	Chú thích:\t
SHARE_TITLE	Chia sẻ nội dung
SELECT_ASSET	Lựa chọn tài sản để bắt đầu.
ENTER_NAME	Nhập tên
DELETE_RECORD_WRN	Quan trọng: Không thể khôi phục hành động này.
MSG_PA_NEXT_LBL	Tiếp theo
MSG_PA_STEP_LBL	Danh sách bước
TOGGLE_STEPLIST_TOOLTIP	Danh sách bước hiện / ẩn
PREVIEW_STEP_TOOLTIP	Xem trước bước
NEXT_STEP_TOOLTIP	Đến bước tiếp theo
PREV_STEP_TOOLTIP	Đến bước trước
ROLES_TITLE	Vai trò hỗ trợ màn hình nền
ROLES_LBL	Lọc nội dung trợ giúp theo vai trò
OK_CAPTION	OK
CANCEL_CAPTION	Hủy
BTN_YES	Có
BTN_NO	Không
DELETE_CONFIRM	Bạn có chắc chắn muốn xóa ghi chú dính này không?
EXIT_CONFIRM	Bạn có thực sự muốn thoát @{NAVIGATOR}?
sticky_notes	Ghi chú dính
exit_da	Thoát @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Thêm văn bản ở đây.
SEARCH_BTN_TOOLTIP	Tìm kiếm
NEXT_BTN_TOOLTIP	Tiếp theo
PREV_BTN_TOOLTIP	Trước
HIDE_BTN_TOOLTIP	Ẩn xoay vòng
IDS_PRJ_NAME	Nhập tên:
IDS_APPLICATIONS	Chọn cửa sổ:
IDS_PRJ_LANGUAGE	Chọn ngôn ngữ:
IDS_FULL_SCREEN	Toàn màn hình
IDS_CHOOSE_APP_CAPTION	Chọn ứng dụng
IDS_RECORD_BTN	Ghi
IDS_ANALYZE_ACTIONS	Đang phân tích thao tác...
IDS_PARSE_PROJECT	Đang phân tích cú pháp dự án...
IDS_REGION	Vùng
IDS_AREA_HELP	Thay đổi kích cỡ vùng bằng cách chọn mẫu bên dưới. Chia tỷ lệ hình chữ nhật đỏ để chọn vùng hoặc chọn toàn màn hình.
IDS_CHOOSE_SIZE	Chọn kích cỡ:
IDS_DEFINE_REC_AREA	Khu vực ghi
IDS_DEFINE_NAME_LANG	Tạo nội dung
PLEASE_SELECT	Vui lòng chọn
quick_recorder.help_caption	Gợi ý
quick_recorder.help	Sử dụng phím "PAUSE" để dừng hoặc tiếp tục. \nSử dụng phím "END" để kết thúc. \n\nChọn "OK" để bắt đầu ghi lại.
quick_recorder.audio_help	Sử dụng phím "PAUSE" để dừng hoặc tiếp tục. \nSử dụng phím "END" để kết thúc. \n\nÂm thanh:\nÂm thanh của bạn sẽ không được ghi trong khi nhấp. Đọc văn bản của bạn trước khi lựa chọn kiểm soát. \n\nChọn "OK" để bắt đầu ghi lại.
FILE_EXISTS	Tập tin có cùng tên đã tồn tại rồi. Nhập tên khác.
HELP_EXIT_CONTROL_H	Dừng phát lại và đóng @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Thoát
BTN_CLOSE_DLG	Đóng
DELETE_RECORD_WRN	Quan trọng: Không thể khôi phục hành động này.
ENTER_NAME	Nhập tên
IDS_CLEAR_SEARCH	Xóa tìm kiếm
IDS_RESET_ALL_TIP	Hiển thị tất cả gợi ý đã tắt lần nữa khi nhập màn hình lần đầu tiên.
IDS_SEARCH_INPUT	Nội dung trợ giúp tìm kiếm
LBL_DELETE	Xóa
LBL_NAVI_NO_MATCH	Không có kết quả cho tìm kiếm của bạn.
LBL_TU	Mở
MSG_PA_NEXT_LBL	Tiếp theo
MSG_PA_STEP_LBL	Danh sách bước
RENAME_FAILED	Hoạt động đổi tên không thành công.
ROLES_LBL	Lọc nội dung trợ giúp theo vai trò
SELECT_ASSET	Lựa chọn tài sản để bắt đầu.
LBL_CDOC	Mở
LBL_RECORD_DOCUMENT	Ghi chứng từ
QR_CAPTION	Lựa chọn đầu ra bản ghi
QR_WELCOME	Bạn muốn tạo cái gì?
QR_DOC_CAP	Tài liệu
QR_DOC_TXT	Tạo tài liệu Microsoft Word hiển thị ảnh chụp màn hình và văn bản hướng dẫn cho mỗi hành động bạn ghi lại.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Tạo video chất lượng cao cho bản ghi của bạn.
QR_DOC_VIDEO_CAP	Tài liệu và video
QR_DOC_VIDEO_TXT	Tạo tài liệu và video.
SHARE_ERR_CAP	Không thể chia sẻ bản ghi
SHARE_ERR_TXT	Bản ghi này quá lớn không thể chia sẻ qua email.\nBạn có muốn mở vị trí tập tin thay thế không?
HELP_CONTENT_WINDOW_H	Cửa sổ nội dung hiển thị thông tin sẵn có, chế độ và tài liệu cho nội dung được chọn của cửa sổ chính.</br>Có thể neo cửa sổ nội dung lên trên cửa sổ chính, cho phép bạn di chuyển cả hai cửa sổ cùng lúc trên màn hình.
HELP_CONTENT_WINDOW_T	Cửa sổ nội dung
IDS_CONTENT_BTN	Nội dung
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL của trang hiện tại:
