#	Английски текстови частици
BULLET	&#149;
IDS_NAV_NO_STANDBY	@{NAVIGATOR} е активиран.
IDS_SHOW_DA_PANELS	Отново виждате @{NAVIGATOR}. Можете да използвате @{NAVIGATOR}, ако имате нужда от съдействие.
IDS_HIDE_DA_PANELS	Скрихме @{NAVIGATOR} автоматично, тъй като в отвореното от вас приложение има адекватна помощ. Просто отворете помощта на приложението, ако имате нужда от допълнително съдействие.
IDS_ADD_STICKY_NOTES_BTN	Добавяне на лепяща се бележка
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Можете да добавите само една лепяща се бележка за това приложение.
IDS_EXIT_DA	Изход
IDS_EXIT_DA_BTN	Изход
IDS_EXIT_DA_SUB_MENU	Изход
IDS_SHOW_MORE	Показване на повече
IDS_HIDE_MORE	Скриване още
IDS_REQUEST_CONTENT_SUB_MENU	Заявка за съдържание
IDS_SHOW_CA_SUB_MENU	Показване на помощ за контекст
IDS_HIDE_CA_SUB_MENU	Скриване на помощ за контекст
IDS_ADD_STICKY_NOTE_SUB_MENU	Добавяне на лепяща се бележка
IDS_RECORDING_SUB_MENU	Стартиране на записване
IDS_CA_SWITCH_SUB_MENU	Помощ за контекст
IDS_SHARE_DLG_CAPTION	Споделяне на документ
IDS_DELETE_FRAMES	Изтриване на рамки
OPEN_FOLDER	Отваряне на папка
SHARE_DOC	Споделяне чрез имейл
IDS_SHARE_DLG_TEXT	Какво бихте желали да направите?
IDS_SEARCH_BTN_SUB_MENU	Търсене на съдържание
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Търсене на съдържание в библиотека
GRACEFUL_DEGRADATION	Тази функция временно не е достъпна поради проблеми с мрежата. \n\nОпитайте отново по-късно.
SHARE_BTN	Споделяне чрез имейл
COPY_BTN	Копиране на връзка
SHARE_MAIL_SUBJECT	Препоръчано съдържание
SHARE_MAIL_HEADER	Уважаеми потребителю,\n\nТова съдържание може да представлява интерес за вас. \n\n
SHARE_MAIL_FOOTER	Поздрави,
SHARE_MAIL_LINK	Връзка:\t
SHARE_MAIL_CAPTION	Надпис:\t
SHARE_TITLE	Споделяне на съдържание
SELECT_ASSET	Избор на актив за стартиране.
ENTER_NAME	Въвеждане на име
DELETE_RECORD_WRN	Важно: това действие не може да бъде анулирано.
MSG_PA_NEXT_LBL	Напред
MSG_PA_STEP_LBL	Списък стъпки
TOGGLE_STEPLIST_TOOLTIP	Показване/скриване на списък със стъпки
PREVIEW_STEP_TOOLTIP	Стъпка на предварителен преглед
NEXT_STEP_TOOLTIP	Отидете на следващата стъпка
PREV_STEP_TOOLTIP	Отиди до предварителна стъпка
ROLES_TITLE	Роли на десктоп асистент
ROLES_LBL	Филтриране на помощно съдържание по роля
OK_CAPTION	OK
CANCEL_CAPTION	Отказ
BTN_YES	Да
BTN_NO	Не
DELETE_CONFIRM	Потвърждавате ли, че желаете да изтриете тази лепкава бележка?
EXIT_CONFIRM	Наистина ли желаете да излезете от @{NAVIGATOR}?
sticky_notes	Лепящи се бележки
exit_da	Изход @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Добавете вашия текст тук.
SEARCH_BTN_TOOLTIP	Търсене
NEXT_BTN_TOOLTIP	Следващ
PREV_BTN_TOOLTIP	Предходен
HIDE_BTN_TOOLTIP	Скриване на карусел
IDS_PRJ_NAME	Въвеждане на име:
IDS_APPLICATIONS	Избор на прозорец:
IDS_PRJ_LANGUAGE	Избор на език:
IDS_FULL_SCREEN	Цял екран
IDS_CHOOSE_APP_CAPTION	Избор на приложение
IDS_RECORD_BTN	Запис
IDS_ANALYZE_ACTIONS	Анализиране на действия...
IDS_PARSE_PROJECT	Синтактичен анализ на проект...
IDS_REGION	Регион
IDS_AREA_HELP	Променете размера на региона, като изберете шаблон по-долу. Мащабирайте червения правоъгълник, за да изберете регион или изберете целия екран.
IDS_CHOOSE_SIZE	Избор на размер:
IDS_DEFINE_REC_AREA	Област на записване
IDS_DEFINE_NAME_LANG	Генериране на съдържание
PLEASE_SELECT	Моля изберете
quick_recorder.help_caption	Съвет
quick_recorder.help	Използвайте клавиша "PAUSE" за пауза или продължаване. \nИзползвайте клавиша "END" за приключване. \n\nИзберете "OK" за стартиране на записването.
quick_recorder.audio_help	Използвайте клавиша "PAUSE" за пауза или продължаване. \nИзползвайте клавиша "END" за приключване. \n\nАудио:\nВашето аудио не е записано по време на кликване. Изговорете своя текст преди да изберете контролен елемент. \n\nИзберете "OK" за стартиране на записването.
FILE_EXISTS	Файл със същото име вече съществува. Въведете различно име.
HELP_EXIT_CONTROL_H	Спира възпроизвеждането и затваря @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Изход
BTN_CLOSE_DLG	Затваряне
DELETE_RECORD_WRN	Важно: това действие не може да бъде анулирано.
ENTER_NAME	Въвеждане на име
IDS_CLEAR_SEARCH	Изчистване на критериите за търсене
IDS_RESET_ALL_TIP	Показване на всички дезактивирани съвети отново, при първо въвеждане на екран.
IDS_SEARCH_INPUT	Търсене на помощно съдържание
LBL_DELETE	Изтриване
LBL_NAVI_NO_MATCH	Няма резултати за вашето търсене.
LBL_TU	Отваряне
MSG_PA_NEXT_LBL	Напред
MSG_PA_STEP_LBL	Списък стъпки
RENAME_FAILED	Неуспешно преименуване.
ROLES_LBL	Филтриране на помощно съдържание по роля
SELECT_ASSET	Избор на актив за стартиране.
LBL_CDOC	Отваряне
LBL_RECORD_DOCUMENT	Записване на документ
QR_CAPTION	Избор на извеждане на запис
QR_WELCOME	Какво искате да създадете?
QR_DOC_CAP	Документ
QR_DOC_TXT	Създава документ в Microsoft Word, който показва екранна снимка и текст с инструкции за всяко действие, което записвате.
QR_VIDEO_CAP	Видео
QR_VIDEO_TXT	Създава видео с високо качество на вашия запис.
QR_DOC_VIDEO_CAP	Документ и видео
QR_DOC_VIDEO_TXT	Създава документ и видео.
SHARE_ERR_CAP	Невъзможно споделяне на запис
SHARE_ERR_TXT	Този запис е твърде голям, за да бъде споделен по имейл.\nИскате ли вместо това да отворите местоположение на файл?
HELP_CONTENT_WINDOW_H	Този прозорец за съдържание показва наличната информация, режими и документация за избраното съдържание на главния прозорец.</br>Прозорецът за съдържание може да бъде закачен за главния прозорец, което ви позволява да местите и двата прозореца заедно на екрана.
HELP_CONTENT_WINDOW_T	Прозорец на съдържание
IDS_CONTENT_BTN	Съдържание
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL на текущата страница:
