#	Atomi teksta na engleskom
BULLET	&#149;
IDS_EXTERNAL_SEARCH_BTN	Eksterno traženje
IDS_EXTERNAL_SEARCH_SUB_MENU	Eksterno traženje
IDS_SHOW_SCREEN_ICON	Prikaži asistenta radne površine
IDS_SHOW_DA	Prikaži glavni prozor
IDS_SHOW_CONTENT	Prikaži sadržaj
IDS_HIDE_CONTENT	Sakrij sadržaj
IDS_SEARCH_BTN	Traži
IDS_REQUEST_CONTENT_BTN	Zahtevaj sadržaj
IDS_RECORDING_BTN	Pokreni beleženje
IDS_SHOW_CA_SWITCH	Prikaži pomoć za kontekst
IDS_HIDE_CA_SWITCH	Sakrij pomoć za kontekst
IDS_CA_SWITCH_INACTIVE_BTN	Pomoć za kontekst nije dostupna
IDS_DO_CTX_RECOGNITION	Prikaži pomoć za kontekst
IDS_NAV_STANDBY	@{NAVIGATOR} je deaktiviran.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} je aktiviran.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} je sada ponovo dostupan. Možete koristiti @{NAVIGATOR} ako vam je potrebna bilo kakva pomoć.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} nestaje automatski jer je odgovarajuća pomoć dostupna u aplikaciji koju ste trenutno otvorili. Ako vam je potrebna dodatna pomoć, samo otvorite pomoć u aplikaciji.
IDS_ADD_STICKY_NOTES_BTN	Dodaj lepljivu belešku
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Za ovu aplikaciju možete da dodate jednu lepljivu belešku.
IDS_EXIT_DA	Izađi
IDS_EXIT_DA_BTN	Izađi
IDS_EXIT_DA_SUB_MENU	Izađi
IDS_SHOW_MORE	Pokaži više
IDS_HIDE_MORE	Sakrij više
IDS_REQUEST_CONTENT_SUB_MENU	Zahtevaj sadržaj
IDS_SHOW_CA_SUB_MENU	Prikaži pomoć za kontekst
IDS_HIDE_CA_SUB_MENU	Sakrij pomoć za kontekst
IDS_ADD_STICKY_NOTE_SUB_MENU	Dodaj lepljivu belešku
IDS_RECORDING_SUB_MENU	Pokreni beleženje
IDS_CA_SWITCH_SUB_MENU	Pomoć za kontekst
IDS_SHARE_DLG_CAPTION	Deli dokument
IDS_DELETE_FRAMES	Brisanje okvira
OPEN_FOLDER	Otvori folder
SHARE_DOC	Podeli preko e-pošte
IDS_SHARE_DLG_TEXT	Šta želite da uradite?
IDS_SEARCH_BTN_SUB_MENU	Traži sadržaj
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Traži sadržaj u biblioteci
GRACEFUL_DEGRADATION	Ova funkcija je privremeno nedostupna zbog problema s mrežom. \n\nPokušajte ponovo kasnije.
SHARE_BTN	Podeli preko e-pošte
COPY_BTN	Kopiraj vezu
SHARE_MAIL_SUBJECT	Preporučeni sadržaj
SHARE_MAIL_HEADER	Poštovani korisniče,\n\nOvaj sadržaj bi vam mogao biti interesantan. \n\n
SHARE_MAIL_FOOTER	Srdačan pozdrav,
SHARE_MAIL_LINK	Veza:\t
SHARE_MAIL_CAPTION	Snimak:\t
SHARE_TITLE	Razmeni sadržaj
SELECT_ASSET	Za početak odaberite sredstvo.
ENTER_NAME	Unesite ime
DELETE_RECORD_WRN	Važno: Ova radnja se ne može poništiti.
MSG_PA_NEXT_LBL	Sledeće
MSG_PA_STEP_LBL	Lista koraka
TOGGLE_STEPLIST_TOOLTIP	Pokaži / sakrij listu koraka
PREVIEW_STEP_TOOLTIP	Korak prethodnog prikaza
NEXT_STEP_TOOLTIP	Idi na sledeći korak
PREV_STEP_TOOLTIP	Idi na prethodni korak
ROLES_TITLE	Uloge asistenta radne površine
ROLES_LBL	Filtriraj sadržaj pomoći po ulozi
OK_CAPTION	OK
CANCEL_CAPTION	Odustani
BTN_YES	Da
BTN_NO	Ne
DELETE_CONFIRM	Da li sigurno želite da izbrišete ovu lepljivu belešku?
EXIT_CONFIRM	Da li zaista želite da izađete iz @{NAVIGATOR}?
sticky_notes	Lepljive beleške
exit_da	Izađi @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Ovde dodajte tekst.
SEARCH_BTN_TOOLTIP	Traži
NEXT_BTN_TOOLTIP	Sledeće
PREV_BTN_TOOLTIP	Prethodno
HIDE_BTN_TOOLTIP	Sakrij karusel
IDS_PRJ_NAME	Unesi naziv:
IDS_APPLICATIONS	Izaberi prozor:
IDS_PRJ_LANGUAGE	Izaberi jezik:
IDS_FULL_SCREEN	Ceo ekran
IDS_CHOOSE_APP_CAPTION	Izaberi aplikaciju
IDS_RECORD_BTN	Zabeleži
IDS_ANALYZE_ACTIONS	Analiziranje radnji...
IDS_PARSE_PROJECT	Sintaksička analiza projekta...
IDS_REGION	Regija
IDS_AREA_HELP	Promenite veličinu regije odabirom šablona u nastavku. Skalirajte crveni pravougaonik za odabir regije ili odaberite ceo ekran.
IDS_CHOOSE_SIZE	Izaberi veličinu:
IDS_DEFINE_REC_AREA	Oblast beleženja
IDS_DEFINE_NAME_LANG	Generiši dokument
PLEASE_SELECT	Odaberite
quick_recorder.help_caption	Savet
quick_recorder.help	Koristite taster "PAUSE" za pauziranje ili nastavljanje. \nKoristite taster "END" za završetak. \n\nOdaberite "OK" za početak snimanja.
quick_recorder.audio_help	Koristite taster "PAUSE" za pauziranje ili nastavljanje. \nKoristite taster "END" za završetak. \n\nAudio:\nVaš audio nije zabeležen tokom klika. Izgovorite tekst pre nego što odaberete kontrolu. \n\nOdaberite "OK" za početak snimanja.
FILE_EXISTS	Fajl sa istim nazivom već postoji. Unesite drugi naziv.
HELP_EXIT_CONTROL_H	Zaustavlja reprodukciju i zatvara @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Izađi
BTN_CLOSE_DLG	Zatvori
DELETE_RECORD_WRN	Važno: Ova radnja se ne može poništiti.
ENTER_NAME	Unesite ime
IDS_CLEAR_SEARCH	Izbriši traženje
IDS_RESET_ALL_TIP	Ponovo prikaži sva deaktivirana uputstva pri prvom pristupu ekranu.
IDS_SEARCH_INPUT	Sadržaj pomoći pri traženju
LBL_DELETE	Izbriši
LBL_NAVI_NO_MATCH	Nema rezultata za vaše traženje.
LBL_TU	Otvori
MSG_PA_NEXT_LBL	Sledeće
MSG_PA_STEP_LBL	Lista koraka
RENAME_FAILED	Operacija preimenovanja nije uspela.
ROLES_LBL	Filtriraj sadržaj pomoći po ulozi
SELECT_ASSET	Za početak odaberite sredstvo.
LBL_CDOC	Otvori
LBL_RECORD_DOCUMENT	Dokument zapisa
QR_CAPTION	Odaberi izdavanje snimanja
QR_WELCOME	Šta želite da kreirate?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Kreira Microsoft Word dokument koji pokazuje snimak ekrana i tekst uputstva za svaku radnju koju snimite.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Kreira visokokvalitetni video vašeg snimka.
QR_DOC_VIDEO_CAP	Dokument i video
QR_DOC_VIDEO_TXT	Kreira dokument i video.
SHARE_ERR_CAP	Nije moguće podeliti snimak
SHARE_ERR_TXT	Ovaj snimak je prevelik za deljenje putem e-poruke.\nDa li umesto toga želite da otvorite lokaciju fajla?
HELP_CONTENT_WINDOW_H	Prozor sadržaja pokazuje dostupne informacije, načine i dokumentaciju za odabrani sadržaj glavnog prozora.</br>Prozor sadržaja se može usidriti u glavni prozor, što vam omogućava da pomerate oba prozora zajedno na ekranu.
HELP_CONTENT_WINDOW_T	Prozor sadržaja
IDS_CONTENT_BTN	Sadržaj
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL trenutne stranice:
