#	Angielskie atomy tekstowe
BULLET	&#149;
IDS_NAVP_DELETE_CACHE	Usuwanie lokalnej pamięci podręcznej
IDS_NAVP_HOOKER	Hooker
IDS_SEARCH_INPUT	Zawartość pomocy wyszukiwania
IDS_CLEAR_SEARCH	Czyszczenie wyszukiwania
IDS_NAVP_CLOSE	Zakończenie
IDS_RESET_CURRENT	Ponowne wyświetlanie ukrytego elementu pomocy
IDS_RESET_ALL	Ponowne wyświetlanie wszystkich ukrytych elementów pomocy
IDS_RESET_ALL_TIP	Ponowne wyświetlanie wszystkich nieaktywnych wskazówek przy pierwszym pojawieniu się ekranu.
IDS_OPEN_RECORD_LBL	Otwieranie
IDS_EDIT_RECORD_LBL	Zmiana nazwy
IDS_DELETE_RECORD_LBL	Usuwanie
IDS_SHARE_RECORD_LBL	Udostępnianie
IDS_EXTERNAL_SEARCH_BTN	Wyszukiwanie zewnętrzne
IDS_EXTERNAL_SEARCH_SUB_MENU	Wyszukiwanie zewnętrzne
IDS_SHOW_SCREEN_ICON	Wyświetlanie asystenta pulpitu
IDS_SHOW_DA	Wyświetlanie głównego okna
IDS_SHOW_CONTENT	Wyświetlanie zawartości
IDS_HIDE_CONTENT	Ukrywanie zawartości
IDS_SEARCH_BTN	Szukanie
IDS_REQUEST_CONTENT_BTN	Żądanie zawartości
IDS_RECORDING_BTN	Rozpoczęcie zapisu
IDS_SHOW_CA_SWITCH	Wyświetlanie pomocy kontekstowej
IDS_HIDE_CA_SWITCH	Ukrywanie pomocy kontekstowej
IDS_CA_SWITCH_INACTIVE_BTN	Brak dostępnej pomocy kontekstowej
IDS_DO_CTX_RECOGNITION	Wyświetlanie pomocy kontekstowej
IDS_NAV_STANDBY	Funkcjonalność @{NAVIGATOR} jest wyłączona.
IDS_NAV_NO_STANDBY	Funkcjonalność @{NAVIGATOR} jest włączona.
IDS_SHOW_DA_PANELS	Funkcjonalność @{NAVIGATOR} jest ponownie dostępna. @{NAVIGATOR} można użyć, aby uzyskać pomoc.
IDS_HIDE_DA_PANELS	Funkcjonalność @{NAVIGATOR} zniknęła samoczynnie, ponieważ w aktualnie otwartej aplikacji jest dostępna odpowiednia pomoc. Aby uzyskać dodatkowe wsparcie, wystarczy otworzyć pomoc w aplikacji.
IDS_ADD_STICKY_NOTES_BTN	Dodawanie notatki podręcznej
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Można dodać tylko jedną notatkę podręczną dla tej aplikacji.
IDS_EXIT_DA	Wyjście
IDS_EXIT_DA_BTN	Wyjście
IDS_EXIT_DA_SUB_MENU	Wyjście
IDS_SHOW_MORE	Wyświetlanie większej ilości inforamcji
IDS_HIDE_MORE	Ukrywanie większej ilości informacji
IDS_REQUEST_CONTENT_SUB_MENU	Żądanie zawartości
IDS_SHOW_CA_SUB_MENU	Wyświetlanie pomocy kontekstowej
IDS_HIDE_CA_SUB_MENU	Ukrywanie pomocy kontekstowej
IDS_ADD_STICKY_NOTE_SUB_MENU	Dodawanie notatki podręcznej
IDS_RECORDING_SUB_MENU	Rozpoczęcie zapisu
IDS_CA_SWITCH_SUB_MENU	Pomoc kontekstowa
IDS_SHARE_DLG_CAPTION	Udostępnianie dokumentu
IDS_DELETE_FRAMES	Usuwanie ramek
OPEN_FOLDER	Otwieranie foldera
SHARE_DOC	Udostępnianie przez e-mail
IDS_SHARE_DLG_TEXT	Jaka czynność ma zostać wykonana?
IDS_SEARCH_BTN_SUB_MENU	Wyszukiwanie zawartości
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Wyszukiwanie zawartości w library
GRACEFUL_DEGRADATION	Ta funkcja jest chwilowo niedostępna z powodu problemów z siecią. \n\nProszę spróbować później.
SHARE_BTN	Udostępnianie przez e-mail
COPY_BTN	Kopiowanie odsyłacza
SHARE_MAIL_SUBJECT	Zalecana zawartość
SHARE_MAIL_HEADER	Drogi użytkowniku,\n\nTa zawartość może być przydatna. \n\n
SHARE_MAIL_FOOTER	Pozdrowienia,
SHARE_MAIL_LINK	Odsyłacz:\t
SHARE_MAIL_CAPTION	Podpis:\t
SHARE_TITLE	Udostępnianie zawartości
SELECT_ASSET	Wybór elementu zawartości do uruchomienia.
ENTER_NAME	Proszę wprowadzić nazwę
DELETE_RECORD_WRN	Ważne: Tej czynności nie można cofnąć.
MSG_PA_NEXT_LBL	Następne
MSG_PA_STEP_LBL	Lista kroków
TOGGLE_STEPLIST_TOOLTIP	Wyświetlanie/ukrywanie listy kroków
PREVIEW_STEP_TOOLTIP	Pogląd kroku
NEXT_STEP_TOOLTIP	Przejście do następnego kroku
PREV_STEP_TOOLTIP	Przejście do poprzedniego kroku
ROLES_TITLE	Role asystenta pulpitu
ROLES_LBL	Filtrowanie zawartości pomocy według roli
OK_CAPTION	OK
CANCEL_CAPTION	Anulowanie
BTN_YES	Tak
BTN_NO	Nie
DELETE_CONFIRM	Czy na pewno usunąć tę notatkę podręczną?
EXIT_CONFIRM	Czy na pewno zakończyć @{NAVIGATOR}?
sticky_notes	Notatki podręczne
exit_da	Wyjście z @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Tutaj należy dodać swój teskt.
SEARCH_BTN_TOOLTIP	Szukanie
NEXT_BTN_TOOLTIP	Kontynuacja
PREV_BTN_TOOLTIP	Poprzednie
HIDE_BTN_TOOLTIP	Ukrywanie karuzeli
IDS_PRJ_NAME	Wprowadzanie nazwy:
IDS_APPLICATIONS	Wybór okna:
IDS_PRJ_LANGUAGE	Wybór języka:
IDS_FULL_SCREEN	Pełny ekran
IDS_CHOOSE_APP_CAPTION	Wybór aplikacji
IDS_RECORD_BTN	Zapis
IDS_ANALYZE_ACTIONS	Analiza czynności...
IDS_PARSE_PROJECT	Analiza składni projektu...
IDS_REGION	Region
IDS_AREA_HELP	Użytkownik może zmienić rozmiar regionu poprzez wybór szablonu poniżej. Proszę skalować czerwony prostokąt, aby wybrać region lub pełny ekran.
IDS_CHOOSE_SIZE	Wybór rozmiaru:
IDS_DEFINE_REC_AREA	Obszar zapisu
IDS_DEFINE_NAME_LANG	Generowanie zawartości
PLEASE_SELECT	Proszę wybrać
quick_recorder.help_caption	Wskazówka
quick_recorder.help	Proszę użyć przycisku "PAUZA", aby wstrzymać lub kontynuować. \nProszę użyć przycisku "KONIEC", aby zakończyć. \n\nProszę wybrać opcję "OK", aby rozpocząć zapis.
quick_recorder.audio_help	Proszę użyć przycisku "PAUZA", aby wstrzymać lub kontynuować. \nProszę użyć przycisku "KONIEC", aby zakończyć. \n\nDźwięk:\nPodczas kliknięcia dźwięk nie jest nagrywany. Proszę wypowiedzieć tekst przed wyborem obiektu sterowania. \n\nProszę wybrać opcję "OK", aby rozpocząć zapis.
FILE_EXISTS	Plik o tej samej nazwie już istnieje. Proszę wprowadzić inną nazwę.
HELP_EXIT_CONTROL_H	Zatrzymuje odtwarzanie i zamyka @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Wyjście
BTN_CLOSE_DLG	Zamykanie
DELETE_RECORD_WRN	Ważne: Tej czynności nie można cofnąć.
ENTER_NAME	Proszę wprowadzić nazwę
IDS_CLEAR_SEARCH	Czyszczenie wyszukiwania
IDS_RESET_ALL_TIP	Ponowne wyświetlanie wszystkich nieaktywnych wskazówek przy pierwszym pojawieniu się ekranu.
IDS_SEARCH_INPUT	Zawartość pomocy wyszukiwania
LBL_DELETE	Usuwanie
LBL_NAVI_NO_MATCH	Brak wyników dla wyszukiwania.
LBL_TU	Otwieranie
MSG_PA_NEXT_LBL	Następne
MSG_PA_STEP_LBL	Lista kroków
RENAME_FAILED	Operacja zmiany nazwy nie powiodła się.
ROLES_LBL	Filtrowanie zawartości pomocy według roli
SELECT_ASSET	Wybór elementu zawartości do uruchomienia.
LBL_CDOC	Otwieranie
LBL_RECORD_DOCUMENT	Zapis dokumentu
QR_CAPTION	Wybór informacji wyjściowej zapisu
QR_WELCOME	Co utworzyć?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Tworzy dokument Microsoft Word, który wyświetla zrzut ekranu i tekst instrukcji dla każdej zapisywanej czynności.
QR_VIDEO_CAP	Wideo
QR_VIDEO_TXT	Tworzy wysokiej jakości film wideo z zapisu.
QR_DOC_VIDEO_CAP	Dokument i wideo
QR_DOC_VIDEO_TXT	Tworzy dokument i wideo
SHARE_ERR_CAP	Nie można udostępnić zapisu
SHARE_ERR_TXT	Ten zapis jest zbyt duży, aby udostępnić go w wiadomości e-mail.\nCzy zamiast tego otworzyć lokalizację pliku?
HELP_CONTENT_WINDOW_H	Okno zawartości pokazuje dostępne informacje, tryby i dokumentację dla wybranej zawartości okna głównego.</br>Okno zawartości można zadokować do okna głównego, dzięki czemu możliwe jest przenoszenie na ekranie obu okien razem.
HELP_CONTENT_WINDOW_T	Okno zawartości
IDS_CONTENT_BTN	Zawartość
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL bieżącej strony:
