#	Ағылшын мәтінінің бөлшектері
BULLET	&#149;
HELP_MINIMIZED_STATUS_H	Негізгі терезені жапқан жағдайда, қалқымалы күй белгішесі мазмұнның ағымдағы мәнмәтін үшін қолжетімділігін әлі де көрсете береді. Негізгі терезені қалпына келтіру үшін, белгішені басыңыз.
HELP_MINIMIZED_MENU_T	Мәнмәтін мәзірі
HELP_MINIMIZED_MENU_H	Мәнмәтін мәзірі (белгішені тінтуірдің оң жағымен басу) негізгі терезе мен мәнмәтін анықтамасын көрсететін функциялардан тұрады.
HELP_BOOK_WINDOW_T	Кітап терезесі
HELP_BOOK_WINDOW_H	Кітапты ойнату кезінде кітап терезесі ашылады. Негізгі терезе мен мазмұн терезесі жасырын болады.
HELP_GOTOTOP	Жоғарғы бөлігіне өту
HELP_CAPTION	@{NAVIGATOR} анықтамасы
NAVHELP_TITLE	Күй белгішесі мен мәнмәтін мәзірі
NAVHELP_INTRO	</br>Анықтама күй белгішесі мен мәнмәтін мәзірінің енгізілімдері туралы жалпы шолу береді.
NAVHELP_STATUS_ICON_T	Күй белгішесі (Тапсырма жолағы)
NAVHELP_STATUS_ICON_H	Күй белгішесі тапсырма жолағына орналастырылады және @{NAVIGATOR} ағымдағы әрекеттерін көрсетеді. Мына күй бар:
NAVHELP_STATUS_FOUND_T	Мазмұн қолжетімді (Жасыл белгіше)
NAVHELP_STATUS_FOUND_H	Мазмұн ағымдағы мәнмәтін үшін қолжетімді және көрсетіледі.
NAVHELP_STATUS_CHECK_T	Мазмұн жүктелуде (сары белгіше)
NAVHELP_STATUS_CHECK_H	@{NAVIGATOR} қолжетімді мазмұн бойынша ағымдағы мәнмәтінді тексереді және мазмұнды жүктейді.
NAVHELP_STATUS_NOFOUND_T	Ешбір мазмұн қолжетімді емес (Қызыл белгіше)
NAVHELP_STATUS_NOFOUND_H	Мазмұн ағымдағы мәнмәтін үшін қолжетімді емес.
NAVHELP_STANDBY_T	Өшірулі
NAVHELP_STANDBY_H	@{NAVIGATOR} өшірулі. Күй белгішесіне басқан жағдайда (<i>CTRL + F11</i>), @{NAVIGATOR} өшіріледі немесе қосылады.
NAVHELP_STATUS_MIN_T	Кішірейтілген
NAVHELP_STATUS_MIN_H	Терезелер мен бүйірлік панель кішірейтіледі.
NAVHELP_STATUS_MENU_T	Мәнмәтін мәзірі
NAVHELP_STATUS_MENU_H	Мәнмәтін мәзірі (белгішені тінтуірдің оң жағымен басу) @{NAVIGATOR} жалпы функцияларынан тұрады.
NAVHELP_VERSION_T	Нұсқаны көрсету
NAVHELP_VERSION_H	Орнатылған @{NAVIGATOR} қолданбасының нұсқа нөмірін көрсетеді. Бұл мәселелер туындаған жағдайда қолдау орталығымен хабарласу үшін қажет.
NAVHELP_JSCONSOLE_T	JavaScript консолі
NAVHELP_JSCONSOLE_H	Қате туралы хабарлар жайында толық мәлімет беру үшін, JavaScript консолі көрсетіледі. Бұл мәселелер туындаған жағдайда қолдау орталығымен хабарласу үшін қажет.
NAVHELP_NAV_CACHE_T	Жергілікті кэшті жою
NAVHELP_NAV_CACHE_H	@{NAVIGATOR} мазмұнының жергілікті кэшін жояды.
NAVHELP_RESET_HIDDEN_T	Барлық жасырын анықтаманы қайта көрсету
NAVHELP_RESET_HIDDEN_H	Ойнату кезінде “Жасырын” күйіне орнатылған анықтама элементтерін қалпына келтіреді.
NAVHELP_EXIT_T	Шығу
NAVHELP_EXIT_H	Ойнатуды тоқтатады және @{NAVIGATOR} жабады.
IDS_NAVP_ABOUT	Нұсқаны көрсету...
IDS_NAVP_CONSOLE	JavaScript консолі...
IDS_NAVP_DELETE_CACHE	Жергілікті кэшті жою
IDS_NAVP_HOOKER	Hooker
IDS_SEARCH_INPUT	Анықтама мазмұнын іздеу
IDS_CLEAR_SEARCH	Іздеу өрісін тазалау
IDS_NAVP_CLOSE	Шығу
IDS_RESET_CURRENT	Жасырын анықтама элементін қайта көрсету
IDS_RESET_ALL	Барлық жасырын анықтаманы қайта көрсету
IDS_RESET_ALL_TIP	Экранға алғаш рет кірген кезде барлық өшірулі сәйкестіктерді көрсетіңіз.
IDS_OPEN_RECORD_LBL	Ашу
IDS_EDIT_RECORD_LBL	Атын өзгерту
IDS_DELETE_RECORD_LBL	Жою
IDS_SHARE_RECORD_LBL	Бөлісу
IDS_EXTERNAL_SEARCH_BTN	Сыртқы іздеу құралы
IDS_EXTERNAL_SEARCH_SUB_MENU	Сыртқы іздеу құралы
IDS_SHOW_SCREEN_ICON	Жұмыс үстелінің көмекшісін көрсету
IDS_SHOW_DA	Негізгі терезені көрсету
IDS_SHOW_CONTENT	Мазмұнды көрсету
IDS_HIDE_CONTENT	Мазмұнды жасыру
IDS_SEARCH_BTN	Іздеу
IDS_REQUEST_CONTENT_BTN	Мазмұнды сұрау
IDS_RECORDING_BTN	Жазуды бастау
IDS_SHOW_CA_SWITCH	Мәнмәтін анықтамасын көрсету
IDS_HIDE_CA_SWITCH	Мәнмәтін анықтамасын жасыру
IDS_CA_SWITCH_INACTIVE_BTN	Мәнмәтін анықтамасы қолжетімді емес
IDS_DO_CTX_RECOGNITION	Мәнмәтін анықтамасын көрсету
IDS_NAV_STANDBY	@{NAVIGATOR} өшірілген.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} қосылған.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} қазір қайта қолжетімді. Кез келген көмек қажет болса, @{NAVIGATOR} пайдалануға болады.
IDS_HIDE_DA_PANELS	Ағымдағы уақытта ашылған қолданбада жарамды анықтама бар болғандықтан, @{NAVIGATOR} автоматты түрде жойылды. Қосымша көмек қажет болса, жай ғана қолданбадағы анықтаманы ашыңыз.
IDS_ADD_STICKY_NOTES_BTN	Жапсырма қосу
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Бұл қолданба үшін тек бір ғана жапсырма қосуға болады.
IDS_EXIT_DA	Шығу
IDS_EXIT_DA_BTN	Шығу
IDS_EXIT_DA_SUB_MENU	Шығу
IDS_SHOW_MORE	Көбірек көрсету
IDS_HIDE_MORE	Қосымша ақпаратты жасыру
IDS_REQUEST_CONTENT_SUB_MENU	Мазмұнды сұрау
IDS_SHOW_CA_SUB_MENU	Мәнмәтін анықтамасын көрсету
IDS_HIDE_CA_SUB_MENU	Мәнмәтін анықтамасын жасыру
IDS_ADD_STICKY_NOTE_SUB_MENU	Жапсырма қосу
IDS_RECORDING_SUB_MENU	Жазуды бастау
IDS_CA_SWITCH_SUB_MENU	Мәнмәтін анықтамасы
IDS_SHARE_DLG_CAPTION	Құжатты бөлісу
IDS_DELETE_FRAMES	Кадрлар жойылуда
OPEN_FOLDER	Қалтаны ашу
SHARE_DOC	Электрондық пошта арқылы ортақ пайдалану
IDS_SHARE_DLG_TEXT	Қандай әрекет орындау қажет?
IDS_SEARCH_BTN_SUB_MENU	Мазмұнды іздеу
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Мазмұнды кітапханада іздеу
GRACEFUL_DEGRADATION	Желі ақаулықтарына байланысты бұл мүмкіндік уақытша қолжетімді емес.\n\nКейінірек қайталап көріңіз!
SHARE_BTN	Электрондық пошта арқылы ортақ пайдалану
COPY_BTN	Сілтемені көшіру
SHARE_MAIL_SUBJECT	Ұсынылатын мазмұн
SHARE_MAIL_HEADER	Құрметті пайдаланушы,\n\nБұл мазмұн сізге қызықты болуы мүмкін. \n\n
SHARE_MAIL_FOOTER	Құрметпен,
SHARE_MAIL_LINK	Сілтеме:\t
SHARE_MAIL_CAPTION	Сурет жазуы:\t
SHARE_TITLE	Мазмұнды ортақ пайдалану
SELECT_ASSET	Бастау үшін активті таңдаңыз.
ENTER_NAME	Атты енгізу
DELETE_RECORD_WRN	Маңызды: бұл операцияны болдырмау мүмкін емес.
MSG_PA_NEXT_LBL	Келесі
MSG_PA_STEP_LBL	Қадамдар тізімі
TOGGLE_STEPLIST_TOOLTIP	Қадамдар тізімін көрсету / жасыру
PREVIEW_STEP_TOOLTIP	Алды ала қарау қадамы
NEXT_STEP_TOOLTIP	Келесі қадамға өту
PREV_STEP_TOOLTIP	Алдыңғы қадамға өту
ROLES_TITLE	Жұмыс үстелі көмекшісінің рөлдері
ROLES_LBL	Анықтама мазмұнын рөл бойынша сүзгілеу
OK_CAPTION	OK
CANCEL_CAPTION	Болдырмау
BTN_YES	Иә
BTN_NO	Жоқ
DELETE_CONFIRM	Бұл жапсырманы жойғыңыз келетініне сенімдісіз бе?
EXIT_CONFIRM	@{NAVIGATOR} терезесінен шығуға сенімдісіз бе?
sticky_notes	Жапсырмалар
exit_da	@{NAVIGATOR} бағдарламасынан шығу
STICKY_NOTE_DEFAULT_TEXT	Мәтініңізді осы жерге енгізіңіз.
SEARCH_BTN_TOOLTIP	Іздеу
NEXT_BTN_TOOLTIP	Келесі
PREV_BTN_TOOLTIP	Алдыңғы
HIDE_BTN_TOOLTIP	Карусельді жасыру
IDS_PRJ_NAME	Атын енгізу:
IDS_APPLICATIONS	Терезені таңдау:
IDS_PRJ_LANGUAGE	Тілді таңдау:
IDS_FULL_SCREEN	Толық экран
IDS_CHOOSE_APP_CAPTION	Қолданба таңдау
IDS_RECORD_BTN	Жазу
IDS_ANALYZE_ACTIONS	Әрекеттерді талдау
IDS_PARSE_PROJECT	Жобаға синтаксистік талдау жасау
IDS_REGION	Аудан
IDS_AREA_HELP	Аумақ өлшемін төмендегі үлгіні таңдау арқылы өзгертіңіз. Аумақты немесе толық экранды таңдау үшін қызыл тікбұрышты таңдаңыз.
IDS_CHOOSE_SIZE	Өлшемді таңдау:
IDS_DEFINE_REC_AREA	Жазу аймағы
IDS_DEFINE_NAME_LANG	Мазмұнды құру
PLEASE_SELECT	Келесіні таңдаңыз
quick_recorder.help_caption	Кеңес
quick_recorder.help	Кідірту немесе жалғастыру үшін “КІДІРТУ” пернесін пайдаланыңыз. \nАяқтау үшін “АЯҚТАУ” пернесін пайдаланыңыз. \n\nЖазуды бастау үшін “ОК” түймесін таңдаңыз.
quick_recorder.audio_help	Кідірту немесе жалғастыру үшін “КІДІРТУ” пернесін пайдаланыңыз. \nАяқтау үшін “АЯҚТАУ” пернесін пайдаланыңыз. \n\nДыбыс:\nБасу кезінде дыбыс жазылмайды. Мәтінді басқару элементін таңдамай тұрып айтыңыз. \n\nЖазуды бастау үшін “ОК” түймесін таңдаңыз.
FILE_EXISTS	Мұндай файл аты бар. Басқа ат енгізіңіз.
HELP_EXIT_CONTROL_H	Ойнатуды тоқтатады және @{NAVIGATOR} жабады.
HELP_EXIT_CONTROL_T	Шығу
BTN_CLOSE_DLG	Жабу
DELETE_RECORD_WRN	Маңызды: бұл операцияны болдырмау мүмкін емес.
ENTER_NAME	Атты енгізу
IDS_CLEAR_SEARCH	Іздеу өрісін тазалау
IDS_RESET_ALL_TIP	Экранға алғаш рет кірген кезде барлық өшірулі сәйкестіктерді көрсетіңіз.
IDS_SEARCH_INPUT	Анықтама мазмұнын іздеу
LBL_DELETE	Жою
LBL_NAVI_NO_MATCH	Іздеу параметрлеріне сай ештеңе табылмады.
LBL_TU	Ашу
MSG_PA_NEXT_LBL	Келесі
MSG_PA_STEP_LBL	Қадамдар тізімі
RENAME_FAILED	Операция атын өзгерту сәтсіз аяқталды.
ROLES_LBL	Анықтама мазмұнын рөл бойынша сүзгілеу
SELECT_ASSET	Бастау үшін активті таңдаңыз.
LBL_CDOC	Ашу
LBL_RECORD_DOCUMENT	Құжатты жазып алу
QR_CAPTION	Жазу шығысын таңдау
QR_WELCOME	Не жасау қажет?
QR_DOC_CAP	Құжат
QR_DOC_TXT	Скриншотты және әр жазылатын операция үшін нұсқау мәтінін көрсететін Microsoft Word құжатын жасайды.
QR_VIDEO_CAP	Бейне
QR_VIDEO_TXT	Жазбаңыздың жоғары сапалы бейнесін жасайды.
QR_DOC_VIDEO_CAP	Құжат және бейне
QR_DOC_VIDEO_TXT	Құжат пен бейнені жасайды.
SHARE_ERR_CAP	Жазбаны бөлісу мүмкін емес
SHARE_ERR_TXT	Осы жазба электрондық пошта арқылы бөлісу үшін тым үлкен.\nОның орнына файлдың орналасқан жерін ашу қажет пе?
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
