#	Английские текстовые единицы
BULLET	&#149;
IDS_EXIT_DA_BTN	Выход
IDS_EXIT_DA_SUB_MENU	Выход
IDS_SHOW_MORE	Показать еще
IDS_HIDE_MORE	Скрыть еще
IDS_REQUEST_CONTENT_SUB_MENU	Запросить контент
IDS_SHOW_CA_SUB_MENU	Показать контекстную справку
IDS_HIDE_CA_SUB_MENU	Скрыть контекстную справку
IDS_ADD_STICKY_NOTE_SUB_MENU	Добавить заметку
IDS_RECORDING_SUB_MENU	Начать запись
IDS_CA_SWITCH_SUB_MENU	Контекстная справка
IDS_SHARE_DLG_CAPTION	Сделать документ общедоступным
IDS_DELETE_FRAMES	Удаление кадров
OPEN_FOLDER	Открыть папку
SHARE_DOC	Поделиться по электронной почте
IDS_SHARE_DLG_TEXT	Что необходимо выполнить?
IDS_SEARCH_BTN_SUB_MENU	Поиск контента
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Поиск контента в библиотеке
GRACEFUL_DEGRADATION	Эта функция временно недоступна в результате проблем в сети. \n\nПовторите попытку позднее.
SHARE_BTN	Поделиться по электронной почте
COPY_BTN	Копировать ссылку
SHARE_MAIL_SUBJECT	Рекомендуемый контент
SHARE_MAIL_HEADER	Уважаемый пользователь! \n\nВам может быть интересен этот контент. \n\n
SHARE_MAIL_FOOTER	С уважением,
SHARE_MAIL_LINK	Ссылка:\t
SHARE_MAIL_CAPTION	Подпись:\t
SHARE_TITLE	Совместно использовать контент
SELECT_ASSET	Выбрать ресурс для запуска.
ENTER_NAME	Ввести имя
DELETE_RECORD_WRN	Важно: эту операцию невозможно отменить.
MSG_PA_NEXT_LBL	Дальше
MSG_PA_STEP_LBL	Список шагов
TOGGLE_STEPLIST_TOOLTIP	Показать/скрыть список шагов
PREVIEW_STEP_TOOLTIP	Предварительный просмотр шага
NEXT_STEP_TOOLTIP	Перейти к следующему шагу
PREV_STEP_TOOLTIP	Перейти к предыдущему шагу
ROLES_TITLE	Роли ассистента рабочего стола
ROLES_LBL	Фильтр содержимого справки по роли
OK_CAPTION	ОК
CANCEL_CAPTION	Отменить
BTN_YES	Да
BTN_NO	Нет
DELETE_CONFIRM	Удалить эту записку?
EXIT_CONFIRM	Выйти из @{NAVIGATOR}?
sticky_notes	Заметки
exit_da	Выход @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Добавьте здесь текст.
SEARCH_BTN_TOOLTIP	Поиск
NEXT_BTN_TOOLTIP	Дальше
PREV_BTN_TOOLTIP	Назад
HIDE_BTN_TOOLTIP	Скрыть ленту
IDS_PRJ_NAME	Ввести имя:
IDS_APPLICATIONS	Выбрать окно:
IDS_PRJ_LANGUAGE	Выбрать язык:
IDS_FULL_SCREEN	Полный экран
IDS_CHOOSE_APP_CAPTION	Выбрать приложение
IDS_RECORD_BTN	Запись
IDS_ANALYZE_ACTIONS	Анализ операций...
IDS_PARSE_PROJECT	Синтаксический анализ проекта...
IDS_REGION	Область
IDS_AREA_HELP	Измените размер области путем выбора шаблона ниже. Измените размер красного прямоугольника для выбора области или полного экрана.
IDS_CHOOSE_SIZE	Выбрать размер:
IDS_DEFINE_REC_AREA	Область записи
IDS_DEFINE_NAME_LANG	Создать контент
PLEASE_SELECT	Выберите
quick_recorder.help_caption	Совет
quick_recorder.help	Для остановки и продолжения используйте клавишу "ПАУЗА". \nДля завершения используйте клавишу "КОНЕЦ". \n\nДля начала записи нажмите "OK".
quick_recorder.audio_help	Для остановки и продолжения используйте клавишу 'ПАУЗА'. \nДля завершения используйте клавишу 'КОНЕЦ'. \n\nАудио:\nво время щелчка аудио не записывается. Произнесите текст до выбора соответствующего элемента управления. \n\nДля начала записи нажмите 'OK'.
FILE_EXISTS	Файл с таким именем уже существует. Введите другое имя.
HELP_EXIT_CONTROL_H	Останавливает воспроизведение и закрывает @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Выход
BTN_CLOSE_DLG	Закрыть
DELETE_RECORD_WRN	Важно: эту операцию невозможно отменить.
ENTER_NAME	Ввести имя
IDS_CLEAR_SEARCH	Очистить поиск
IDS_RESET_ALL_TIP	Снова показать все скрытые подсказки при первом входе на экран
IDS_SEARCH_INPUT	Контент средства поиска
LBL_DELETE	Удалить
LBL_NAVI_NO_MATCH	Нет результатов, удовлетворяющих критериям поиска.
LBL_TU	Открыть
MSG_PA_NEXT_LBL	Дальше
MSG_PA_STEP_LBL	Список шагов
RENAME_FAILED	Операция переименования не выполнена.
ROLES_LBL	Фильтр содержимого справки по роли
SELECT_ASSET	Выбрать ресурс для запуска.
LBL_CDOC	Открыть
LBL_RECORD_DOCUMENT	Записать документ
QR_CAPTION	Выбрать вывод записи
QR_WELCOME	Что следует создать?
QR_DOC_CAP	Документ
QR_DOC_TXT	Создает документ Microsoft Word, отображающий снимок экрана и текст инструкции для каждой записываемой операции.
QR_VIDEO_CAP	Видео
QR_VIDEO_TXT	Создает видео вашей записи высокого качества.
QR_DOC_VIDEO_CAP	Документ и видео
QR_DOC_VIDEO_TXT	Создает документ и видео
SHARE_ERR_CAP	Невозможно поделиться записью
SHARE_ERR_TXT	Эта запись слишком большая, чтобы отправить ее по электронной почте.\nВместо этого открыть местоположение файла?
HELP_CONTENT_WINDOW_H	Окно контента содержит доступную информацию, режимы и документацию для выбранного контента главного окна.</br>Окно контента можно пристыковать к главному окну, что позволит перемещать эти окна одновременно.
HELP_CONTENT_WINDOW_T	Окно контента
IDS_CONTENT_BTN	Контент
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL текущей страницы:
