#	Engelske tekstatomer
BULLET	&#149;
IDS_HIDE_CA_SWITCH	Skjul konteksthjelp
IDS_CA_SWITCH_INACTIVE_BTN	Ingen konteksthjelp er tilgjengelig
IDS_DO_CTX_RECOGNITION	Vis konteksthjelp
IDS_NAV_STANDBY	@{NAVIGATOR} er deaktivert.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} er aktivert.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} er nå tilgjengelig igjen. Du kan bruke @{NAVIGATOR} hvis du trenger hjelp.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} forsvant automatisk fordi det finnes tilgjengelig hjelp i applikasjonen som du har åpnet nå. Det er bare å åpne hjelpen i applikasjonen hvis du trenger mer assistanse.
IDS_ADD_STICKY_NOTES_BTN	Tilføy klistrelapp
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Du kan bare tilføye én klistrelapp for denne applikasjonen
IDS_EXIT_DA	Avslutt
IDS_EXIT_DA_BTN	Avslutt
IDS_EXIT_DA_SUB_MENU	Avslutt
IDS_SHOW_MORE	Vis mer
IDS_HIDE_MORE	Skjul mer
IDS_REQUEST_CONTENT_SUB_MENU	Rekvirer innhold
IDS_SHOW_CA_SUB_MENU	Vis konteksthjelp
IDS_HIDE_CA_SUB_MENU	Skjul konteksthjelp
IDS_ADD_STICKY_NOTE_SUB_MENU	Tilføy klistrelapp
IDS_RECORDING_SUB_MENU	Start opptak
IDS_CA_SWITCH_SUB_MENU	Konteksthjelp
IDS_SHARE_DLG_CAPTION	Del dokument
IDS_DELETE_FRAMES	Sletter rammer
OPEN_FOLDER	Åpne mappe
SHARE_DOC	Del via e-post
IDS_SHARE_DLG_TEXT	Hva vil du gjøre?
IDS_SEARCH_BTN_SUB_MENU	Søk etter innhold
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Søk etter innhold i library
GRACEFUL_DEGRADATION	Denne funksjonen er midlertidig utilgjengelig på grunn av nettverksproblemer. \n\nPrøv igjen senere.
SHARE_BTN	Del via e-post
COPY_BTN	Kopier lenke
SHARE_MAIL_SUBJECT	Anbefalt innhold
SHARE_MAIL_HEADER	Hei,\n\nDette innholdet kan kanskje være av interesse. \n\n
SHARE_MAIL_FOOTER	Vennlig hilsen
SHARE_MAIL_LINK	Lenke:\t
SHARE_MAIL_CAPTION	Bildetekst:\t
SHARE_TITLE	Del innhold
SELECT_ASSET	Velg et anleggsmiddel for å starte.
ENTER_NAME	Oppgi et navn
DELETE_RECORD_WRN	Viktig: Denne aktiviteten kan ikke angres.
MSG_PA_NEXT_LBL	Neste
MSG_PA_STEP_LBL	Trinnvis liste
TOGGLE_STEPLIST_TOOLTIP	Vis/skjul trinnliste
PREVIEW_STEP_TOOLTIP	Forhåndsvis trinn
NEXT_STEP_TOOLTIP	Gå til neste trinn
PREV_STEP_TOOLTIP	Gå til forrige trinn
ROLES_TITLE	Roller for skrivebordsveiviser
ROLES_LBL	Filtrer hjelpeinnhold etter rolle
OK_CAPTION	OK
CANCEL_CAPTION	Avbryt
BTN_YES	Ja
BTN_NO	Nei
DELETE_CONFIRM	Er du sikker på at du vil slette klistrelappen?
EXIT_CONFIRM	Er du sikker på at du vil avslutte @{NAVIGATOR}?
sticky_notes	Klistrelapper
exit_da	Avslutt @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Legg til din tekst her
SEARCH_BTN_TOOLTIP	Søk
NEXT_BTN_TOOLTIP	Neste
PREV_BTN_TOOLTIP	Forrige
HIDE_BTN_TOOLTIP	Skjul karusell
IDS_PRJ_NAME	Oppgi navn:
IDS_APPLICATIONS	Velg vindu:
IDS_PRJ_LANGUAGE	Velg språk:
IDS_FULL_SCREEN	Fullskjerm
IDS_CHOOSE_APP_CAPTION	Velg applikasjon
IDS_RECORD_BTN	Ta opp
IDS_ANALYZE_ACTIONS	Analyserer aktiviteter...
IDS_PARSE_PROJECT	Analyseprosjekt...
IDS_REGION	Region
IDS_AREA_HELP	Endre regionstørrelsen ved å velge en mal nedenfor. Skaler det røde rektangelet for å velge en region, eller velg fullskjerm.
IDS_CHOOSE_SIZE	Velg størrelse:
IDS_DEFINE_REC_AREA	Opptaksområde
IDS_DEFINE_NAME_LANG	Generer innhold
PLEASE_SELECT	Velg
quick_recorder.help_caption	Tips
quick_recorder.help	Bruk "PAUSE"-tasten til å sette på pause eller fortsette. \nBruk "END"-tasten til å fullføre. \n\nVelg "OK" for å starte innspilling.
quick_recorder.audio_help	Bruk "PAUSE"-tasten til å sette på pause eller fortsette. \nBruk "END"-tasten til å fullføre. \n\nLyd:\nLyden blir ikke spilt inn under et klikk. Uttal teksten før du velger en kontroll. \n\nVelg "OK" for å starte innspilling.
FILE_EXISTS	Det finnes allerede en fil med samme navn. Oppgi et annet navn.
HELP_EXIT_CONTROL_H	Stopper avspillingen og lukker @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Avslutt
BTN_CLOSE_DLG	Lukk
DELETE_RECORD_WRN	Viktig: Denne aktiviteten kan ikke angres.
ENTER_NAME	Oppgi et navn
IDS_CLEAR_SEARCH	Tilbakestill søk
IDS_RESET_ALL_TIP	Vis alle skjulte tips igjen når et skjermbilde åpnes første gang.
IDS_SEARCH_INPUT	Søk etter hjelpeinnhold
LBL_DELETE	Slett
LBL_NAVI_NO_MATCH	Finner ingen resultater for søket.
LBL_TU	Åpne
MSG_PA_NEXT_LBL	Neste
MSG_PA_STEP_LBL	Trinnvis liste
RENAME_FAILED	Endring av navn mislyktes.
ROLES_LBL	Filtrer hjelpeinnhold etter rolle
SELECT_ASSET	Velg et anleggsmiddel for å starte.
LBL_CDOC	Åpne
LBL_RECORD_DOCUMENT	Saksmappedokument
QR_CAPTION	Velg opptaksutdata
QR_WELCOME	Hva vil du lage?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Oppretter et Microsoft Word-dokument som viser et øyeblikksbilde og en instruksjonstekst for hver aktivitet du spiller inn.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Lager en video av høy kvalitet av din innspilling.
QR_DOC_VIDEO_CAP	Dokument og video
QR_DOC_VIDEO_TXT	Oppretter et dokument og lager en video.
SHARE_ERR_CAP	Kan ikke dele opptak
SHARE_ERR_TXT	Dette opptaket er for stort til å deles via e-post.\nVil du åpne en filplassering i stedet?
HELP_CONTENT_WINDOW_H	Innholdsvinduet viser tilgjengelig informasjon, modi og dokumentasjon for valgt innhold i hovedvinduet.</br>Innholdsvinduet kan forankres til hovedvinduet, slik at du kan flytte begge vinduene på skjermen.
HELP_CONTENT_WINDOW_T	Innholdsvindu
IDS_CONTENT_BTN	Innhold
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL for aktuell side:
