#	אטומי טקסט באנגלית
BULLET	&#149;
HELP_MINIMIZED_MENU_H	תפריט הלחצן הימני (לחיצת לחצן ימני בעכבר על הסמל) כולל פונקציות להצגת החלון העיקרי ועזרת ההקשר.
HELP_BOOK_WINDOW_T	חלון ספר
HELP_BOOK_WINDOW_H	חלון הספר נפתח כשמנגנים הקלטת ספר. החלון הראשי וחלון התוכן מוסתרים.
HELP_GOTOTOP	עבור לקצה עליון
HELP_CAPTION	@{NAVIGATOR} עזרה
NAVHELP_TITLE	סמל סטאטוס ותפריט הקשר
NAVHELP_INTRO	</br>העזרה מספקת לך סקירה על סמל הסטאטוס והזנות תפריט הקשר.
NAVHELP_STATUS_ICON_T	סמל סטאטוס (סרגל משימות)
NAVHELP_STATUS_ICON_H	סמל הסטאטוס ממוקם בסרגל המשימות ומציג את הפעילויות הנוכחיות של ה-@{NAVIGATOR}. אלה הסטאטוסים:
NAVHELP_STATUS_FOUND_T	תוכן זמין (סמל ירוק)
NAVHELP_STATUS_FOUND_H	התוכן זמין עבור ההקשר הנוכחי ומוצג.
NAVHELP_STATUS_CHECK_T	טוען תוכן (סמל צהוב)
NAVHELP_STATUS_CHECK_H	@{NAVIGATOR} בודק את ההקשר הנוכחי עבור תוכן זמיןוטוען את התוכן.
NAVHELP_STATUS_NOFOUND_T	אין תוכן זמין (סמל אדום)
NAVHELP_STATUS_NOFOUND_H	התוכן לא זמין עבור ההקשר הנוכחי.
NAVHELP_STANDBY_T	מושבת
NAVHELP_STANDBY_H	@{NAVIGATOR} מושבת. לחיצה על סמל סטאטוס (<i>CTRL + F11</i>) משבית או מאפשר @{NAVIGATOR}.
NAVHELP_STATUS_MIN_T	ממוזער
NAVHELP_STATUS_MIN_H	חלונות וסרגל צדדי ממוזערים.
NAVHELP_STATUS_MENU_T	תפריט לחצן ימני
NAVHELP_STATUS_MENU_H	תפריט לחצן ימני (לחיצה על הסמל באמצעות הלחצן הימני בעכבר) כולל פונקציות כלליות של @{NAVIGATOR}.
NAVHELP_VERSION_T	הצג גרסה
NAVHELP_VERSION_H	מציג את מספר הגרסה של ה-@{NAVIGATOR} שמותקן. הדבר הכרחי בכל פעם שיוצרים קשר עם התמיכה במקרה של בעיות.
NAVHELP_JSCONSOLE_T	לוח בקרה של Javascript
NAVHELP_JSCONSOLE_H	מציג את לוח הבקרה של Javascript כדי לספק הודעות שגיאה מפורטות. הדבר הכרחי בכל פעם שיוצרים קשר עם התמיכה במקרה של בעיות.
NAVHELP_NAV_CACHE_T	מחק מטמון מקומי
NAVHELP_NAV_CACHE_H	מוחק את המטמון המקומי של תוכן @{NAVIGATOR} .
NAVHELP_RESET_HIDDEN_T	הצג עזרה מוסתרת שוב
NAVHELP_RESET_HIDDEN_H	מאפס אלמנטים של עזרה שהוגדרו כ'נסתרים' במהלך ה-Playback.
NAVHELP_EXIT_T	צא
NAVHELP_EXIT_H	עוצר את ניגון ההקלטה וסוגר את @{NAVIGATOR}.
IDS_NAVP_ABOUT	הצג גרסה...
IDS_NAVP_CONSOLE	לוח בקרה של Javascript...
IDS_NAVP_DELETE_CACHE	מחק מטמון מקומי
IDS_NAVP_HOOKER	Hooker
IDS_SEARCH_INPUT	תוכן של עזרת חיפוש
IDS_CLEAR_SEARCH	נקה חיפוש
IDS_NAVP_CLOSE	צא
IDS_RESET_CURRENT	הצג שוב אלמנט עזרה מוסתר
IDS_RESET_ALL	הצג עזרה מוסתרת שוב
IDS_RESET_ALL_TIP	הצג רמזים שהושבתו שוב בכניסה למסך בפעם הראשונה.
IDS_OPEN_RECORD_LBL	פתח
IDS_EDIT_RECORD_LBL	שנה שם
IDS_DELETE_RECORD_LBL	מחק
IDS_SHARE_RECORD_LBL	שתף
IDS_EXTERNAL_SEARCH_BTN	חיפוש חיצוני
IDS_EXTERNAL_SEARCH_SUB_MENU	חיפוש חיצוני
IDS_SHOW_SCREEN_ICON	הצג סייע של שולחן עבודה
IDS_SHOW_DA	הצג חלון ראשי
IDS_SHOW_CONTENT	הצג תוכן
IDS_HIDE_CONTENT	הסתר תוכן
IDS_SEARCH_BTN	חפש
IDS_REQUEST_CONTENT_BTN	בקש תוכן
IDS_RECORDING_BTN	התחל הקלטה
IDS_SHOW_CA_SWITCH	הצג עזרת הקשר
IDS_HIDE_CA_SWITCH	הסתר עזרת הקשר
IDS_CA_SWITCH_INACTIVE_BTN	עזרה הקשר אינה זמינה
IDS_DO_CTX_RECOGNITION	הצג עזרת הקשר
IDS_NAV_STANDBY	@{NAVIGATOR} מושבת.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} מופעל.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} זמין כעת שוב. ניתן להשתמש ב-@{NAVIGATOR} אם אתה זקוק לעזרה נוספת.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} נעלם אוטומטית מכיוון שעזרה מתאימה זמינה ביישום שפתוח כרגע. פתח את העזרה ביישום שבו אתה זקוק לעזרה נוספת.
IDS_ADD_STICKY_NOTES_BTN	הוסף פתק נדבק
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	ניתן להוסיף רק פתק נדבק אחד ליישום זה.
IDS_EXIT_DA	צא
IDS_EXIT_DA_BTN	צא
IDS_EXIT_DA_SUB_MENU	צא
IDS_SHOW_MORE	הצג יותר
IDS_HIDE_MORE	הסתר עוד
IDS_REQUEST_CONTENT_SUB_MENU	בקש תוכן
IDS_SHOW_CA_SUB_MENU	הצג עזרת הקשר
IDS_HIDE_CA_SUB_MENU	הסתר עזרת הקשר
IDS_ADD_STICKY_NOTE_SUB_MENU	הוסף פתק נדבק
IDS_RECORDING_SUB_MENU	התחל הקלטה
IDS_CA_SWITCH_SUB_MENU	עזרת הקשר
IDS_SHARE_DLG_CAPTION	שתף מסמך
IDS_DELETE_FRAMES	מחיקת מסגרות
OPEN_FOLDER	פתח תיקייה
SHARE_DOC	שתף באמצעות דוא"ל
IDS_SHARE_DLG_TEXT	מה ברצונך לעשות?
IDS_SEARCH_BTN_SUB_MENU	חפש תוכן
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	חפש תוכן בספרייה
GRACEFUL_DEGRADATION	מאפיין זה אינו זמין באופן זמני עקב בעיות רשת. \n\nנסה שוב מאוחר יותר.
SHARE_BTN	שתף באמצעות דוא"ל
COPY_BTN	העתק קישור
SHARE_MAIL_SUBJECT	תוכן מומלץ
SHARE_MAIL_HEADER	משתמש יקר,\n\nתוכן זה עשוי לעניין אותך. \n\n
SHARE_MAIL_FOOTER	בברכה,
SHARE_MAIL_LINK	קישור:\t
SHARE_MAIL_CAPTION	כיתוב:\t
SHARE_TITLE	שתף תוכן
SELECT_ASSET	בחר נכס כדי להתחיל.
ENTER_NAME	הזן שם
DELETE_RECORD_WRN	חשוב: פעולה זו אינה ניתנת לביטול.
MSG_PA_NEXT_LBL	הבא
MSG_PA_STEP_LBL	רשימת שלבים
TOGGLE_STEPLIST_TOOLTIP	הצג / הסתר רשימת שלבים
PREVIEW_STEP_TOOLTIP	הצג תצוגה מקדימה של שלב
NEXT_STEP_TOOLTIP	עבור לשלב הבא
PREV_STEP_TOOLTIP	עבור אל השלב הקודם
ROLES_TITLE	תפקידי סייע שולחן העבודה
ROLES_LBL	סנן תוכן עזרה לפי תפקיד
OK_CAPTION	OK
CANCEL_CAPTION	בטל
BTN_YES	כן
BTN_NO	לא
DELETE_CONFIRM	האם אתה בטוח שברצונך למחוק את הפתק הנדבק הזה?
EXIT_CONFIRM	האם אתה בטוח שברצונך לצאת מ-@{NAVIGATOR}?
sticky_notes	פתקים נדבקים
exit_da	צא מ-@{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	הוסף את הטקסט שלך כאן.
SEARCH_BTN_TOOLTIP	חפש
NEXT_BTN_TOOLTIP	הבא
PREV_BTN_TOOLTIP	הקודם
HIDE_BTN_TOOLTIP	הסתר קרוסלה
IDS_PRJ_NAME	הזן שם:
IDS_APPLICATIONS	בחר חלון:
IDS_PRJ_LANGUAGE	בחר שפה:
IDS_FULL_SCREEN	מסך מלא
IDS_CHOOSE_APP_CAPTION	בחר יישום
IDS_RECORD_BTN	רשומה
IDS_ANALYZE_ACTIONS	מנתח פעולות...
IDS_PARSE_PROJECT	מנתח פרויקט...
IDS_REGION	אזור
IDS_AREA_HELP	שנה את גודל האזור על-ידי בחירת תבנית להלן. שנה את קנה המידה של המלבן האדום כדי לבחור אזור או בחר את המסך המלא.
IDS_CHOOSE_SIZE	בחר גודל:
IDS_DEFINE_REC_AREA	אזור רישום
IDS_DEFINE_NAME_LANG	צור מסמך
PLEASE_SELECT	בחר
quick_recorder.help_caption	טיפ
quick_recorder.help	השתמש במקש "PAUSE" כדי להשהות או כדי להמשיך. \nהשתמש במקש "END" כדי לסיים. \n\nלחץ על 'אישור' כדי להתחיל את ההקלטה.
quick_recorder.audio_help	השתמש במקש "PAUSE" כדי להשהות או כדי להמשיך. \nהשתמש במקש "END" כדי לסיים. \n\nשמע:\nהשמע שלך אינו מוקלט בזמן לחיצה. דקלם את הטקסט שלך לפני בחירת בקרה. \n\nלחץ על 'אישור' כדי להתחיל את ההקלטה.
FILE_EXISTS	כבר קיים קובץ בשם זהה. הזן שם שונה.
HELP_EXIT_CONTROL_H	עוצר את ניגון ההקלטה וסוגר את @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	צא
BTN_CLOSE_DLG	סגור
DELETE_RECORD_WRN	חשוב: פעולה זו אינה ניתנת לביטול.
ENTER_NAME	הזן שם
IDS_CLEAR_SEARCH	נקה חיפוש
IDS_RESET_ALL_TIP	הצג רמזים שהושבתו שוב בכניסה למסך בפעם הראשונה.
IDS_SEARCH_INPUT	תוכן של עזרת חיפוש
LBL_DELETE	מחק
LBL_NAVI_NO_MATCH	החיפוש שלך לא החזיר תוצאות.
LBL_TU	פתוח
MSG_PA_NEXT_LBL	הבא
MSG_PA_STEP_LBL	רשימת שלבים
RENAME_FAILED	שינוי שם פעולה נכשל.
ROLES_LBL	סנן תוכן עזרה לפי תפקיד
SELECT_ASSET	בחר נכס כדי להתחיל.
LBL_CDOC	פתוח
LBL_RECORD_DOCUMENT	מסמך רשומה
QR_CAPTION	פתח פלט רישום
QR_WELCOME	מה ברצונך ליצור?
QR_DOC_CAP	מסמך
QR_DOC_TXT	יוצר מסמך Microsoft Word המראה צילום מסך וטקסט הנחייה עבור כל פעולה שנרשמה.
QR_VIDEO_CAP	וידאו
QR_VIDEO_TXT	יוצר וידאו באיכות גבוהה של ההקלטה.
QR_DOC_VIDEO_CAP	מסמך ווידאו
QR_DOC_VIDEO_TXT	יוצר מסמך ווידאו
SHARE_ERR_CAP	לא ניתן לשתף הקטלה
SHARE_ERR_TXT	הקלטה זו גדולה מדי עבור שיתוף באמצעות דוא"ל.\nהאם ברצונך לפתוח מיקום קובץ במקום זאת?
HELP_CONTENT_WINDOW_H	חלון התוכן מציג את המידע, המצבים והתיעוד הזמינים עבור התוכן הנבחר של החלון הראשי.</br>ניתן לעגן את חלון התוכן בחלון הראשי, וכך תוכל להזיז את שני החלונות ביחד במסך.
HELP_CONTENT_WINDOW_T	חלון תוכן
IDS_CONTENT_BTN	תוכן
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	כתובת URL של דף נוכחי:
