#	Atom teks berbahasa Inggeris
BULLET	&#149;
IDS_EDIT_RECORD_LBL	Namakan semula
IDS_DELETE_RECORD_LBL	Padam
IDS_SHARE_RECORD_LBL	Kongsi
IDS_EXTERNAL_SEARCH_BTN	Carian Luaran
IDS_EXTERNAL_SEARCH_SUB_MENU	Carian Luaran
IDS_SHOW_SCREEN_ICON	Tunjukan Pembantu Desktop
IDS_SHOW_DA	Tunjukkan Tetingkap Utama
IDS_SHOW_CONTENT	Tunjukkan Kandungan
IDS_HIDE_CONTENT	Sembunyikan Kandungan
IDS_SEARCH_BTN	Cari
IDS_REQUEST_CONTENT_BTN	Minta Kandungan
IDS_RECORDING_BTN	Mulakan Rakaman
IDS_SHOW_CA_SWITCH	Tunjukkan Bantuan Konteks
IDS_HIDE_CA_SWITCH	Sembunyikan Bantuan Konteks
IDS_CA_SWITCH_INACTIVE_BTN	Tiada Bantuan Konteks Tersedia
IDS_DO_CTX_RECOGNITION	Tunjukkan Bantuan Konteks
IDS_NAV_STANDBY	@{NAVIGATOR} dinyahdayakan.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} didayakan.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} kini tersedia lagi. Anda boleh gunakan @{NAVIGATOR} jika perlukan apa-apa bantuan.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} hilang secara automatik setelah bantuan yang sesuai tersedia dalam aplikasi yang anda buka buat masa ini. Hanya buka bantuan dalam aplikasi jika anda perlukan bantuan selanjutnya.
IDS_ADD_STICKY_NOTES_BTN	Tambah Nota Lekat
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Anda hanya boleh menambah satu nota lekat untuk aplikasi ini.
IDS_EXIT_DA	Keluar
IDS_EXIT_DA_BTN	Keluar
IDS_EXIT_DA_SUB_MENU	Keluar
IDS_SHOW_MORE	Tunjukkan Lagi
IDS_HIDE_MORE	Sembunyikan Lagi
IDS_REQUEST_CONTENT_SUB_MENU	Minta Kandungan
IDS_SHOW_CA_SUB_MENU	Tunjukkan Bantuan Konteks
IDS_HIDE_CA_SUB_MENU	Sembunyikan Bantuan Konteks
IDS_ADD_STICKY_NOTE_SUB_MENU	Tambah Nota Lekat
IDS_RECORDING_SUB_MENU	Mulakan Rakaman
IDS_CA_SWITCH_SUB_MENU	Bantuan Konteks
IDS_SHARE_DLG_CAPTION	Kongsi Dokumen
IDS_DELETE_FRAMES	Memadam Bingkai
OPEN_FOLDER	Buka Folder
SHARE_DOC	Kongsi melalui E-mel
IDS_SHARE_DLG_TEXT	Apakah anda ingin buat?
IDS_SEARCH_BTN_SUB_MENU	Cari Kandungan
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Cari Kandungan dalam pustaka
GRACEFUL_DEGRADATION	Ciri ini tidak tersedia buat sementara waktu disebabkan oleh isu rangkaian. \n\nSila cuba lagi kemudian.
SHARE_BTN	Kongsi melalui E-mel
COPY_BTN	Salin Pautan
SHARE_MAIL_SUBJECT	Kandungan Disyorkan
SHARE_MAIL_HEADER	Pengguna yang Dikasihi,\n\nKandungan ini mungkin menarik bagi anda. \n\n
SHARE_MAIL_FOOTER	Yang Benar,
SHARE_MAIL_LINK	Pautan:\t
SHARE_MAIL_CAPTION	Kapsyen:\t
SHARE_TITLE	Kongsi Kandungan
SELECT_ASSET	Pilih aset untuk mulakan.
ENTER_NAME	Masukkan nama
DELETE_RECORD_WRN	Penting: Tindakan ini tidak boleh dibatalkan.
MSG_PA_NEXT_LBL	Seterusnya
MSG_PA_STEP_LBL	Senarai Langkah
TOGGLE_STEPLIST_TOOLTIP	Tunjukkan/Sembunyikan Senarai Langkah
PREVIEW_STEP_TOOLTIP	Pratonton Langkah
NEXT_STEP_TOOLTIP	Pergi ke Langkah Seterusnya
PREV_STEP_TOOLTIP	Pergi ke Langkah Sebelumnya
ROLES_TITLE	Peranan Pembantu Desktop
ROLES_LBL	Tapis Kandungan Bantuan Mengikut Fungsi
OK_CAPTION	OK
CANCEL_CAPTION	Batal
BTN_YES	Ya
BTN_NO	Tidak
DELETE_CONFIRM	Anda pasti yang anda ingin memadam nota lekat ini?
EXIT_CONFIRM	Adakah anda betul-betul ingin keluar @{NAVIGATOR}?
sticky_notes	Nota Lekat
exit_da	Keluar @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Tambah teks anda di sini.
SEARCH_BTN_TOOLTIP	Cari
NEXT_BTN_TOOLTIP	Seterusnya
PREV_BTN_TOOLTIP	Sebelumnya
HIDE_BTN_TOOLTIP	Sembunyikan Karusel
IDS_PRJ_NAME	Masukkan Nama:
IDS_APPLICATIONS	Pilih Tetingkap:
IDS_PRJ_LANGUAGE	Pilih Bahasa:
IDS_FULL_SCREEN	Skrin Penuh
IDS_CHOOSE_APP_CAPTION	Pilih Aplikasi
IDS_RECORD_BTN	Rakam
IDS_ANALYZE_ACTIONS	Menganalisis tindakan...
IDS_PARSE_PROJECT	Projek penghuraian
IDS_REGION	Kawasan
IDS_AREA_HELP	Tukar saiz kawasan dengan memilih templat di bawah. Skalakan segi empat tepat merah untuk memilih kawasan atau memilih skrin penuh.
IDS_CHOOSE_SIZE	Pilih Saiz:
IDS_DEFINE_REC_AREA	Bahagian Rakaman
IDS_DEFINE_NAME_LANG	Janakan Kandungan
PLEASE_SELECT	Sila pilih
quick_recorder.help_caption	Tip
quick_recorder.help	Gunakan kekunci "PAUSE" untuk jeda atau untuk teruskan. \nGunakan kekunci "END" untuk menamatkan. \n\nPilih "OK" untuk memulakan rakaman.
quick_recorder.audio_help	Gunakan kekunci "PAUSE" untuk jeda atau untuk teruskan. \nGunakan kekunci "END" untuk menamatkan. \n\nAudio:\nAudio anda tidak dirakam semasa klik. Nyatakan teks anda sebelum memilih kawalan. \n\nPilih "OK" untuk memulakan rakaman.
FILE_EXISTS	Fail dengan nama sama telah wujud. Masukkan nama berlainan.
HELP_EXIT_CONTROL_H	Hentikan main semula dan tutup @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Keluar
BTN_CLOSE_DLG	Tutup
DELETE_RECORD_WRN	Penting: Tindakan ini tidak boleh dibatalkan.
ENTER_NAME	Masukkan nama
IDS_CLEAR_SEARCH	Kosongkan Carian
IDS_RESET_ALL_TIP	Tunjukkan semua kenaan dinyahdaya semula semasa memasukkan skrin pada kali pertama.
IDS_SEARCH_INPUT	Kandungan Bantuan Carian
LBL_DELETE	Padam
LBL_NAVI_NO_MATCH	Tiada hasil untuk carian anda.
LBL_TU	Buka
MSG_PA_NEXT_LBL	Seterusnya
MSG_PA_STEP_LBL	Senarai Langkah
RENAME_FAILED	Operasi penamaan semula gagal.
ROLES_LBL	Tapis Kandungan Bantuan Mengikut Fungsi
SELECT_ASSET	Pilih aset untuk mulakan.
LBL_CDOC	Buka
LBL_RECORD_DOCUMENT	Rekod Dokumen
QR_CAPTION	Pilih Output Rakaman
QR_WELCOME	Apakah anda ingin cipta?
QR_DOC_CAP	Dokumen
QR_DOC_TXT	Cipta dokumen Microsoft Word yang menunjukkan syot layar dan teks arahan untuk setiap tindakan yang anda rekodkan.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Cipta video yang berkualiti tinggi bagi rakaman anda.
QR_DOC_VIDEO_CAP	Dokumen dan Video
QR_DOC_VIDEO_TXT	Cipta dokumen dan video.
SHARE_ERR_CAP	Tidak boleh kongsi rakaman
SHARE_ERR_TXT	Rakaman ini terlalu besar untuk dikongsi melalui e-mel.\nAdakah anda ingin membuka lokasi fail?
HELP_CONTENT_WINDOW_H	Tetingkap kandungan menunjukkan maklumat tersedia, mod dan dokumentasi untuk kandungan dipilih tetingkap utama.</br>Tetingkap kandungan boleh didok pada tetingkap utama, yang membolehkan anda untuk menggerakkan tetingkap bersama-sama pada skrin.
HELP_CONTENT_WINDOW_T	Tetingkap Kandungan
IDS_CONTENT_BTN	Kandungan
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL halaman semasa:
