#	Anglické textové atómy
BULLET	&#149;
IDS_RESET_ALL	Znovu zobraziť celú potlačenú nápoveď
IDS_RESET_ALL_TIP	Znovu zobraziť všetky deaktivované poznámky pri prvom vstupe na obrazovku.
IDS_OPEN_RECORD_LBL	Otvoriť
IDS_EDIT_RECORD_LBL	Premenovať
IDS_DELETE_RECORD_LBL	Odstrániť
IDS_SHARE_RECORD_LBL	Zdieľať
IDS_EXTERNAL_SEARCH_BTN	Externé hľadanie
IDS_EXTERNAL_SEARCH_SUB_MENU	Externé hľadanie
IDS_SHOW_SCREEN_ICON	Zobraziť asistenta pracovnej plochy
IDS_SHOW_DA	Zobraziť hlavné okno
IDS_SHOW_CONTENT	Zobraziť obsah
IDS_HIDE_CONTENT	Skryť obsah
IDS_SEARCH_BTN	Hľadať
IDS_REQUEST_CONTENT_BTN	Vyžiadať obsah
IDS_RECORDING_BTN	Spustiť zaznamenávanie
IDS_SHOW_CA_SWITCH	Zobraziť kontextovú nápoveď
IDS_HIDE_CA_SWITCH	Skryť kontextovú nápoveď
IDS_CA_SWITCH_INACTIVE_BTN	Nie je dostupná žiadna nápoveď
IDS_DO_CTX_RECOGNITION	Zobraziť kontextovú nápoveď
IDS_NAV_STANDBY	@{NAVIGATOR} je deaktivovaný.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} je aktivovaný.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} je teraz znovu dostupný. Ak potrebujete pomoc, môžete použiť @{NAVIGATOR}.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} automaticky zmizol, pretože príslušná nápoveď je k dispozícii v aplikácii, ktorú ste práve otvorili. Ak potrebujete ďalšiu pomoc, jednoducho otvorte nápoveď v aplikácii.
IDS_ADD_STICKY_NOTES_BTN	Pridať rýchlu poznámku
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Pre túto aplikáciu môžete pridať len jednu rýchlu poznámku.
IDS_EXIT_DA	Ukončiť
IDS_EXIT_DA_BTN	Ukončiť
IDS_EXIT_DA_SUB_MENU	Ukončiť
IDS_SHOW_MORE	Zobraziť viac
IDS_HIDE_MORE	Skryť viac
IDS_REQUEST_CONTENT_SUB_MENU	Vyžiadať obsah
IDS_SHOW_CA_SUB_MENU	Zobraziť kontextovú nápoveď
IDS_HIDE_CA_SUB_MENU	Skryť kontextovú nápoveď
IDS_ADD_STICKY_NOTE_SUB_MENU	Pridať rýchlu poznámku
IDS_RECORDING_SUB_MENU	Spustiť zaznamenávanie
IDS_CA_SWITCH_SUB_MENU	Kontextová nápoveď
IDS_SHARE_DLG_CAPTION	Zdieľať dokument
IDS_DELETE_FRAMES	Odstránenie snímok
OPEN_FOLDER	Otvoriť zložku
SHARE_DOC	Zdieľať e-mailom
IDS_SHARE_DLG_TEXT	Čo chcete urobiť?
IDS_SEARCH_BTN_SUB_MENU	Vyhľadať obsah
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Prehľadať obsah v library
GRACEFUL_DEGRADATION	Táto funkcia je z dôvodu problémov so sieťou dočasne nedostupná. \n\nSkúste to neskôr znovu.
SHARE_BTN	Zdieľať e-mailom
COPY_BTN	Kopírovať prepojenie
SHARE_MAIL_SUBJECT	Odporučený obsah
SHARE_MAIL_HEADER	Vážený používateľ,\n\ntento obsah by Vás mohol zaujímať. \n\n
SHARE_MAIL_FOOTER	S pozdravom,
SHARE_MAIL_LINK	Prepojenie:\t
SHARE_MAIL_CAPTION	Popis:\t
SHARE_TITLE	Zdieľať obsah
SELECT_ASSET	Vyberte majetok, aby ste začali.
ENTER_NAME	Zadajte názov
DELETE_RECORD_WRN	Dôležité: Táto akcia sa nemôže vrátiť späť.
MSG_PA_NEXT_LBL	Ďalej
MSG_PA_STEP_LBL	Zoznam krokov
TOGGLE_STEPLIST_TOOLTIP	Zobraziť/skryť zoznam krokov
PREVIEW_STEP_TOOLTIP	Náhľad kroku
NEXT_STEP_TOOLTIP	Prejsť na ďalší krok
PREV_STEP_TOOLTIP	Prejsť na predchádzajúci krok
ROLES_TITLE	Roly asistenta pracovnej plochy
ROLES_LBL	Filtrovať obsah nápovede podľa roly
OK_CAPTION	OK
CANCEL_CAPTION	Zrušiť
BTN_YES	Áno
BTN_NO	Nie
DELETE_CONFIRM	Naozaj chcete vymazať túto rýchlu poznámku?
EXIT_CONFIRM	Naozaj chcete ukončiť @{NAVIGATOR}?
sticky_notes	Rýchle poznámky
exit_da	Ukončiť @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Sem pridajte text.
SEARCH_BTN_TOOLTIP	Hľadať
NEXT_BTN_TOOLTIP	Nasled.
PREV_BTN_TOOLTIP	Predchádz.
HIDE_BTN_TOOLTIP	Skryť karusel
IDS_PRJ_NAME	Zadajte názov:
IDS_APPLICATIONS	Vybrať okno:
IDS_PRJ_LANGUAGE	Vybrať jazyk:
IDS_FULL_SCREEN	Celá obrazovka
IDS_CHOOSE_APP_CAPTION	Vybrať aplikáciu
IDS_RECORD_BTN	Záznam
IDS_ANALYZE_ACTIONS	Analyzujú sa akcie...
IDS_PARSE_PROJECT	Syntaktická analýza projektu...
IDS_REGION	Región
IDS_AREA_HELP	Zmeňte veľkosť regiónu výberom predlohy dole. Upravte mierku červeného obdĺžnika pre výber regiónu alebo zvoľte celú obrazovku.
IDS_CHOOSE_SIZE	Vybrať veľkosť:
IDS_DEFINE_REC_AREA	Oblasť záznamu
IDS_DEFINE_NAME_LANG	Generovať obsah
PLEASE_SELECT	Vyberte
quick_recorder.help_caption	Tip
quick_recorder.help	Použite kláves "POZASTAVIŤ", ak chcete pozastaviť alebo pokračovať. \nPoužite kláves "UKONČIŤ", ak chcete ukončiť. \n\nVyberte "OK", ak chcete spustiť záznam.
quick_recorder.audio_help	Použite kláves "POZASTAVIŤ", ak chcete pozastaviť alebo pokračovať. \nPoužite kláves "UKONČIŤ", ak chcete ukončiť. \n\nZvuk:\nVáš zvuk sa počas kliknutia nezaznamenáva. Povedzte svoj text pred výberom prvku. \n\nVyberte "OK", ak chcete spustiť záznam.
FILE_EXISTS	Už existuje súbor s rovnakým názvom. Zadajte iný názov.
HELP_EXIT_CONTROL_H	Zastaví prehrávanie a zatvorí @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Ukončiť
BTN_CLOSE_DLG	Zavrieť
DELETE_RECORD_WRN	Dôležité: Táto akcia sa nemôže vrátiť späť.
ENTER_NAME	Zadajte názov
IDS_CLEAR_SEARCH	Vymazať hľadanie
IDS_RESET_ALL_TIP	Znovu zobraziť všetky deaktivované poznámky pri prvom vstupe na obrazovku.
IDS_SEARCH_INPUT	Obsah nápovede vyhľadávania
LBL_DELETE	Odstrániť
LBL_NAVI_NO_MATCH	Pre vaše hľadanie nie sú žiadne výsledky.
LBL_TU	Otvoriť
MSG_PA_NEXT_LBL	Ďalej
MSG_PA_STEP_LBL	Zoznam krokov
RENAME_FAILED	Operácia premenovania zlyhala.
ROLES_LBL	Filtrovať obsah nápovede podľa roly
SELECT_ASSET	Vyberte majetok, aby ste začali.
LBL_CDOC	Otvoriť
LBL_RECORD_DOCUMENT	Dokument záznamu
QR_CAPTION	Vybrať výstup záznamu
QR_WELCOME	Čo chcete vytvoriť?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Vytvorí dokument Microsoft Word, ktorý zobrazuje snímku a text pokynu pre každú akciu, ktorú zaznamenáte.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Vytvorí vysoko kvalitné video vášho záznamu.
QR_DOC_VIDEO_CAP	Dokument a video
QR_DOC_VIDEO_TXT	Vytvorí dokument a video.
SHARE_ERR_CAP	Záznam nie je možné zdieľať
SHARE_ERR_TXT	Tento záznam je príliš veľký, aby sa mohol zdieľať e-mailom.\nChcete namiesto toho otvoriť umiestnenie súboru?
HELP_CONTENT_WINDOW_H	Okno obsahu zobrazuje dostupné informácie, režimy a dokumentáciu pre zvolený obsah hlavného okna.</br>Okno obsahu je možné pripojiť k hlavnému oknu, čo vám umožní premiestňovať obe okná na obrazovke naraz.
HELP_CONTENT_WINDOW_T	Okno s obsahom
IDS_CONTENT_BTN	Obsah
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL aktuálnej stránky:
