#	Englische Textatome
BULLET	&#149;
IDS_NAVP_HOOKER	Hooker
IDS_SEARCH_INPUT	Hilfetext durchsuchen
IDS_CLEAR_SEARCH	Suche löschen
IDS_NAVP_CLOSE	Beenden
IDS_RESET_CURRENT	Ausgeblendetes Hilfe-Element wieder anzeigen
IDS_RESET_ALL	Gesamte ausgeblendete Hilfe-wieder anzeigen
IDS_RESET_ALL_TIP	Alle deaktivierten Hinweise beim ersten Aufrufen eines Bilds wieder anzeigen.
IDS_OPEN_RECORD_LBL	Öffnen
IDS_EDIT_RECORD_LBL	Umbenennen
IDS_DELETE_RECORD_LBL	Löschen
IDS_SHARE_RECORD_LBL	Teilen
IDS_EXTERNAL_SEARCH_BTN	Externe Suche
IDS_EXTERNAL_SEARCH_SUB_MENU	Externe Suche
IDS_SHOW_SCREEN_ICON	Desktop Assistant anzeigen
IDS_SHOW_DA	Hauptfenster anzeigen
IDS_SHOW_CONTENT	Inhalte anzeigen
IDS_HIDE_CONTENT	Inhalte ausblenden
IDS_SEARCH_BTN	Suchen
IDS_REQUEST_CONTENT_BTN	Inhalte anfordern
IDS_RECORDING_BTN	Aufnahme starten
IDS_SHOW_CA_SWITCH	Kontexthilfe anzeigen
IDS_HIDE_CA_SWITCH	Kontexthilfe ausblenden
IDS_CA_SWITCH_INACTIVE_BTN	Keine Kontexthilfe verfügbar
IDS_DO_CTX_RECOGNITION	Kontexthilfe anzeigen
IDS_NAV_STANDBY	@{NAVIGATOR} ist deaktiviert.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} ist aktiviert.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} ist nun wieder verfügbar. Sie können @{NAVIGATOR} verwenden, sollten Sie Hilfe benötigen.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} wurde ausgeblendet, da in der von Ihnen gerade geöffneten Applikation geeignete Hilfe verfügbar ist. Öffnen Sie die Hilfe in der Applikation, sollten Sie weitere Hilfe benötigen.
IDS_ADD_STICKY_NOTES_BTN	Haftnotiz hinzufügen
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Sie können für diese Applikation nur eine Haftnotiz hinzufügen.
IDS_EXIT_DA	Beenden
IDS_EXIT_DA_BTN	Beenden
IDS_EXIT_DA_SUB_MENU	Beenden
IDS_SHOW_MORE	Mehr anzeigen
IDS_HIDE_MORE	Mehr ausblenden
IDS_REQUEST_CONTENT_SUB_MENU	Inhalte anfordern
IDS_SHOW_CA_SUB_MENU	Kontexthilfe anzeigen
IDS_HIDE_CA_SUB_MENU	Kontexthilfe ausblenden
IDS_ADD_STICKY_NOTE_SUB_MENU	Haftnotiz hinzufügen
IDS_RECORDING_SUB_MENU	Aufnahme starten
IDS_CA_SWITCH_SUB_MENU	Kontexthilfe
IDS_SHARE_DLG_CAPTION	Dokument teilen
IDS_DELETE_FRAMES	Einzelbilder werden gelöscht
OPEN_FOLDER	Ordner öffnen
SHARE_DOC	Per E-Mail teilen
IDS_SHARE_DLG_TEXT	Wie möchten Sie fortfahren?
IDS_SEARCH_BTN_SUB_MENU	Inhalt durchsuchen
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Inhalt in library suchen
GRACEFUL_DEGRADATION	Diese Funktion ist zurzeit aufgrund von Netzwerkproblemen nicht verfügbar.\n\nVersuchen Sie es später erneut.
SHARE_BTN	Per E-Mail teilen
COPY_BTN	Link kopieren
SHARE_MAIL_SUBJECT	Empfohlener Inhalt
SHARE_MAIL_HEADER	Sehr geehrter Nutzer,\n\ndieser Inhalt könnte für Sie von Interesse sein. \n\n
SHARE_MAIL_FOOTER	Mit freundlichen Grüssen,
SHARE_MAIL_LINK	Link:\t
SHARE_MAIL_CAPTION	Titel:\t
SHARE_TITLE	Inhalt teilen
SELECT_ASSET	Zum Starten Anlage auswählen.
ENTER_NAME	Geben Sie einen Namen ein
DELETE_RECORD_WRN	Wichtig: Dies kann nicht rückgängig gemacht werden.
MSG_PA_NEXT_LBL	Weiter
MSG_PA_STEP_LBL	Schrittliste
TOGGLE_STEPLIST_TOOLTIP	Schrittliste anzeigen/ausblenden
PREVIEW_STEP_TOOLTIP	Vorschau des Schritts anzeigen
NEXT_STEP_TOOLTIP	Weiter zum nächsten Schritt
PREV_STEP_TOOLTIP	Zurück zu vorherigem Schritt
ROLES_TITLE	Desktop-Assistant-Rollen
ROLES_LBL	Hilfetext nach Rolle filtern
OK_CAPTION	OK
CANCEL_CAPTION	Abbrechen
BTN_YES	Ja
BTN_NO	Nein
DELETE_CONFIRM	Möchten Sie diese Haftnotiz wirklich löschen?
EXIT_CONFIRM	Möchten Sie den @{NAVIGATOR} wirklich beenden?
sticky_notes	Haftnotizen
exit_da	@{NAVIGATOR} beenden
STICKY_NOTE_DEFAULT_TEXT	Geben Sie hier Ihren Text ein.
SEARCH_BTN_TOOLTIP	Suchen
NEXT_BTN_TOOLTIP	Weiter
PREV_BTN_TOOLTIP	Zurück
HIDE_BTN_TOOLTIP	Karussell ausblenden
IDS_PRJ_NAME	Name eingeben:
IDS_APPLICATIONS	Fenster wählen:
IDS_PRJ_LANGUAGE	Sprache wählen:
IDS_FULL_SCREEN	Vollbild
IDS_CHOOSE_APP_CAPTION	Applikation wählen
IDS_RECORD_BTN	Aufnehmen
IDS_ANALYZE_ACTIONS	Aktionen werden analysiert...
IDS_PARSE_PROJECT	Projekt wird geparst...
IDS_REGION	Region
IDS_AREA_HELP	Ändern Sie die Regionsgrösse durch Auswahl einer der nachfolgenden Vorlagen. Passen Sie zur Auswahl der Region die Grösse des roten Rechtecks an, oder wählen Sie den gesamten Bildschirm aus.
IDS_CHOOSE_SIZE	Grösse wählen:
IDS_DEFINE_REC_AREA	Aufnahmebereich
IDS_DEFINE_NAME_LANG	Inhalte generieren
PLEASE_SELECT	Bitte auswählen
quick_recorder.help_caption	Tipp
quick_recorder.help	Verwenden Sie zum Anhalten oder Fortfahren die Taste "Pause". \nVerwenden Sie zum Beenden die Taste "Ende". \n\nWählen Sie "OK", um die Aufnahme zu starten.
quick_recorder.audio_help	Verwenden Sie zum Anhalten oder Fortfahren die Taste "Pause". \nVerwenden Sie zum Beenden die Taste "Ende". \n\nAudio:\nIhr Audio wird während eines Klicks nicht aufgenommen. Sprechen Sie Ihren Text, bevor Sie ein Steuerelement auswählen. \n\nWählen Sie "OK", um die Aufnahme zu starten.
FILE_EXISTS	Datei mit demselben Namen ist bereits vorhanden. Geben Sie einen anderen Namen ein.
HELP_EXIT_CONTROL_H	Stoppt das Abspielen und schliesst den @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Beenden
BTN_CLOSE_DLG	Schließen
DELETE_RECORD_WRN	Wichtig: Dies kann nicht rückgängig gemacht werden.
ENTER_NAME	Geben Sie einen Namen ein
IDS_CLEAR_SEARCH	Suche löschen
IDS_RESET_ALL_TIP	Alle deaktivierten Hinweise beim ersten Aufrufen eines Bilds wieder anzeigen.
IDS_SEARCH_INPUT	Hilfetext durchsuchen
LBL_DELETE	Löschen
LBL_NAVI_NO_MATCH	Es sind keine Suchergebnisse vorhanden.
LBL_TU	Öffnen
MSG_PA_NEXT_LBL	Weiter
MSG_PA_STEP_LBL	Schrittliste
RENAME_FAILED	Umbenennen ist fehlgeschlagen.
ROLES_LBL	Hilfetext nach Rolle filtern
SELECT_ASSET	Zum Starten Anlage auswählen.
LBL_CDOC	Öffnen
LBL_RECORD_DOCUMENT	Dokument aufnehmen
QR_CAPTION	Aufnahme-Ausgabe auswählen
QR_WELCOME	Was möchten Sie erstellen?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Erstellt ein Microsoft-Word-Dokument mit einem Screenshot und einem Anweisungstext für jede von Ihnen aufgenommene Aktion.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Erstellt ein qualitativ hochwertiges Video Ihrer Aufnahme.
QR_DOC_VIDEO_CAP	Dokument und Video
QR_DOC_VIDEO_TXT	Erstellt ein Dokument und ein Video.
SHARE_ERR_CAP	Aufnahme kann nicht geteilt werden
SHARE_ERR_TXT	Diese Aufnahme ist zu gross für das Teilen per E-Mail.\nMöchten Sie stattdessen einen Dateispeicherort öffnen?
HELP_CONTENT_WINDOW_H	Das Inhaltsfenster zeigt die verfügbaren Informationen, Modi und Dokumentationen für den gewählten Inhalt des Hauptfensters an.</br>Das Inhaltsfenster kann am Hauptfenster verankert werden, wodurch Sie beide Fenster zusammen auf dem Bildschirm verschieben können.
HELP_CONTENT_WINDOW_T	Inhaltsfenster
IDS_CONTENT_BTN	Inhalt
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL der aktuellen Seite:
