#	Atomi teksta na engleskom
BULLET	&#149;
IDS_EXTERNAL_SEARCH_SUB_MENU	Vanjsko pretraživanje
IDS_SHOW_SCREEN_ICON	Pokaži pomoćnik desktopa
IDS_SHOW_DA	Pokaži glavni prozor
IDS_SHOW_CONTENT	Pokaži sadržaj
IDS_HIDE_CONTENT	Sakrij sadržaj
IDS_SEARCH_BTN	Traženje
IDS_REQUEST_CONTENT_BTN	Zahtijevaj sadržaj
IDS_RECORDING_BTN	Pokreni bilježenje
IDS_SHOW_CA_SWITCH	Pokaži pomoć konteksta
IDS_HIDE_CA_SWITCH	Sakrij pomoć konteksta
IDS_CA_SWITCH_INACTIVE_BTN	Pomoć konteksta nije dostupna
IDS_DO_CTX_RECOGNITION	Pokaži pomoć konteksta
IDS_NAV_STANDBY	@{NAVIGATOR} deaktiviran.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} aktiviran.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} je sada ponovno raspoloživ. Ako trebate pomoć, možete upotrijebiti @{NAVIGATOR}.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} automatski je nestao jer je raspoloživa odgovarajuća pomoć u aplikaciji koju ste trenutno otvorili. Ako trebate daljnju pomoć, samo otvorite pomoć u aplikaciji.
IDS_ADD_STICKY_NOTES_BTN	Dodaj naljepnicu
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Možete dodati samo jednu naljepnicu za ovu aplikaciju.
IDS_EXIT_DA	Izlaz
IDS_EXIT_DA_BTN	Izlaz
IDS_EXIT_DA_SUB_MENU	Izlaz
IDS_SHOW_MORE	Pokaži više
IDS_HIDE_MORE	Sakrij više
IDS_REQUEST_CONTENT_SUB_MENU	Zahtijevaj sadržaj
IDS_SHOW_CA_SUB_MENU	Pokaži pomoć konteksta
IDS_HIDE_CA_SUB_MENU	Sakrij pomoć konteksta
IDS_ADD_STICKY_NOTE_SUB_MENU	Dodaj naljepnicu
IDS_RECORDING_SUB_MENU	Pokreni bilježenje
IDS_CA_SWITCH_SUB_MENU	Pomoć konteksta
IDS_SHARE_DLG_CAPTION	Dijeli dokument
IDS_DELETE_FRAMES	Brisanje okvira
OPEN_FOLDER	Otvori mapu
SHARE_DOC	Podijeli e-poštom
IDS_SHARE_DLG_TEXT	Što želite učiniti?
IDS_SEARCH_BTN_SUB_MENU	Pretraži sadržaj
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Pretraži sadržaj u knjižnici
GRACEFUL_DEGRADATION	Ova je funkcionalnost privremeno nedostupna zbog problema s mrežom. \n\nPokušajte ponovno kasnije.
SHARE_BTN	Podijeli e-poštom
COPY_BTN	Kopiraj vezu
SHARE_MAIL_SUBJECT	Preporučeni sadržaj
SHARE_MAIL_HEADER	Poštovani korisniče,\n\nmožda će te zanimati ovaj sadržaj. \n\n
SHARE_MAIL_FOOTER	Srdačan pozdrav,
SHARE_MAIL_LINK	Veza:\t
SHARE_MAIL_CAPTION	Legenda:\t
SHARE_TITLE	Podijeli sadržaj
SELECT_ASSET	Odaberite imovinu za pokretanje.
ENTER_NAME	Unesite naziv
DELETE_RECORD_WRN	Važno: ovu radnju nije moguće poništiti.
MSG_PA_NEXT_LBL	Sljedeće
MSG_PA_STEP_LBL	Lista koraka
TOGGLE_STEPLIST_TOOLTIP	Pokaži / sakrij listu koraka
PREVIEW_STEP_TOOLTIP	Prethodni korak
NEXT_STEP_TOOLTIP	Idi na sljedeći korak
PREV_STEP_TOOLTIP	Idi na prethodni korak
ROLES_TITLE	Uloge pomoćnika desktopa
ROLES_LBL	Sadržaj pomoći filtera prema ulozi
OK_CAPTION	OK
CANCEL_CAPTION	Otkaži
BTN_YES	Da
BTN_NO	Ne
DELETE_CONFIRM	Jeste li sigurni da želite izbrisati ovu naljepnicu?
EXIT_CONFIRM	Želite li zaista izaći iz @{NAVIGATOR}?
sticky_notes	Naljepnice
exit_da	Izlaz iz @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Ovdje dodajte svoj tekst.
SEARCH_BTN_TOOLTIP	Traženje
NEXT_BTN_TOOLTIP	Sljedeći
PREV_BTN_TOOLTIP	Prethodni
HIDE_BTN_TOOLTIP	Sakrij karusel
IDS_PRJ_NAME	Unesi naziv:
IDS_APPLICATIONS	Izaberi prozor:
IDS_PRJ_LANGUAGE	Izaberi jezik:
IDS_FULL_SCREEN	Puni ekran
IDS_CHOOSE_APP_CAPTION	Izaberi aplikaciju
IDS_RECORD_BTN	Zabilježi
IDS_ANALYZE_ACTIONS	Analiza radnji...
IDS_PARSE_PROJECT	Parsiranje projekta...
IDS_REGION	Regija
IDS_AREA_HELP	Promijenite veličinu regije odabirom predloška u nastavku. Prilagodite crveni trokut za odabir regije ili odaberite puni ekran.
IDS_CHOOSE_SIZE	Izaberi veličinu:
IDS_DEFINE_REC_AREA	Područje bilježenja
IDS_DEFINE_NAME_LANG	Generiraj sadržaj
PLEASE_SELECT	Odaberite
quick_recorder.help_caption	Savjet
quick_recorder.help	Upotrijebite tipku "PAUSE" za zaustavljanje ili za nastavak. \nUpotrijebite tipku "END" za završetak. \n\nOdaberite "OK" za pokretanje bilježenja.
quick_recorder.audio_help	Upotrijebite tipku "PAUSE" za zaustavljanje ili za nastavak. \nUpotrijebite tipku "END" za završetak. \n\nAudio:\nvaš audio nije zabilježen tijekom pritiska. Izgovorite tekst prije odabira kontrole. \n\nOdaberite "OK" za pokretanje bilježenja.
FILE_EXISTS	Datoteka s istim nazivom već postoji. Unesite drugačiji naziv.
HELP_EXIT_CONTROL_H	Zaustavlja izvođenje i zatvara @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Izlaz
BTN_CLOSE_DLG	Zatvori
DELETE_RECORD_WRN	Važno: ovu radnju nije moguće poništiti.
ENTER_NAME	Unesite naziv
IDS_CLEAR_SEARCH	Poništi traženje
IDS_RESET_ALL_TIP	Ponovno pokaži sve deaktivirane savjete pri prvom ulasku na ekran.
IDS_SEARCH_INPUT	Sadržaj pomoći traženja
LBL_DELETE	Izbriši
LBL_NAVI_NO_MATCH	Nema rezultata za vašu pretragu.
LBL_TU	Otvori
MSG_PA_NEXT_LBL	Sljedeće
MSG_PA_STEP_LBL	Lista koraka
RENAME_FAILED	Operacija preimenovanja nije uspjela.
ROLES_LBL	Sadržaj pomoći filtera prema ulozi
SELECT_ASSET	Odaberite imovinu za pokretanje.
LBL_CDOC	Otvori
LBL_RECORD_DOCUMENT	Zabilježi dokument
QR_CAPTION	Odaberi izlaz bilježenja
QR_WELCOME	Što želite kreirati?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Kreira dokument u Microsoft Wordu koji prikazuje sliku ekrana i tekst upute za svaku radnju koju bilježite.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Kreira video visoke kvalitete vašeg bilježenja.
QR_DOC_VIDEO_CAP	Dokument i video
QR_DOC_VIDEO_TXT	Kreira dokument i video.
SHARE_ERR_CAP	Bilježenje nije moguće dijeliti
SHARE_ERR_TXT	Ovo je bilježenje preveliko za dijeljenje e-poštom.\nŽelite li umjesto toga otvoriti lokaciju datoteke?
HELP_CONTENT_WINDOW_H	Prozor sadržaja pokazuje raspoložive informacije, modove i dokumentaciju za odabrani sadržaj glavnog prozora.</br>Prozor sadržaja može se priključiti glavnom prozoru koji vam dopušta premještanje oba prozora zajedno na ekranu.
HELP_CONTENT_WINDOW_T	Prozor sadržaja
IDS_CONTENT_BTN	Sadržaj
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL trenutne stranice:
