#	Engelsk tekst atomer
BULLET	&#149;
IDS_SHOW_DA_PANELS	@{NAVIGATOR} er nu tilgængelig igen Du kan anvende @{NAVIGATOR}, hvis du har brug for hjælp.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} forsvandt automatisk, da relevant hjælp er tilgængelig i den applikation, du p.t. har åben. Du skal bare åbne hjælpen i applikationen, hvis du har brug for yderligere hjælp.
IDS_ADD_STICKY_NOTES_BTN	Tilføj Sticky Note
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Du kan kun tilføje en Sticky Note for denne applikation
IDS_EXIT_DA	Afslut
IDS_EXIT_DA_BTN	Afslut
IDS_EXIT_DA_SUB_MENU	Afslut
IDS_SHOW_MORE	Vis mere
IDS_HIDE_MORE	Skjul mere
IDS_REQUEST_CONTENT_SUB_MENU	Forespørg om indhold
IDS_SHOW_CA_SUB_MENU	Vis konteksthjælp
IDS_HIDE_CA_SUB_MENU	Skjul konteksthjælp
IDS_ADD_STICKY_NOTE_SUB_MENU	Tilføj Sticky Note
IDS_RECORDING_SUB_MENU	Start optagelse
IDS_CA_SWITCH_SUB_MENU	Konteksthjælp
IDS_SHARE_DLG_CAPTION	Del dokument
IDS_DELETE_FRAMES	Sletter rammer
OPEN_FOLDER	Åbn mappe
SHARE_DOC	Del via e-mail
IDS_SHARE_DLG_TEXT	Hvad vil du foretage dig?
IDS_SEARCH_BTN_SUB_MENU	Søg indhold
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Søg efter indhold i library
GRACEFUL_DEGRADATION	Denne funktion er midlertidigt ikke tilgængelig på grund af netværksproblemer.\n\nPrøv igen senere.
SHARE_BTN	Del via e-mail
COPY_BTN	Kopier link
SHARE_MAIL_SUBJECT	Anbefalet indhold
SHARE_MAIL_HEADER	Kære bruger,\n\ndette indhold kan være interessant for dig. \n\n
SHARE_MAIL_FOOTER	Med venlig hilsen
SHARE_MAIL_LINK	Link:\t
SHARE_MAIL_CAPTION	Billedtekst:\t
SHARE_TITLE	Del indhold
SELECT_ASSET	Vælg et værktøj for at starte.
ENTER_NAME	Indtast et navn
DELETE_RECORD_WRN	Vigtigt: Denne aktion kan ikke annulleres.
MSG_PA_NEXT_LBL	Fortsæt
MSG_PA_STEP_LBL	Trinliste
TOGGLE_STEPLIST_TOOLTIP	Vis/skjul trinliste
PREVIEW_STEP_TOOLTIP	Eksempeltrin
NEXT_STEP_TOOLTIP	Gå til næste trin
PREV_STEP_TOOLTIP	Gå til foregående trin
ROLES_TITLE	Desktop-guideroller
ROLES_LBL	Filtrer hjælpeindhold efter rolle
OK_CAPTION	OK
CANCEL_CAPTION	Afbryd
BTN_YES	Ja
BTN_NO	Nej
DELETE_CONFIRM	Er du sikker på, du vil slette denne Sticky Note?
EXIT_CONFIRM	Bekræft afslutning af @{NAVIGATOR}?
sticky_notes	Sticky Notes
exit_da	Afslut @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Tilføj din tekst her
SEARCH_BTN_TOOLTIP	Søg
NEXT_BTN_TOOLTIP	Næste
PREV_BTN_TOOLTIP	Foregående
HIDE_BTN_TOOLTIP	Skjul karrusel
IDS_PRJ_NAME	Indtast navn:
IDS_APPLICATIONS	Vælg vindue:
IDS_PRJ_LANGUAGE	Vælg sprog:
IDS_FULL_SCREEN	Fuldskærm
IDS_CHOOSE_APP_CAPTION	Vælg applikation
IDS_RECORD_BTN	Optag
IDS_ANALYZE_ACTIONS	Analyserer aktioner
IDS_PARSE_PROJECT	Parser projekt
IDS_REGION	Region
IDS_AREA_HELP	Ændr størrelse på region ved at vælge skabelonen nedenfor. Skaler det røde rektangel for at vælge en region, eller vælg hele skærmen.
IDS_CHOOSE_SIZE	Vælg størrelse:
IDS_DEFINE_REC_AREA	Optagelsesområde
IDS_DEFINE_NAME_LANG	Generer indhold
PLEASE_SELECT	Vælg
quick_recorder.help_caption	Tip
quick_recorder.help	Anvend tasten "PAUSE" til at sætte optagelsen på pause eller til at fortsætte. \nAnvend "END"-tasten for at afslutte. \n\nVælg "OK" for at starte optagelsen.
quick_recorder.audio_help	Anvend tasten "PAUSE" til at sætte optagelsen på pause eller til at fortsætte. \nAnvend "END"-tasten for at afslutte. \n\nLyd:\nDin lyd optages ikke ved et klik. Indtal din tekst, før du vælger et styreelement. \n\nVælg "OK" for at starte optagelsen.
FILE_EXISTS	Fil med samme navn findes allerede. Indtast et andet navn.
HELP_EXIT_CONTROL_H	Stopper afspilning og lukker @{NAVIGATOR}
HELP_EXIT_CONTROL_T	Afslut
BTN_CLOSE_DLG	Luk
DELETE_RECORD_WRN	Vigtigt: Denne aktion kan ikke annulleres.
ENTER_NAME	Indtast et navn
IDS_CLEAR_SEARCH	Ryd søgning
IDS_RESET_ALL_TIP	Vis alle inaktiverede noter igen ved indtastning af en skærm første gang.
IDS_SEARCH_INPUT	Søgehjælpsindhold
LBL_DELETE	Slet
LBL_NAVI_NO_MATCH	Din søgning gav ikke nogen resultater.
LBL_TU	Åbn
MSG_PA_NEXT_LBL	Fortsæt
MSG_PA_STEP_LBL	Trinliste
RENAME_FAILED	Omdøbningsoperation mislykkedes.
ROLES_LBL	Filtrer hjælpeindhold efter rolle
SELECT_ASSET	Vælg et værktøj for at starte.
LBL_CDOC	Åbn
LBL_RECORD_DOCUMENT	Optag dokument
QR_CAPTION	Vælg optagelsesoutput
QR_WELCOME	Hvad vil du oprette?
QR_DOC_CAP	Dokument
QR_DOC_TXT	Opretter et Microsoft Word-dokument, der viser et skærmbillede og en instruktionstekst for hver aktion, du optager.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Opretter en video af din optagelse i høj kvalitet.
QR_DOC_VIDEO_CAP	Dokument og video
QR_DOC_VIDEO_TXT	Opretter et dokument og en video.
SHARE_ERR_CAP	Kan ikke dele optagelse
SHARE_ERR_TXT	Denne optagelse er for stor til at blive delt via e-mail.\nVil du åbne en fillokation i stedet?
HELP_CONTENT_WINDOW_H	Indholdsvinduet viser de tilgængelige informationer, modes og dokumentation for det valgte indhold af hovedvinduet.</br>Indholdsvinduet kan forankres i hovedvinduet, som giver dig mulighed for at flytte begge vinduer sammen på skærmen.
HELP_CONTENT_WINDOW_T	Indholdsvindue
IDS_CONTENT_BTN	Indhold
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL for aktuel side:
