#	Атоми тексту англійською
BULLET	&#149;
IDS_SHOW_DA_PANELS	@{NAVIGATOR} знову доступний. Ви можете використовувати @{NAVIGATOR}, якщо вам потрібна допомога.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} зник автоматично, оскільки відповідна довідка доступн у застосунку, який ви наразі відкрили. Просто відкрийте довідку у застосунку, якщо вам потрібна допомога.
IDS_ADD_STICKY_NOTES_BTN	Додати наклейку
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Для цього застосунку можна додати лише одну наклейку.
IDS_EXIT_DA	Вийти
IDS_EXIT_DA_BTN	Вийти
IDS_EXIT_DA_SUB_MENU	Вийти
IDS_SHOW_MORE	Показати більше
IDS_HIDE_MORE	Приховати більше
IDS_REQUEST_CONTENT_SUB_MENU	Запитати вміст
IDS_SHOW_CA_SUB_MENU	Показати контекстну довідку
IDS_HIDE_CA_SUB_MENU	Приховати контекстну довідку
IDS_ADD_STICKY_NOTE_SUB_MENU	Додати наклейку
IDS_RECORDING_SUB_MENU	Запустити записування
IDS_CA_SWITCH_SUB_MENU	Контекстна довідка
IDS_SHARE_DLG_CAPTION	Надати спільний доступ до документа
IDS_DELETE_FRAMES	Видалення рамок
OPEN_FOLDER	Відкрити папку
SHARE_DOC	Надати спільний доступ через електронну пошту
IDS_SHARE_DLG_TEXT	Що б ви хотіли зробити?
IDS_SEARCH_BTN_SUB_MENU	Шукати вміст
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Шукати вміст у бібліотеці
GRACEFUL_DEGRADATION	Ця функціональність тимчасово недоступна через проблеми в мережі. \n\nПовторіть спробу пізніше.
SHARE_BTN	Надати спільний доступ через електронну пошту
COPY_BTN	Копіювати посилання
SHARE_MAIL_SUBJECT	Рекомендований вміст
SHARE_MAIL_HEADER	Шановний користувач,\n\nВас може зацікавити цей вміст. \n\n
SHARE_MAIL_FOOTER	З повагою,
SHARE_MAIL_LINK	Посилання:\t
SHARE_MAIL_CAPTION	Підпис екрана:\t
SHARE_TITLE	Надати спільний доступ до вмісту
SELECT_ASSET	Виберіть основний засіб для запуску.
ENTER_NAME	Введіть ім’я
DELETE_RECORD_WRN	Важливо: цю операцію неможливо відмінити.
MSG_PA_NEXT_LBL	Далі
MSG_PA_STEP_LBL	Список кроків
TOGGLE_STEPLIST_TOOLTIP	Показати / приховати список кроків
PREVIEW_STEP_TOOLTIP	Попередній перегляд кроку
NEXT_STEP_TOOLTIP	Перейти до наступного кроку
PREV_STEP_TOOLTIP	Перейти до попереднього кроку
ROLES_TITLE	Ролі асистента робочого столу
ROLES_LBL	Фільтрувати вміст довідки за роллю
OK_CAPTION	OK
CANCEL_CAPTION	Скасувати
BTN_YES	Так
BTN_NO	Ні
DELETE_CONFIRM	Ви впевнені, що бажаєте видалити цю наклейку?
EXIT_CONFIRM	Дійсно вийти з @{NAVIGATOR}?
sticky_notes	Наклейки
exit_da	Вийти з @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Додайте свій текст тут.
SEARCH_BTN_TOOLTIP	Шукати
NEXT_BTN_TOOLTIP	Далі
PREV_BTN_TOOLTIP	Попереднє
HIDE_BTN_TOOLTIP	Приховати карусель
IDS_PRJ_NAME	Ввести ім’я:
IDS_APPLICATIONS	Обрати вікно:
IDS_PRJ_LANGUAGE	Обрати мову:
IDS_FULL_SCREEN	Повний екран
IDS_CHOOSE_APP_CAPTION	Обрати застосунок
IDS_RECORD_BTN	Запис
IDS_ANALYZE_ACTIONS	Аналіз операцій...
IDS_PARSE_PROJECT	Синтаксичний аналіз проекту...
IDS_REGION	Регіон
IDS_AREA_HELP	Змініть розмір регіону шляхом вибору шаблону нижче. Масштабуйте червоний прямокутник, щоб вибрати регіон або вибрати повний екран.
IDS_CHOOSE_SIZE	Обрати розмір:
IDS_DEFINE_REC_AREA	Область записування
IDS_DEFINE_NAME_LANG	Генерувати вміст
PLEASE_SELECT	Виберіть
quick_recorder.help_caption	Підказка
quick_recorder.help	Щоб призупинити або продовжити, використовуйте клавішу "ПАУЗА". \nЩоб завершити, використовуйте клавішу "ЗАВЕРШИТИ". \n\nЩоб запустити записування, виберіть "OK".
quick_recorder.audio_help	Щоб призупинити або продовжити, використовуйте клавішу "ПАУЗА". \nЩоб завершити, використовуйте клавішу "ЗАВЕРШИТИ". \n\nАудіо:\nВаше аудіо не записується під час клацання. Проговоріть ваш текст перед вибором елемента керування. \n\nЩоб запустити записування, виберіть "OK".
FILE_EXISTS	Вже існує файл з таким самим іменем. Введіть інше ім'я.
HELP_EXIT_CONTROL_H	Зупиняє відтворення і закриває @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Вийти
BTN_CLOSE_DLG	Закрити
DELETE_RECORD_WRN	Важливо: цю операцію неможливо відмінити.
ENTER_NAME	Введіть ім’я
IDS_CLEAR_SEARCH	Очистити пошук
IDS_RESET_ALL_TIP	Показати всі деактивовані підказки знову при першому вході на екран.
IDS_SEARCH_INPUT	Вміст засобу пошуку
LBL_DELETE	Видалити
LBL_NAVI_NO_MATCH	Немає результатів для вашого пошуку.
LBL_TU	Відкрити
MSG_PA_NEXT_LBL	Далі
MSG_PA_STEP_LBL	Список кроків
RENAME_FAILED	Операція перейменування не вдалася.
ROLES_LBL	Фільтрувати вміст довідки за роллю
SELECT_ASSET	Виберіть основний засіб для запуску.
LBL_CDOC	Відкрити
LBL_RECORD_DOCUMENT	Документ справи
QR_CAPTION	Вибрати виведення запису
QR_WELCOME	Що б ви хотіли зробити?
QR_DOC_CAP	Документ
QR_DOC_TXT	Створює документ Microsoft Word який показує змімок екрана і текст інструкції для кожної операції, яку ви записуєте.
QR_VIDEO_CAP	Відео
QR_VIDEO_TXT	Створює високоякісне відео вашого запису.
QR_DOC_VIDEO_CAP	Документ і відео
QR_DOC_VIDEO_TXT	Створює документ і відео
SHARE_ERR_CAP	Неможливо використовувати запис спільно
SHARE_ERR_TXT	Цей запис занадто великий для пересилання елекронною поштою.\nБажаєте натомість відкрити місцезнаходження файлу?
HELP_CONTENT_WINDOW_H	Вікно вмісту відображає наявну інформацію, режими і документацію для обраного вмісту головного вікна.</br>Вікно вмісту може бути пристиковане до головного вікна, що дозволяє вам переміщати обидва вікна разом на екрані.
HELP_CONTENT_WINDOW_T	Вікно вмісту
IDS_CONTENT_BTN	Вміст
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL поточної сторінки:
