#	Englanninkieliset tekstiatomit
BULLET	&#149;
IDS_SEARCH_INPUT	Haku - ohjeen sisältö
IDS_CLEAR_SEARCH	Tyhjennä haku
IDS_NAVP_CLOSE	Lopeta
IDS_RESET_CURRENT	Näytä piilotettu apuelementti uudelleen
IDS_RESET_ALL	Näytä kaikki piilotetut ohjeet uudelleen
IDS_RESET_ALL_TIP	Näytä kaikki käytöstä poistetut vihjeet uudelleen, kun näyttöön siirrytään ensimmäistä kertaa
IDS_OPEN_RECORD_LBL	Avaa
IDS_EDIT_RECORD_LBL	Nimeä uudelleen
IDS_DELETE_RECORD_LBL	Poista
IDS_SHARE_RECORD_LBL	Jaa
IDS_EXTERNAL_SEARCH_BTN	Ulkoinen haku
IDS_EXTERNAL_SEARCH_SUB_MENU	Ulkoinen haku
IDS_SHOW_SCREEN_ICON	Näytä työpöytäavustaja
IDS_SHOW_DA	Näytä pääikkuna
IDS_SHOW_CONTENT	Näytä sisältö
IDS_HIDE_CONTENT	Piilota sisältö
IDS_SEARCH_BTN	Hae
IDS_REQUEST_CONTENT_BTN	Pyydä sisältöä
IDS_RECORDING_BTN	Aloita tallennus
IDS_SHOW_CA_SWITCH	Näytä kontekstiohje
IDS_HIDE_CA_SWITCH	Piilota kontekstiohje
IDS_CA_SWITCH_INACTIVE_BTN	Kontekstiohjetta ei ole käytettävissä
IDS_DO_CTX_RECOGNITION	Näytä kontekstiohje
IDS_NAV_STANDBY	Kohteen @{NAVIGATOR} aktivointi on poistettu.
IDS_NAV_NO_STANDBY	Kohdetta @{NAVIGATOR} ei ole aktivoitu.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} on jälleen käytettävissä. Voit käyttää kohdetta @{NAVIGATOR}, jos tarvitset apua.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} katosi automaattisesti, koska juuri avaamassasi sovelluksessa on käytettävissä sopiva ohje. Avaa ohje sovelluksessa, jos tarvitset lisää apua.
IDS_ADD_STICKY_NOTES_BTN	Lisää muistilappu
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Voit lisätä vain yhden muistilapun tätä sovellusta varten.
IDS_EXIT_DA	Lopeta
IDS_EXIT_DA_BTN	Lopeta
IDS_EXIT_DA_SUB_MENU	Lopeta
IDS_SHOW_MORE	Näytä enemmän
IDS_HIDE_MORE	Piilota enemmän
IDS_REQUEST_CONTENT_SUB_MENU	Pyydä sisältöä
IDS_SHOW_CA_SUB_MENU	Näytä kontekstiohje
IDS_HIDE_CA_SUB_MENU	Piilota kontekstiohje
IDS_ADD_STICKY_NOTE_SUB_MENU	Lisää muistilappu
IDS_RECORDING_SUB_MENU	Aloita tallennus
IDS_CA_SWITCH_SUB_MENU	Kontekstiohje
IDS_SHARE_DLG_CAPTION	Jaa asiakirja
IDS_DELETE_FRAMES	Poistetaan kehyksiä
OPEN_FOLDER	Avaa kansio
SHARE_DOC	Jaa sähköpostitse
IDS_SHARE_DLG_TEXT	Mitä haluat tehdä?
IDS_SEARCH_BTN_SUB_MENU	Hae sisältö
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Hae sisältöä librarysta
GRACEFUL_DEGRADATION	Tämä toiminto on väliaikaisesti poissa käytöstä verkko-ongelmien vuoksi. \n\nYritä myöhemmin uudelleen.
SHARE_BTN	Jaa sähköpostitse
COPY_BTN	Kopioi linkki
SHARE_MAIL_SUBJECT	Suositeltu sisältö
SHARE_MAIL_HEADER	Hei,\n\ntämä sisältö saattaa kiinnostaa sinua. \n\n
SHARE_MAIL_FOOTER	Ystävällisin terveisin
SHARE_MAIL_LINK	Linkki:\t
SHARE_MAIL_CAPTION	Kuvateksti:\t
SHARE_TITLE	Jaa sisältö
SELECT_ASSET	Aloita valitsemalla omaisuus.
ENTER_NAME	Syötä nimi
DELETE_RECORD_WRN	Tärkeää: Tätä toimea ei voi kumota.
MSG_PA_NEXT_LBL	Seuraava
MSG_PA_STEP_LBL	Askelluettelo
TOGGLE_STEPLIST_TOOLTIP	Näytä/piilota askelluettelo
PREVIEW_STEP_TOOLTIP	Esikatselu - askel
NEXT_STEP_TOOLTIP	Siirry seuraavaan askeleeseen
PREV_STEP_TOOLTIP	Siirry edelliseen askeleeseen
ROLES_TITLE	Työpöytäavustajan roolit
ROLES_LBL	Suodata ohjeen sisältö roolin mukaan
OK_CAPTION	OK
CANCEL_CAPTION	Peruuta
BTN_YES	Kyllä
BTN_NO	Ei
DELETE_CONFIRM	Haluatko varmasti poistaa tämän muistilapun?
EXIT_CONFIRM	Haluatko varmasti poistua kohteesta @{NAVIGATOR}?
sticky_notes	Muistilaput
exit_da	Lopeta @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Lisää oma teksti tähän.
SEARCH_BTN_TOOLTIP	Hae
NEXT_BTN_TOOLTIP	Seuraava
PREV_BTN_TOOLTIP	Edellinen
HIDE_BTN_TOOLTIP	Piilota karuselli
IDS_PRJ_NAME	Syötä nimi:
IDS_APPLICATIONS	Valitse ikkuna:
IDS_PRJ_LANGUAGE	Valitse kieli:
IDS_FULL_SCREEN	Kokonäyttö
IDS_CHOOSE_APP_CAPTION	Valitse sovellus
IDS_RECORD_BTN	Tallenna
IDS_ANALYZE_ACTIONS	Analysoidaan toimia...
IDS_PARSE_PROJECT	Jäsennetään projektia...
IDS_REGION	Alue
IDS_AREA_HELP	Muuta alueen kokoa valitsemalla malli alla. Voit valita alueen tai kokonäytön skaalaamalla punaisen suorakulmion.
IDS_CHOOSE_SIZE	Valitse koko:
IDS_DEFINE_REC_AREA	Tallennusalue
IDS_DEFINE_NAME_LANG	Generoi sisältö
PLEASE_SELECT	Valitse
quick_recorder.help_caption	Vihje
quick_recorder.help	Keskeytä tai jatka "PAUSE"-näppäimen avulla. \nLopeta painamalla "END"-näppäintä. \n\nAloita tallennus valitsemalla "OK".
quick_recorder.audio_help	Keskeytä tai jatka PAUSE-näppäimen avulla. \nLopeta painamalla END-näppäintä. \n\nÄäni:\nÄäntä ei tallenneta napsautuksen aikana. Puhu teksti ennen ohjauselementin valintaa. \n\nAloita tallennus valitsemalla OK.
FILE_EXISTS	Samanniminen tiedosto jo olemassa. Syötä toinen nimi.
HELP_EXIT_CONTROL_H	Pysäyttää toiston ja sulkee kohteen @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Lopeta
BTN_CLOSE_DLG	Sulje
DELETE_RECORD_WRN	Tärkeää: Tätä toimea ei voi kumota.
ENTER_NAME	Syötä nimi
IDS_CLEAR_SEARCH	Tyhjennä haku
IDS_RESET_ALL_TIP	Näytä kaikki käytöstä poistetut vihjeet uudelleen, kun näyttöön siirrytään ensimmäistä kertaa
IDS_SEARCH_INPUT	Haku - ohjeen sisältö
LBL_DELETE	Poista
LBL_NAVI_NO_MATCH	Haullesi ei ole tuloksia.
LBL_TU	Avaa
MSG_PA_NEXT_LBL	Seuraava
MSG_PA_STEP_LBL	Askelluettelo
RENAME_FAILED	Uudelleennimeämistoiminto epäonnistui.
ROLES_LBL	Suodata ohjeen sisältö roolin mukaan
SELECT_ASSET	Aloita valitsemalla omaisuus.
LBL_CDOC	Avaa
LBL_RECORD_DOCUMENT	Tallenna asiakirja
QR_CAPTION	Valitse tallennuksen tulostus
QR_WELCOME	Mitä haluat luoda?
QR_DOC_CAP	Asiakirja
QR_DOC_TXT	Luo Microsoft Word -asiakirjan, jossa näkyy näyttökuva ja ohjeteksti jokaista tallennettua toimea varten.
QR_VIDEO_CAP	Video
QR_VIDEO_TXT	Luo hyvälaatuisen videon tallennuksesta.
QR_DOC_VIDEO_CAP	Asiakirja ja video
QR_DOC_VIDEO_TXT	Luo asiakirjan ja videon.
SHARE_ERR_CAP	Tallennusta ei voi jakaa
SHARE_ERR_TXT	Tämä tallennus on liian suuri jaettavaksi sähköpostin kautta.\nHaluatko avata tiedostosijainnin sen sijaan?
HELP_CONTENT_WINDOW_H	Sisältöikkunassa näkyvät pääikkunan valitusta sisällöstä saatavissa olevat tiedot, tilat ja dokumentaatio.</br>Sisältöikkuna voidaan kiinnittää pääikkunaan, minkä jälkeen molempia ikkunoita voi liikutella näytöllä yhdessä.
HELP_CONTENT_WINDOW_T	Sisältöikkuna
IDS_CONTENT_BTN	Sisältö
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	Nykyisen sivun URL:
