#	Angliško teksto atvaizdas
BULLET	&#149;
IDS_NAVP_CLOSE	Išeiti
IDS_RESET_CURRENT	Vėl rodyti paslėptus žiniatinklio elementus
IDS_RESET_ALL	Dar kartą parodyti visą paslėptą žinyną
IDS_RESET_ALL_TIP	Įvedant ekraną pirmą kartą, dar kartą parodyti visas išjungtas užuominas.
IDS_OPEN_RECORD_LBL	Atidaryti
IDS_EDIT_RECORD_LBL	Pervardyti
IDS_DELETE_RECORD_LBL	Naikinti
IDS_SHARE_RECORD_LBL	Bendrinti
IDS_EXTERNAL_SEARCH_BTN	Išorinė ieška
IDS_EXTERNAL_SEARCH_SUB_MENU	Išorinė ieška
IDS_SHOW_SCREEN_ICON	Rodyti darbalaukio asistentą
IDS_SHOW_DA	Rodyti pagrindinį langą
IDS_SHOW_CONTENT	Rodyti turinį
IDS_HIDE_CONTENT	Slėpti turinį
IDS_SEARCH_BTN	Ieškoti
IDS_REQUEST_CONTENT_BTN	Pateikti turinio užklausą
IDS_RECORDING_BTN	Pradėti įrašymą
IDS_SHOW_CA_SWITCH	Rodyti kontekstinį žinyną
IDS_HIDE_CA_SWITCH	Slėpti kontekstinį žinyną
IDS_CA_SWITCH_INACTIVE_BTN	Nėra kontekstinio žinyno
IDS_DO_CTX_RECOGNITION	Rodyti kontekstinį žinyną
IDS_NAV_STANDBY	@{NAVIGATOR} išjungtas.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} įjungtas.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} vėl veikia. Jei reikia pagalbos, naudokite @{NAVIGATOR}.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} neberodomas automatiškai, nes šiuo metu atidarytoje programoje veikia atitinkamas žinynas. Jei reikia pagalbos, tiesiog atidarykite programos žinyną.
IDS_ADD_STICKY_NOTES_BTN	Įtraukti klijuojamą pastabą
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Prieš šios taikomosios programos galite pridėti tik vieną klijuojamą pastabą.
IDS_EXIT_DA	Išeiti
IDS_EXIT_DA_BTN	Išeiti
IDS_EXIT_DA_SUB_MENU	Išeiti
IDS_SHOW_MORE	Rodyti daugiau
IDS_HIDE_MORE	Slėpti daugiau
IDS_REQUEST_CONTENT_SUB_MENU	Pateikti turinio užklausą
IDS_SHOW_CA_SUB_MENU	Rodyti kontekstinį žinyną
IDS_HIDE_CA_SUB_MENU	Slėpti kontekstinį žinyną
IDS_ADD_STICKY_NOTE_SUB_MENU	Įtraukti klijuojamą pastabą
IDS_RECORDING_SUB_MENU	Pradėti įrašymą
IDS_CA_SWITCH_SUB_MENU	Kontekstinis žinynas
IDS_SHARE_DLG_CAPTION	Bendrinti dokumentą
IDS_DELETE_FRAMES	Naikinamas rėmelis
OPEN_FOLDER	Atidaryti aplanką
SHARE_DOC	Bendrinti el. paštu
IDS_SHARE_DLG_TEXT	Ką norite padaryti?
IDS_SEARCH_BTN_SUB_MENU	Ieškoti turinio
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Ieškoti turinio bibliotekoje
GRACEFUL_DEGRADATION	Ši funkcija laikinai negalima dėl tinklo trikčių.\n\nPabandykite dar kartą vėliau.
SHARE_BTN	Dalytis el. paštu
COPY_BTN	Kopijuoti saitą
SHARE_MAIL_SUBJECT	Rekomenduojamas turinys
SHARE_MAIL_HEADER	Gerb. vartotojau,\n\nŠis turinys gali jus sudominti. \n\n
SHARE_MAIL_FOOTER	Linkėjimai,
SHARE_MAIL_LINK	Saitas:\t
SHARE_MAIL_CAPTION	Antraštė:\t
SHARE_TITLE	Dalytis turiniu
SELECT_ASSET	Pasirinkite objektą, nuo kurio pradėsite.
ENTER_NAME	Įveskite pavadinimą
DELETE_RECORD_WRN	Svarbu: šio veiksmo atšaukti negalima.
MSG_PA_NEXT_LBL	Paskesnis
MSG_PA_STEP_LBL	Žingsnių sąrašas
TOGGLE_STEPLIST_TOOLTIP	Rodyti / slėpti žingsnių sąrašą
PREVIEW_STEP_TOOLTIP	Peržiūros žingsnis
NEXT_STEP_TOOLTIP	Eiti į paskesnį žingsnį
PREV_STEP_TOOLTIP	Eiti į ankstesnį žingsnį
ROLES_TITLE	Darbalaukio asistento vaidmenys
ROLES_LBL	Filtruoti žinyno turinį pagal vaidmenį
OK_CAPTION	Gerai
CANCEL_CAPTION	Atšaukti
BTN_YES	Taip
BTN_NO	Ne
DELETE_CONFIRM	Ar tikrai norite norite panaikinti šį lipnų lapelį?
EXIT_CONFIRM	Ar tikrai norite išeiti iš @{NAVIGATOR}?
sticky_notes	Klijuojamos pastabos
exit_da	Išeiti @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Tekstą įtraukite čia.
SEARCH_BTN_TOOLTIP	Ieškoti
NEXT_BTN_TOOLTIP	Paskesnis
PREV_BTN_TOOLTIP	Ankstesnis
HIDE_BTN_TOOLTIP	Slėpti karuselę
IDS_PRJ_NAME	Įvesti pavadinimą:
IDS_APPLICATIONS	Pasirinkti langą:
IDS_PRJ_LANGUAGE	Pasirinkti kalbą:
IDS_FULL_SCREEN	Visas ekranas
IDS_CHOOSE_APP_CAPTION	Pasirinkti programą
IDS_RECORD_BTN	Įrašyti
IDS_ANALYZE_ACTIONS	Analizuojami veiksmai...
IDS_PARSE_PROJECT	Analizuojamas projektas...
IDS_REGION	Regionas
IDS_AREA_HELP	Pakeiskite regiono dydį pasirinkdami toliau pateiktą šabloną. Norėdami pasirinkti regioną, nustatykite raudonąjį stačiakampį arba pasirinkite visą ekraną.
IDS_CHOOSE_SIZE	Pasirinkti dydį:
IDS_DEFINE_REC_AREA	Įrašoma sritis
IDS_DEFINE_NAME_LANG	Generuoti turinį
PLEASE_SELECT	Pasirinkite
quick_recorder.help_caption	Patarimas
quick_recorder.help	Norėdami pristabdyti arba tęsti, paspauskite mygtuką „PRISTABDYTI“. \nNorėdami baigti, paspauskite mygtuką „BAIGTI“. \n\nNorėdami pradėti įrašymą, paspauskite „GERAI“.
quick_recorder.audio_help	Norėdami pristabdyti arba tęsti, paspauskite mygtuką „PRISTABDYTI“. \nNorėdami baigti, paspauskite mygtuką „BAIGTI“. \n\nGarsas:\nspustelint garsas nėra įrašomas. Kalbėkite prieš spustelėdami valdiklį. \n\nNorėdami pradėti įrašymą, paspauskite „GERAI“.
FILE_EXISTS	Failas tokiu vardu jau yra. Įveskite kitokį vardą.
HELP_EXIT_CONTROL_H	Sustabdo atkūrimą ir uždaro @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Išeiti
BTN_CLOSE_DLG	Uždaryti
DELETE_RECORD_WRN	Svarbu: šio veiksmo atšaukti negalima.
ENTER_NAME	Įveskite pavadinimą
IDS_CLEAR_SEARCH	Valyti iešką
IDS_RESET_ALL_TIP	Įvedant ekraną pirmą kartą, dar kartą parodyti visas išjungtas užuominas.
IDS_SEARCH_INPUT	Ieškos žinyno turinys
LBL_DELETE	Naikinti
LBL_NAVI_NO_MATCH	Jūsų ieška nepateikė jokių rezultatų.
LBL_TU	Atidaryti
MSG_PA_NEXT_LBL	Paskesnis
MSG_PA_STEP_LBL	Žingsnių sąrašas
RENAME_FAILED	Pervardijimo operacija nepavyko.
ROLES_LBL	Filtruoti žinyno turinį pagal vaidmenį
SELECT_ASSET	Pasirinkite objektą, nuo kurio pradėsite.
LBL_CDOC	Atidaryti
LBL_RECORD_DOCUMENT	Užregistruoti dokumentą
QR_CAPTION	Pasirinkti įrašo išvestį
QR_WELCOME	Ką norite sukurti?
QR_DOC_CAP	Dokumentas
QR_DOC_TXT	Sukuria „Microsoft Word“ dokumentą, kuriame pateikiama ekrano kopija ir instrukcijų tekstas apie kiekvieną įrašomą veiksmą.
QR_VIDEO_CAP	Vaizdo įrašas
QR_VIDEO_TXT	Sukuria jūsų įrašo aukštos kokybės vaizdo įrašą.
QR_DOC_VIDEO_CAP	Dokumentas ir vaizdo įrašas
QR_DOC_VIDEO_TXT	Sukuria dokumentą ir vaizdo įrašą
SHARE_ERR_CAP	Įrašo bendrinti nepavyko
SHARE_ERR_TXT	Šis įrašas per didelis, kad būtų bendrinamas el. paštu.\nAr norėtumėte vietoje šio veiksmo nurodyti failo vietą?
HELP_CONTENT_WINDOW_H	Turinio lange rodoma pagrindinio lango pasirinkto turinio esama informacija, režimai ir dokumentacija.</br>Turinio langą galima prijungti prie pagrindinio lango, tada abu langus galėsite vilkti ekrane vienu metu.
HELP_CONTENT_WINDOW_T	Turinio langas
IDS_CONTENT_BTN	Turinys
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	Dabartinio turinio URL:
