#	Mapeamentos de texto em inglês
BULLET	&#149;
IDS_SHOW_DA_PANELS	@{NAVIGATOR} está novamente disponível. Você pode utilizar @{NAVIGATOR} se necessitar de assistência.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} desapareceu automaticamente porque uma ajuda adequada está disponível na aplicação que você abriu atualmente. Abra a ajuda na aplicação se necessitar de mais assistência.
IDS_ADD_STICKY_NOTES_BTN	Adicionar nota autoadesiva
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Só é possível adicionar uma nota autoadesiva para esta aplicação.
IDS_EXIT_DA	Sair
IDS_EXIT_DA_BTN	Sair
IDS_EXIT_DA_SUB_MENU	Sair
IDS_SHOW_MORE	Visualizar mais
IDS_HIDE_MORE	Ocultar mais
IDS_REQUEST_CONTENT_SUB_MENU	Conteúdo do pedido
IDS_SHOW_CA_SUB_MENU	Visualizar ajuda de contexto
IDS_HIDE_CA_SUB_MENU	Ocultar ajuda de contexto
IDS_ADD_STICKY_NOTE_SUB_MENU	Adicionar nota autoadesiva
IDS_RECORDING_SUB_MENU	Iniciar gravação
IDS_CA_SWITCH_SUB_MENU	Ajuda de contexto
IDS_SHARE_DLG_CAPTION	Partilhar documento
IDS_DELETE_FRAMES	Eliminando quadros
OPEN_FOLDER	Abrir pasta
SHARE_DOC	Compartilhar via e-mail
IDS_SHARE_DLG_TEXT	O que você quer fazer?
IDS_SEARCH_BTN_SUB_MENU	Procurar conteúdo
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Procurar conteúdo na library
GRACEFUL_DEGRADATION	Esta funcionalidade está temporariamente indisponível devido a problemas de rede. \n\nTente novamente mais tarde.
SHARE_BTN	Compartilhar via e-mail
COPY_BTN	Copiar link
SHARE_MAIL_SUBJECT	Conteúdo recomendado
SHARE_MAIL_HEADER	Prezado usuário,\n\nEste conteúdo pode ser interessante para você. \n\n
SHARE_MAIL_FOOTER	Atenciosamente,
SHARE_MAIL_LINK	Link:\t
SHARE_MAIL_CAPTION	Legenda:\t
SHARE_TITLE	Compartilhar conteúdo
SELECT_ASSET	Selecionar um asset para começar.
ENTER_NAME	Inserir um nome
DELETE_RECORD_WRN	Importante: essa ação não pode ser anulada.
MSG_PA_NEXT_LBL	Seguinte
MSG_PA_STEP_LBL	Lista de etapas
TOGGLE_STEPLIST_TOOLTIP	Visualizar/ocultar lista de etapas
PREVIEW_STEP_TOOLTIP	Etapa de visualização
NEXT_STEP_TOOLTIP	Ir para a próxima etapa
PREV_STEP_TOOLTIP	Ir para a etapa anterior
ROLES_TITLE	Funções de assistente de desktop
ROLES_LBL	Filtrar conteúdo de ajuda por função
OK_CAPTION	OK
CANCEL_CAPTION	Cancelar
BTN_YES	Sim
BTN_NO	Não
DELETE_CONFIRM	Excluir nota autoadesiva?
EXIT_CONFIRM	Você quer mesmo sair do @{NAVIGATOR}?
sticky_notes	Notas autoadesivas
exit_da	Sair do @{NAVIGATOR}
STICKY_NOTE_DEFAULT_TEXT	Adicionar o texto aqui.
SEARCH_BTN_TOOLTIP	Procurar
NEXT_BTN_TOOLTIP	Continuar
PREV_BTN_TOOLTIP	Anterior
HIDE_BTN_TOOLTIP	Ocultar carrossel
IDS_PRJ_NAME	Inserir nome:
IDS_APPLICATIONS	Selecionar janela:
IDS_PRJ_LANGUAGE	Selecionar idioma:
IDS_FULL_SCREEN	Tela inteira
IDS_CHOOSE_APP_CAPTION	Selecionar aplicação
IDS_RECORD_BTN	Gravar
IDS_ANALYZE_ACTIONS	Analisando ações...
IDS_PARSE_PROJECT	Analisando sintaticamente o projeto...
IDS_REGION	Região
IDS_AREA_HELP	Modificar o tamanho da região selecionando um modelo embaixo. Ajustar a escala do retângulo vermelho para selecionar uma região ou selecionar a tela inteira.
IDS_CHOOSE_SIZE	Selecionar tamanho:
IDS_DEFINE_REC_AREA	Área de gravação
IDS_DEFINE_NAME_LANG	Gerar conteúdo
PLEASE_SELECT	Selecione
quick_recorder.help_caption	Dica
quick_recorder.help	Utilize a tecla "PAUSE" para interromper ou continuar. \nUtilize a tecla "END" para concluir. \n\nSelecione "OK" para iniciar a gravação.
quick_recorder.audio_help	Utilize a tecla "PAUSE" para interromper ou continuar. \nUtilize a tecla "END" para concluir. \n\nÁudio:\n o seu áudio não é registrado durante um clique. Diga o seu texto antes de selecionar um controle. \n\nSelecione "OK" para iniciar a gravação.
FILE_EXISTS	Já existe um arquivo com o mesmo nome. Insira um nome diferente.
HELP_EXIT_CONTROL_H	Interrompe a reprodução e fecha o @{NAVIGATOR}.
HELP_EXIT_CONTROL_T	Sair
BTN_CLOSE_DLG	Fechar
DELETE_RECORD_WRN	Importante: essa ação não pode ser anulada.
ENTER_NAME	Inserir um nome
IDS_CLEAR_SEARCH	Anular pesquisa
IDS_RESET_ALL_TIP	Visualizar novamente todas as dicas desativadas ao inserir uma tela pela primeira vez.
IDS_SEARCH_INPUT	Procurar conteúdo de ajuda
LBL_DELETE	Eliminar
LBL_NAVI_NO_MATCH	Não existem resultados para a pesquisa.
LBL_TU	Abrir
MSG_PA_NEXT_LBL	Seguinte
MSG_PA_STEP_LBL	Lista de etapas
RENAME_FAILED	Renomeação da operação falhada.
ROLES_LBL	Filtrar conteúdo de ajuda por função
SELECT_ASSET	Selecionar um asset para começar.
LBL_CDOC	Abrir
LBL_RECORD_DOCUMENT	Gravar documento
QR_CAPTION	Selecionar saída de gravação
QR_WELCOME	O que você quer criar?
QR_DOC_CAP	Documento
QR_DOC_TXT	Cria um documento Microsoft Word que exibe uma captura de tela e um texto de instruções para cada ação que você grava.
QR_VIDEO_CAP	Vídeo
QR_VIDEO_TXT	Cria um vídeo de alta qualidade da sua gravação.
QR_DOC_VIDEO_CAP	Documento e vídeo
QR_DOC_VIDEO_TXT	Cria um documento e um vídeo.
SHARE_ERR_CAP	Impossível compartilhar gravação
SHARE_ERR_TXT	Essa gravação é demasiado grande para compartilhar via e-mail.\nEm vez disso, você quer abrir uma localização de arquivo?
HELP_CONTENT_WINDOW_H	A janela de conteúdo exibe a informação, os modos e a documentação disponíveis para o conteúdo selecionado da janela principal.</br>A janela de conteúdo pode ser encaixada na janela principal, o que permite que você desloque as duas janelas em simultâneo na tela.
HELP_CONTENT_WINDOW_T	Janela de conteúdo
IDS_CONTENT_BTN	Conteúdo
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	URL da página atual:
