#	Angol szövegatomok
BULLET	&#149;
IDS_OPEN_RECORD_LBL	Megnyitás
IDS_EDIT_RECORD_LBL	Átnevezés
IDS_DELETE_RECORD_LBL	Törlés
IDS_SHARE_RECORD_LBL	Megosztás
IDS_EXTERNAL_SEARCH_BTN	Külső keresés
IDS_EXTERNAL_SEARCH_SUB_MENU	Külső keresés
IDS_SHOW_SCREEN_ICON	Asztali varázsló megjelenítése
IDS_SHOW_DA	Főablak megjelenítése
IDS_SHOW_CONTENT	Tartalom megjelenít.
IDS_HIDE_CONTENT	Tartalom elrejtése
IDS_SEARCH_BTN	Keresés
IDS_REQUEST_CONTENT_BTN	Tartalomkérés
IDS_RECORDING_BTN	Felvétel indítása
IDS_SHOW_CA_SWITCH	Környezetfüggő súgó megjelenítése
IDS_HIDE_CA_SWITCH	Környezetfüggő súgó elrejtése
IDS_CA_SWITCH_INACTIVE_BTN	Nem érhető el környezetfüggő súgó
IDS_DO_CTX_RECOGNITION	Környezetfüggő súgó megjelenítése
IDS_NAV_STANDBY	@{NAVIGATOR} deaktiválva van.
IDS_NAV_NO_STANDBY	@{NAVIGATOR} engedélyezve van.
IDS_SHOW_DA_PANELS	@{NAVIGATOR} már újra elérhető. @{NAVIGATOR} használható, ha segítségre van szüksége.
IDS_HIDE_DA_PANELS	@{NAVIGATOR} automatikusan eltűnt, mivel elérehtő a megfelelő súgó az alkalmazásban, amelyet épp megnyitott. Csak nyissa meg az alkalmazás súgóját, ha további segítségre van szüksége.
IDS_ADD_STICKY_NOTES_BTN	Öntapadó jegyzet hozzáadása
IDS_ADD_STICKY_NOTES_INACTIVE_BTN	Ehhez az alkalmazáshoz csak egy öntapadó jegyzetet adhat hozzá.
IDS_EXIT_DA	Kilépés
IDS_EXIT_DA_BTN	Kilépés
IDS_EXIT_DA_SUB_MENU	Kilépés
IDS_SHOW_MORE	Több megjelenítése
IDS_HIDE_MORE	Továbbiak elrejtése
IDS_REQUEST_CONTENT_SUB_MENU	Tartalomkérés
IDS_SHOW_CA_SUB_MENU	Környezetfüggő súgó megjelenítése
IDS_HIDE_CA_SUB_MENU	Környezetfüggő súgó elrejtése
IDS_ADD_STICKY_NOTE_SUB_MENU	Öntapadó jegyzet hozzáadása
IDS_RECORDING_SUB_MENU	Felvétel indítása
IDS_CA_SWITCH_SUB_MENU	Környezetfüggő súgó
IDS_SHARE_DLG_CAPTION	Dokumentum megosztása
IDS_DELETE_FRAMES	Képkocka törlése
OPEN_FOLDER	Mappa megnyitása
SHARE_DOC	Megosztás e-mailben
IDS_SHARE_DLG_TEXT	Mit szeretne tenni?
IDS_SEARCH_BTN_SUB_MENU	Tartalom keresése
IDS_LIBRARY_SEARCH_BTN_SUB_MENU	Tartalom keresése a könyvtárban
GRACEFUL_DEGRADATION	Hálózati hiba miatt átmenetileg nem érhető el ez a funkció. \n\nPróbálkozzon később.
SHARE_BTN	Megosztás e-mailben
COPY_BTN	Hivatkozás másolása
SHARE_MAIL_SUBJECT	Ajánlott tartalom
SHARE_MAIL_HEADER	Tisztelt felhasználó!\n\nEz a tartalom érdekelheti Önt. \n\n
SHARE_MAIL_FOOTER	Üdvözlettel,
SHARE_MAIL_LINK	Hivatkozás:\t
SHARE_MAIL_CAPTION	Képaláírás:\t
SHARE_TITLE	Tartalom megosztása
SELECT_ASSET	Eszköz kiválasztása a kezdéshez.
ENTER_NAME	Adja meg a nevet
DELETE_RECORD_WRN	Fontos: ez a művelet nem vonható vissza.
MSG_PA_NEXT_LBL	Tovább
MSG_PA_STEP_LBL	Lépéslista
TOGGLE_STEPLIST_TOOLTIP	Lépéslista megjelenítése/elrejtése
PREVIEW_STEP_TOOLTIP	Lépés előnézete
NEXT_STEP_TOOLTIP	Ugrás a következő lépésre
PREV_STEP_TOOLTIP	Vissza az előző lépésre
ROLES_TITLE	Asztali varázsló szerepei
ROLES_LBL	Súgó tartalmának szűrése Szerep alapján
OK_CAPTION	OK
CANCEL_CAPTION	Mégse
BTN_YES	Igen
BTN_NO	Nem
DELETE_CONFIRM	Biztosan törli ezt az öntapadó jegyzetet?
EXIT_CONFIRM	Biztosan kilép a következőből: @{NAVIGATOR}?
sticky_notes	Öntapadó jegyzetek
exit_da	@{NAVIGATOR} bezárása
STICKY_NOTE_DEFAULT_TEXT	Írja ide a szöveget.
SEARCH_BTN_TOOLTIP	Keresés
NEXT_BTN_TOOLTIP	Következő
PREV_BTN_TOOLTIP	Vissza
HIDE_BTN_TOOLTIP	Választó elrejtése
IDS_PRJ_NAME	Írja be a nevet:
IDS_APPLICATIONS	Válasszon ablakot:
IDS_PRJ_LANGUAGE	Válasszon nyelvet:
IDS_FULL_SCREEN	Teljes képernyő
IDS_CHOOSE_APP_CAPTION	Alkalmazás választása
IDS_RECORD_BTN	Felvétel
IDS_ANALYZE_ACTIONS	Műveletek elemzése...
IDS_PARSE_PROJECT	Projekt feldolgozása...
IDS_REGION	Régió
IDS_AREA_HELP	A lenti sablonokból választva módosíthatja a terület méretét. A piros négyszög méretezésével jelölheti ki a szóban forgó területet – vagy akár a teljes képernyőt.
IDS_CHOOSE_SIZE	Válasszon méretet:
IDS_DEFINE_REC_AREA	Rögzítési terület
IDS_DEFINE_NAME_LANG	Tartalom generálása
PLEASE_SELECT	Válasszon
quick_recorder.help_caption	Tipp
quick_recorder.help	A szüneteltetéshez vagy a folytatáshoz nyomja meg a PAUSE billentyűt. \nA befejezéshez nyomja meg az END billentyűt. \n\nA felvétel indításához kattintson az OK gombra.
quick_recorder.audio_help	A felvételt a PAUSE billentyűvel tudja szüneteltetni, majd folytatni. \nA felvétel befejezéséhez nyomja le az END billentyűt. \n\nHang:\nA rendszer a kattintások alatt nem rögzíti a beszédhangot, ezért előtte kell elmondani az információkat. \n\nA felvétel indításához kattintson az OK gombra.
FILE_EXISTS	Már van ilyen nevű fájl. Adjon meg más nevet.
HELP_EXIT_CONTROL_H	A lejátszás leállítása és a(z) @{NAVIGATOR} bezárása.
HELP_EXIT_CONTROL_T	Kilépés
BTN_CLOSE_DLG	Bezárás
DELETE_RECORD_WRN	Fontos: ez a művelet nem vonható vissza.
ENTER_NAME	Adja meg a nevet
IDS_CLEAR_SEARCH	Keresés törlése
IDS_RESET_ALL_TIP	Összes deaktivált tanácsadó megjelenítése ismét, ha először lép be a képernyőre
IDS_SEARCH_INPUT	Keresés a Súgóban
LBL_DELETE	Törlés
LBL_NAVI_NO_MATCH	Nincs találat a keresésre.
LBL_TU	Megnyitás
MSG_PA_NEXT_LBL	Tovább
MSG_PA_STEP_LBL	Lépéslista
RENAME_FAILED	Az átnevezés sikertelen.
ROLES_LBL	Súgó tartalmának szűrése Szerep alapján
SELECT_ASSET	Eszköz kiválasztása a kezdéshez.
LBL_CDOC	Megnyitás
LBL_RECORD_DOCUMENT	Felvételdokumentum
QR_CAPTION	Felvétel kimenetének kiválasztása
QR_WELCOME	Mit szeretne létrehozni?
QR_DOC_CAP	Dokumentum
QR_DOC_TXT	Olyan Microsoft Word-dokumentumot hoz létre minden rögzített művelethez, amelyben látható a képernyőfelvétel és az utasításszöveg.
QR_VIDEO_CAP	Videó
QR_VIDEO_TXT	Nagy felbontású videót hoz létre a felvételből.
QR_DOC_VIDEO_CAP	Dokumentum és videó
QR_DOC_VIDEO_TXT	Dokumentumot és videót hoz létre.
SHARE_ERR_CAP	A felvétel nem osztható meg
SHARE_ERR_TXT	A felvétel túl nagy ahhoz, hogy e-mailben megoszthassa.\nSzeretne inkább megnyitni egy fájlhelyet?
HELP_CONTENT_WINDOW_H	A tartalomablakban a főablakban kiválasztott tartalommal kapcsolatban elérhető információk, módok és dokumentáció jelenik meg.</br>A tartalomablak a főablakhoz rögzíthető, így a két ablak együtt mozgatható a képernyőn.
HELP_CONTENT_WINDOW_T	Tartalomablak
IDS_CONTENT_BTN	Tartalom
MSG_PA_STEP_NOT_FOUND_NUMERAL_1	1.
MSG_PA_STEP_NOT_FOUND_NUMERAL_2	2.
SHARE_URL	Aktuális oldal URL-je:
